sepal.length	sepal.width	petal.length	petal.width	variety
11.6	3.5	8.1	3.6	Virginica
9.6	7.5	9.1	2.4	Versicolor
8.7	5.2	6.5	3.5	Versicolor
11.7	4.3	9.2	5.5	Virginica
6.9	3.6	2.5	3.2	Setosa
9.5	4.7	8.6	2.0	Virginica
8.7	5.0	4.2	4.7	Versicolor
8.6	7.5	8.5	6.0	Versicolor
8.7	5.8	6.7	4.0	Virginica
7.0	7.2	2.9	2.7	Setosa
9.6	2.5	5.9	5.1	Versicolor
9.0	3.8	5.3	1.0	Versicolor
11.6	5.5	9.9	6.6	Virginica
9.0	6.2	5.0	1.0	Versicolor
6.1	3.4	7.7	4.4	Versicolor
7.1	6.0	7.4	3.3	Virginica
9.2	7.4	6.2	3.8	Versicolor
9.1	5.0	1.9	2.3	Setosa
9.0	7.1	8.9	5.7	Versicolor
9.3	6.7	8.4	2.3	Virginica
5.7	5.9	2.5	4.4	Setosa
7.4	4.2	6.2	6.8	Virginica
6.4	6.9	6.0	0.9	Setosa
8.2	5.9	8.8	2.3	Versicolor
6.8	2.8	9.3	3.4	Versicolor
7.1	3.4	5.4	2.3	Setosa
8.8	4.0	2.4	3.3	Setosa
8.0	5.4	5.5	2.1	Versicolor
4.4	4.0	3.3	0.2	Setosa
8.9	7.0	2.9	1.2	Setosa
7.1	6.1	5.5	4.7	Setosa
6.8	4.1	5.6	3.2	Setosa
6.7	3.6	3.5	1.0	Versicolor
6.3	6.9	8.6	6.3	Virginica
7.2	5.5	7.5	3.0	Virginica
6.6	7.5	5.6	3.3	Versicolor
9.1	7.8	5.0	2.8	Setosa
10.7	5.6	6.1	4.5	Virginica
9.7	4.7	7.9	1.4	Versicolor
4.3	3.5	3.6	3.6	Setosa
10.9	7.6	9.4	4.1	Virginica
6.9	5.7	4.5	1.2	Setosa
10.3	3.2	5.1	5.9	Virginica
9.0	2.8	7.6	5.5	Versicolor
6.1	7.3	7.5	4.8	Versicolor
6.5	7.7	5.7	1.2	Setosa
9.9	3.6	9.4	5.5	Versicolor
7.3	6.8	8.0	4.5	Virginica
9.8	2.7	6.1	5.4	Virginica
4.7	7.2	1.3	0.7	Setosa
8.7	6.9	5.4	3.7	Setosa
8.4	4.2	4.8	5.8	Versicolor
6.6	7.3	4.6	1.2	Setosa
5.0	3.5	5.5	1.5	Versicolor
6.3	5.3	8.7	4.1	Versicolor
8.6	5.2	1.5	1.9	Setosa
5.5	6.0	3.3	0.2	Setosa
7.8	4.8	4.4	5.3	Versicolor
8.9	4.7	7.8	2.9	Virginica
10.5	6.5	5.7	4.5	Virginica
9.6	5.8	3.4	1.9	Setosa
5.9	5.4	1.9	1.2	Setosa
9.5	7.5	8.3	4.8	Virginica
10.0	5.5	7.8	2.7	Virginica
8.1	6.2	5.9	4.7	Setosa
5.5	6.3	7.5	3.8	Versicolor
7.0	3.7	6.2	4.9	Versicolor
6.7	4.5	7.2	4.8	Virginica
9.3	3.9	1.9	4.2	Setosa
7.3	8.2	4.0	0.7	Setosa
8.2	3.2	10.0	5.8	Virginica
5.9	4.4	1.7	1.2	Setosa
11.2	4.6	6.6	5.9	Virginica
10.2	3.0	5.8	2.3	Virginica
11.4	4.8	6.6	3.4	Virginica
9.0	3.9	8.2	3.5	Versicolor
6.8	6.0	7.9	1.5	Versicolor
7.1	4.7	6.2	4.8	Versicolor
5.6	7.8	2.2	3.0	Setosa
8.9	4.4	5.3	2.0	Versicolor
7.1	6.4	8.1	4.3	Versicolor
8.0	4.4	2.6	4.9	Setosa
8.7	6.3	6.3	3.8	Virginica
5.9	5.1	5.0	4.6	Setosa
4.6	4.6	3.0	4.2	Setosa
6.9	6.0	4.5	5.5	Versicolor
6.7	7.2	3.6	4.7	Setosa
5.5	4.3	2.9	2.2	Setosa
6.7	4.0	8.5	2.2	Versicolor
5.0	7.6	5.9	4.2	Setosa
4.9	7.7	2.8	3.7	Setosa
10.2	3.3	7.5	2.8	Versicolor
7.0	7.4	4.0	3.2	Setosa
6.7	4.8	4.2	0.8	Setosa
10.4	3.0	5.6	1.8	Virginica
7.2	3.8	10.2	5.1	Virginica
8.3	6.1	4.5	5.7	Versicolor
10.4	5.3	7.1	6.6	Virginica
8.2	3.0	10.1	4.3	Virginica
9.3	4.8	9.6	2.5	Virginica
11.2	3.1	6.7	5.5	Versicolor
6.6	5.4	4.1	4.8	Versicolor
6.5	7.0	9.0	4.8	Virginica
6.3	2.7	7.1	4.0	Versicolor
8.2	5.5	3.0	0.7	Setosa
