petal.length	variety
9.0	Versicolor
8.7	Virginica
7.0	Versicolor
5.4	Setosa
7.2	Versicolor
2.5	Setosa
8.2	Virginica
4.2	Versicolor
5.8	Setosa
7.6	Virginica
2.1	Setosa
8.8	Virginica
4.8	Versicolor
7.2	Versicolor
8.1	Virginica
2.8	Setosa
6.4	Virginica
6.1	Setosa
4.6	Setosa
9.0	Versicolor
5.9	Versicolor
3.4	Setosa
2.7	Setosa
4.9	Versicolor
7.4	Versicolor
10.1	Virginica
2.5	Setosa
5.5	Setosa
8.9	Virginica
4.7	Setosa
3.7	Setosa
3.6	Versicolor
8.3	Versicolor
1.4	Setosa
9.6	Virginica
5.8	Virginica
4.4	Versicolor
3.0	Setosa
4.9	Versicolor
7.1	Virginica
3.5	Versicolor
4.9	Setosa
4.9	Versicolor
7.6	Virginica
6.6	Virginica
1.5	Setosa
4.9	Versicolor
5.0	Setosa
9.6	Virginica
5.6	Virginica
7.0	Versicolor
9.5	Virginica
6.0	Versicolor
9.0	Virginica
7.2	Versicolor
5.6	Virginica
5.0	Setosa
2.4	Setosa
8.5	Virginica
3.9	Setosa
6.1	Versicolor
5.9	Versicolor
6.5	Virginica
6.1	Setosa
9.4	Virginica
1.3	Setosa
8.5	Versicolor
5.5	Setosa
5.8	Setosa
8.4	Versicolor
5.6	Setosa
4.9	Setosa
3.9	Setosa
9.2	Virginica
1.4	Setosa
8.1	Virginica
6.9	Virginica
7.9	Virginica
7.2	Versicolor
8.5	Virginica
4.0	Versicolor
7.2	Virginica
9.8	Virginica
6.6	Virginica
2.4	Setosa
9.5	Virginica
3.8	Setosa
6.3	Virginica
4.0	Setosa
10.1	Virginica
6.7	Virginica
8.8	Virginica
6.7	Versicolor
6.8	Versicolor
4.4	Setosa
9.3	Virginica
6.1	Versicolor
7.6	Virginica
5.8	Virginica
5.6	Setosa
3.4	Setosa
2.2	Setosa
5.9	Setosa
8.0	Virginica
2.0	Setosa
