petal.width	variety
4.2	Setosa
4.9	Virginica
2.7	Setosa
6.0	Versicolor
2.0	Virginica
0.2	Setosa
0.7	Setosa
3.1	Setosa
3.9	Virginica
6.2	Virginica
4.1	Virginica
6.0	Versicolor
5.5	Versicolor
4.1	Setosa
5.0	Versicolor
1.7	Virginica
3.3	Versicolor
5.0	Versicolor
5.9	Virginica
2.7	Setosa
1.9	Setosa
0.2	Setosa
4.7	Setosa
4.7	Versicolor
3.6	Versicolor
2.7	Setosa
0.3	Setosa
3.5	Virginica
2.5	Virginica
1.9	Setosa
5.6	Virginica
1.6	Setosa
5.0	Versicolor
1.4	Versicolor
2.9	Virginica
3.2	Setosa
4.0	Versicolor
1.8	Virginica
4.5	Versicolor
2.3	Versicolor
3.0	Setosa
4.2	Setosa
5.5	Versicolor
2.8	Setosa
5.5	Virginica
1.8	Versicolor
5.2	Versicolor
5.5	Versicolor
5.9	Virginica
2.7	Setosa
2.2	Setosa
6.2	Virginica
2.7	Setosa
2.3	Versicolor
5.7	Versicolor
4.3	Virginica
2.1	Setosa
5.0	Virginica
6.0	Virginica
4.3	Virginica
2.5	Virginica
2.3	Virginica
6.3	Virginica
3.3	Virginica
0.4	Setosa
3.6	Versicolor
6.1	Virginica
3.3	Versicolor
3.7	Setosa
3.0	Virginica
2.7	Setosa
3.2	Setosa
4.4	Setosa
4.0	Versicolor
4.3	Virginica
3.9	Setosa
4.0	Versicolor
2.7	Virginica
1.8	Versicolor
4.5	Virginica
5.6	Virginica
4.4	Versicolor
4.8	Versicolor
3.5	Versicolor
2.1	Virginica
5.8	Virginica
4.2	Setosa
1.7	Setosa
5.3	Virginica
1.2	Setosa
6.3	Versicolor
2.3	Versicolor
2.8	Virginica
5.4	Virginica
3.6	Versicolor
4.9	Setosa
3.4	Virginica
6.0	Virginica
0.6	Setosa
0.4	Setosa
3.6	Versicolor
2.3	Virginica
0.7	Setosa
1.2	Setosa
3.2	Setosa
