petal.length	variety
5.9	Setosa
5.2	Virginica
6.0	Versicolor
9.1	Virginica
2.2	Setosa
5.8	Versicolor
6.6	Virginica
7.2	Virginica
7.4	Virginica
3.8	Setosa
6.1	Virginica
10.4	Virginica
9.8	Virginica
1.8	Setosa
5.6	Setosa
6.5	Versicolor
9.8	Virginica
1.4	Setosa
7.5	Versicolor
4.7	Setosa
3.0	Setosa
8.1	Virginica
6.1	Virginica
5.6	Virginica
7.8	Virginica
6.1	Setosa
4.8	Versicolor
7.4	Versicolor
6.0	Setosa
9.7	Virginica
8.7	Versicolor
1.3	Setosa
6.5	Versicolor
6.0	Versicolor
5.8	Setosa
3.4	Setosa
5.1	Virginica
5.9	Virginica
4.0	Setosa
3.6	Setosa
7.3	Virginica
7.8	Versicolor
4.9	Versicolor
7.6	Virginica
5.6	Versicolor
4.5	Versicolor
5.2	Virginica
9.6	Virginica
8.5	Versicolor
7.1	Virginica
3.4	Setosa
6.6	Virginica
7.4	Virginica
6.3	Versicolor
1.5	Setosa
6.0	Versicolor
4.2	Versicolor
8.5	Versicolor
7.6	Versicolor
2.1	Setosa
3.7	Setosa
7.0	Virginica
5.7	Setosa
3.5	Setosa
3.5	Setosa
3.3	Setosa
6.4	Virginica
8.5	Versicolor
5.6	Setosa
1.9	Setosa
10.2	Virginica
7.0	Virginica
4.5	Versicolor
8.8	Virginica
4.5	Setosa
8.4	Versicolor
8.9	Virginica
8.0	Virginica
4.5	Setosa
8.1	Virginica
9.4	Virginica
4.9	Virginica
6.6	Versicolor
4.1	Setosa
3.5	Setosa
5.5	Virginica
2.6	Setosa
6.3	Virginica
6.4	Setosa
5.4	Setosa
7.1	Virginica
1.5	Setosa
8.7	Versicolor
5.1	Versicolor
7.0	Virginica
9.0	Virginica
9.1	Virginica
5.4	Versicolor
4.9	Versicolor
7.6	Versicolor
4.3	Setosa
6.4	Versicolor
6.7	Versicolor
9.6	Virginica
6.5	Versicolor
