petal.width	variety
5.9	Versicolor
2.2	Setosa
4.7	Virginica
4.8	Virginica
0.9	Setosa
2.8	Virginica
3.6	Setosa
2.9	Virginica
3.2	Versicolor
5.5	Versicolor
4.5	Versicolor
6.5	Virginica
1.2	Setosa
3.2	Setosa
3.6	Versicolor
1.3	Versicolor
1.8	Setosa
4.7	Setosa
5.2	Virginica
2.0	Versicolor
4.2	Setosa
4.5	Virginica
4.6	Versicolor
4.0	Virginica
5.8	Versicolor
4.6	Setosa
4.5	Versicolor
4.9	Versicolor
5.1	Versicolor
4.5	Versicolor
3.8	Versicolor
3.8	Virginica
1.8	Setosa
1.2	Setosa
3.6	Virginica
2.7	Setosa
1.2	Setosa
5.8	Virginica
5.8	Virginica
6.0	Versicolor
4.9	Setosa
2.3	Virginica
4.8	Versicolor
6.0	Virginica
0.2	Setosa
3.0	Versicolor
2.2	Setosa
4.7	Setosa
2.8	Setosa
3.0	Versicolor
1.3	Versicolor
2.5	Virginica
2.8	Versicolor
0.7	Setosa
3.6	Versicolor
6.0	Versicolor
4.4	Versicolor
3.0	Setosa
6.3	Virginica
4.9	Setosa
0.3	Setosa
3.7	Virginica
4.7	Setosa
2.0	Versicolor
3.5	Versicolor
1.7	Versicolor
4.4	Virginica
3.3	Virginica
1.7	Versicolor
3.1	Virginica
3.3	Virginica
4.3	Virginica
2.7	Setosa
1.5	Versicolor
3.5	Virginica
0.2	Setosa
4.5	Virginica
0.7	Setosa
5.4	Virginica
4.9	Setosa
5.8	Virginica
2.0	Versicolor
5.2	Versicolor
0.7	Setosa
0.8	Setosa
5.6	Virginica
5.8	Versicolor
1.4	Setosa
1.2	Setosa
1.5	Virginica
4.7	Setosa
4.5	Versicolor
2.4	Virginica
3.6	Virginica
1.5	Versicolor
0.2	Setosa
0.7	Setosa
1.4	Virginica
5.8	Versicolor
3.2	Setosa
5.7	Versicolor
5.8	Versicolor
2.1	Setosa
2.3	Versicolor
6.7	Virginica
