petal.length	variety
6.1	Versicolor
7.8	Virginica
9.4	Virginica
6.9	Versicolor
2.8	Setosa
6.5	Versicolor
5.5	Versicolor
4.6	Versicolor
6.3	Virginica
4.8	Setosa
4.8	Setosa
8.9	Virginica
6.0	Versicolor
5.2	Versicolor
3.5	Setosa
5.5	Versicolor
8.0	Versicolor
3.9	Setosa
5.3	Virginica
8.1	Virginica
5.5	Versicolor
8.7	Versicolor
5.7	Versicolor
6.7	Virginica
5.0	Versicolor
4.8	Setosa
9.0	Virginica
6.5	Versicolor
5.5	Virginica
7.7	Virginica
9.4	Virginica
6.0	Virginica
9.2	Versicolor
5.0	Versicolor
5.8	Virginica
4.7	Versicolor
4.2	Setosa
1.9	Setosa
4.4	Setosa
10.6	Virginica
8.4	Virginica
5.6	Setosa
6.2	Virginica
7.5	Versicolor
3.6	Setosa
3.2	Setosa
4.6	Versicolor
7.8	Versicolor
8.5	Versicolor
9.1	Virginica
7.7	Virginica
5.9	Setosa
5.7	Versicolor
2.6	Setosa
3.5	Setosa
5.4	Setosa
9.6	Versicolor
4.7	Versicolor
6.6	Virginica
5.0	Setosa
3.7	Setosa
5.9	Setosa
5.0	Setosa
6.5	Virginica
7.8	Virginica
3.0	Setosa
6.6	Virginica
6.0	Setosa
6.1	Setosa
6.4	Virginica
8.1	Virginica
2.9	Setosa
1.4	Setosa
2.0	Setosa
7.2	Virginica
9.0	Versicolor
3.9	Setosa
8.5	Versicolor
5.2	Versicolor
9.3	Virginica
5.2	Versicolor
8.1	Virginica
6.9	Versicolor
10.1	Virginica
9.0	Versicolor
3.7	Setosa
8.9	Versicolor
9.6	Virginica
1.5	Setosa
5.6	Virginica
4.8	Versicolor
6.3	Virginica
5.0	Versicolor
5.5	Setosa
4.8	Versicolor
8.1	Virginica
8.4	Virginica
6.0	Virginica
9.0	Virginica
3.5	Setosa
4.6	Versicolor
7.0	Versicolor
6.9	Virginica
7.8	Virginica
4.9	Setosa
