sepal.width	petal.length	petal.width	variety
4.5	1.4	2.1	Setosa
6.8	6.6	5.0	Versicolor
3.0	6.4	6.1	Virginica
4.3	5.6	5.4	Virginica
2.7	7.1	1.5	Versicolor
6.9	8.6	4.8	Versicolor
3.0	8.5	4.8	Virginica
4.0	4.7	3.2	Setosa
6.3	1.7	2.0	Setosa
7.4	4.7	3.7	Setosa
7.6	7.1	4.9	Virginica
3.6	2.5	3.7	Setosa
7.0	10.0	2.6	Virginica
3.0	4.9	3.1	Versicolor
5.3	5.9	1.3	Versicolor
6.5	6.6	5.4	Versicolor
6.9	6.4	3.2	Setosa
6.8	1.9	1.4	Setosa
5.7	5.0	2.5	Versicolor
5.6	3.5	0.2	Setosa
7.5	1.4	4.2	Setosa
6.1	5.4	3.7	Setosa
4.1	6.9	5.7	Versicolor
2.9	8.1	6.3	Virginica
4.4	4.8	5.3	Versicolor
5.0	4.0	1.1	Versicolor
6.3	11.2	6.2	Virginica
6.1	9.1	5.0	Virginica
6.9	6.3	5.1	Versicolor
2.5	4.0	2.8	Versicolor
7.8	8.0	6.5	Virginica
8.9	3.5	1.4	Setosa
5.0	8.3	4.1	Virginica
3.8	5.6	3.7	Setosa
7.7	5.5	1.9	Setosa
4.8	4.3	3.5	Versicolor
7.1	3.1	3.2	Setosa
6.4	4.3	5.3	Versicolor
4.7	2.5	1.2	Setosa
4.8	5.7	2.1	Virginica
6.2	2.8	0.7	Setosa
4.2	10.0	4.3	Virginica
3.0	6.5	2.7	Virginica
4.5	6.0	5.5	Virginica
3.8	7.6	6.2	Virginica
2.9	8.7	5.8	Versicolor
4.5	5.9	3.7	Setosa
6.1	7.5	3.3	Virginica
5.9	4.9	3.8	Setosa
6.2	5.5	3.0	Virginica
7.2	6.2	3.4	Versicolor
6.8	3.9	0.7	Setosa
3.5	7.9	5.5	Versicolor
3.2	5.6	2.9	Virginica
7.4	5.1	1.3	Versicolor
4.9	4.2	4.0	Versicolor
5.3	8.0	2.3	Versicolor
6.7	9.4	6.8	Virginica
6.6	8.4	3.4	Versicolor
6.3	8.4	2.5	Virginica
3.5	3.6	2.6	Setosa
5.9	6.5	6.0	Versicolor
5.3	7.6	3.5	Virginica
7.4	3.0	4.7	Setosa
3.7	6.0	0.7	Setosa
6.7	6.7	4.8	Versicolor
3.5	5.4	1.3	Setosa
7.0	6.6	3.6	Virginica
5.2	4.0	3.0	Versicolor
6.0	4.8	3.8	Virginica
4.4	5.2	2.4	Setosa
5.4	4.8	4.9	Setosa
3.4	2.0	1.9	Setosa
5.7	6.0	5.0	Versicolor
6.6	8.4	1.5	Versicolor
4.4	6.5	5.6	Versicolor
7.4	5.2	4.4	Versicolor
7.2	6.6	3.1	Versicolor
4.4	6.3	4.5	Versicolor
6.2	7.4	4.9	Versicolor
3.6	10.9	5.8	Virginica
5.1	3.9	3.6	Setosa
4.2	9.8	2.9	Virginica
5.1	8.4	2.1	Virginica
4.8	5.5	4.8	Setosa
5.5	9.2	5.5	Virginica
3.0	8.5	4.2	Versicolor
4.0	1.4	1.8	Setosa
3.6	8.6	5.3	Virginica
4.4	8.8	2.8	Virginica
4.3	10.1	5.9	Virginica
6.6	4.5	0.6	Setosa
4.0	4.6	4.7	Setosa
6.0	3.8	2.2	Setosa
3.3	6.2	2.6	Versicolor
2.8	6.2	1.7	Versicolor
4.6	5.5	3.1	Setosa
7.7	5.7	0.2	Setosa
6.7	8.6	4.4	Virginica
6.5	3.8	3.2	Setosa
7.4	3.4	2.2	Setosa
4.7	8.3	5.3	Virginica
4.0	6.7	4.5	Versicolor
6.7	2.3	0.7	Setosa
4.2	5.1	2.7	Setosa
