sepal.length	sepal.width	petal.length	petal.width	variety
9.8	3.4	7.1	3.8	Virginica
9.2	4.8	8.7	6.1	Virginica
5.0	6.0	1.8	4.8	Setosa
10.2	5.6	6.9	2.3	Virginica
8.6	7.6	3.0	1.2	Setosa
8.9	3.5	3.8	3.2	Setosa
7.2	7.0	2.0	4.7	Setosa
8.2	5.8	8.2	2.5	Virginica
8.4	5.6	7.1	3.8	Virginica
5.9	8.4	5.3	0.9	Setosa
8.8	5.2	7.4	6.3	Virginica
6.7	5.4	6.8	5.8	Versicolor
6.8	5.6	3.6	4.7	Setosa
10.6	7.0	8.9	5.9	Versicolor
6.4	7.4	4.7	4.4	Setosa
10.3	6.3	6.0	2.5	Virginica
10.0	4.7	4.0	1.0	Versicolor
7.1	5.1	5.0	1.2	Setosa
7.2	5.9	9.9	4.8	Virginica
9.5	7.0	9.3	6.3	Virginica
7.9	7.4	4.3	2.8	Versicolor
6.5	6.2	8.0	4.0	Virginica
6.7	4.3	6.7	4.0	Virginica
8.2	3.4	7.7	2.3	Versicolor
9.3	3.8	5.6	5.9	Virginica
9.4	5.5	4.4	4.2	Setosa
8.3	5.7	8.9	5.3	Virginica
10.6	3.5	8.9	4.1	Virginica
6.5	3.5	7.8	4.2	Virginica
9.3	4.9	10.8	4.3	Virginica
6.0	5.5	6.0	1.8	Versicolor
9.2	3.0	9.6	4.8	Virginica
9.5	3.8	4.4	3.2	Setosa
6.5	5.9	6.8	4.6	Versicolor
8.9	3.8	9.9	6.5	Virginica
9.1	7.5	3.4	2.8	Setosa
9.0	3.5	6.2	4.0	Virginica
6.6	4.7	5.2	4.3	Versicolor
11.2	4.0	8.7	5.3	Virginica
7.5	7.4	7.0	2.6	Versicolor
8.8	7.2	9.6	1.9	Virginica
6.5	5.3	9.1	5.5	Versicolor
4.7	3.2	1.3	3.2	Setosa
5.5	6.2	5.2	0.2	Setosa
11.2	4.1	8.2	6.0	Versicolor
7.9	7.1	3.0	2.7	Setosa
10.2	7.3	7.6	5.8	Versicolor
6.1	2.8	8.9	3.0	Virginica
6.8	5.5	2.6	1.1	Setosa
5.9	7.7	5.3	3.2	Setosa
10.4	6.2	6.3	5.3	Virginica
10.2	7.2	10.5	4.8	Virginica
9.8	5.1	6.0	3.7	Versicolor
7.1	5.8	3.5	3.8	Setosa
9.7	7.5	8.8	3.6	Virginica
7.1	5.8	4.5	4.8	Versicolor
7.2	6.2	2.6	3.2	Setosa
5.0	5.5	1.6	0.7	Setosa
10.0	4.4	7.5	2.0	Versicolor
7.4	5.9	5.9	0.2	Setosa
10.9	5.1	7.4	3.0	Versicolor
7.1	2.5	5.5	1.6	Versicolor
9.1	3.5	3.4	0.2	Setosa
8.0	4.7	9.1	3.1	Versicolor
8.2	4.3	6.2	0.3	Setosa
5.0	2.8	3.8	3.0	Versicolor
7.6	3.0	5.6	5.9	Versicolor
9.5	6.5	5.8	1.7	Setosa
7.6	6.0	6.1	4.3	Versicolor
8.7	3.9	5.9	1.7	Setosa
9.5	6.0	7.0	4.8	Virginica
8.4	5.6	9.4	4.1	Virginica
9.3	2.7	6.6	1.0	Versicolor
9.0	4.8	3.8	0.3	Setosa
6.9	5.1	7.5	1.8	Virginica
9.4	3.7	6.0	4.5	Versicolor
7.0	6.1	4.4	3.2	Setosa
9.6	7.1	9.6	2.9	Virginica
6.6	8.2	3.0	1.4	Setosa
7.1	6.9	3.4	1.8	Setosa
6.1	4.5	8.9	2.8	Virginica
7.3	7.2	5.1	3.4	Virginica
7.7	4.0	6.0	2.5	Virginica
4.8	7.4	1.6	0.7	Setosa
7.3	4.0	1.7	1.7	Setosa
8.3	3.3	4.9	4.8	Versicolor
9.0	4.2	1.4	2.7	Setosa
9.9	4.2	8.8	2.4	Virginica
5.0	6.0	4.1	0.6	Setosa
6.9	3.0	6.0	1.7	Virginica
11.1	3.0	8.6	5.6	Virginica
8.7	6.9	5.5	2.4	Setosa
7.8	5.8	8.8	4.4	Versicolor
7.7	4.5	10.3	2.8	Virginica
6.7	2.2	8.0	4.0	Versicolor
8.0	2.5	4.5	2.5	Versicolor
6.3	7.0	7.0	4.4	Virginica
10.7	6.8	7.2	3.2	Virginica
7.8	5.7	3.5	4.2	Setosa
7.3	3.9	3.9	2.2	Setosa
7.0	6.4	4.7	5.5	Versicolor
9.3	7.0	1.9	3.1	Setosa
7.1	6.4	6.7	5.9	Versicolor
7.3	4.5	5.4	4.8	Setosa
9.9	2.8	9.1	5.4	Virginica
