sepal.width	variety
6.0	Versicolor
7.7	Setosa
4.7	Virginica
2.8	Versicolor
6.8	Virginica
5.9	Setosa
5.4	Versicolor
7.6	Setosa
3.7	Versicolor
6.7	Setosa
7.2	Setosa
6.6	Setosa
3.1	Versicolor
4.6	Setosa
4.5	Virginica
6.1	Virginica
2.9	Versicolor
7.1	Setosa
3.3	Virginica
6.4	Setosa
6.3	Virginica
6.7	Setosa
7.5	Setosa
7.0	Setosa
4.2	Virginica
5.2	Virginica
4.0	Setosa
6.7	Setosa
4.5	Virginica
4.5	Setosa
3.4	Setosa
5.8	Virginica
3.3	Versicolor
5.5	Versicolor
7.3	Versicolor
5.9	Versicolor
7.0	Versicolor
7.0	Virginica
6.4	Versicolor
5.5	Versicolor
4.3	Virginica
5.9	Versicolor
3.0	Virginica
5.4	Versicolor
3.5	Versicolor
4.0	Setosa
5.0	Versicolor
3.6	Versicolor
8.3	Setosa
3.9	Setosa
2.5	Virginica
5.8	Versicolor
4.5	Setosa
5.3	Versicolor
7.8	Setosa
5.6	Virginica
4.0	Virginica
7.0	Setosa
2.8	Versicolor
6.9	Versicolor
5.7	Virginica
3.0	Virginica
7.1	Virginica
5.6	Versicolor
5.6	Setosa
4.2	Versicolor
4.3	Virginica
3.4	Virginica
7.5	Virginica
2.7	Versicolor
3.8	Virginica
5.2	Setosa
6.0	Versicolor
3.8	Setosa
7.1	Virginica
4.3	Versicolor
7.6	Versicolor
3.5	Setosa
5.5	Setosa
6.5	Virginica
5.5	Virginica
5.4	Setosa
3.7	Virginica
6.2	Virginica
4.3	Setosa
4.2	Setosa
6.2	Versicolor
6.9	Virginica
3.9	Setosa
6.5	Setosa
5.0	Versicolor
3.8	Virginica
5.6	Setosa
3.9	Versicolor
6.8	Setosa
5.4	Versicolor
4.8	Versicolor
2.2	Virginica
5.2	Versicolor
4.0	Virginica
4.3	Virginica
3.9	Versicolor
5.8	Setosa
4.2	Versicolor
5.8	Versicolor
