petal.length	petal.width	variety
10.1	4.3	Virginica
8.8	6.1	Virginica
5.1	5.3	Virginica
5.4	1.2	Setosa
8.7	3.8	Versicolor
5.5	6.3	Virginica
8.5	2.5	Versicolor
2.8	2.8	Setosa
5.6	3.1	Versicolor
5.4	3.5	Versicolor
7.6	3.5	Versicolor
1.4	3.2	Setosa
6.9	3.1	Virginica
6.9	5.3	Virginica
5.7	4.6	Virginica
6.4	5.0	Versicolor
5.6	4.0	Virginica
5.3	2.8	Versicolor
9.2	1.2	Versicolor
4.4	4.9	Versicolor
5.0	3.0	Virginica
8.3	6.3	Virginica
3.4	1.2	Setosa
6.4	3.0	Virginica
9.9	2.1	Virginica
7.9	3.8	Versicolor
6.2	1.8	Setosa
5.6	2.4	Setosa
3.1	4.2	Setosa
8.4	6.3	Virginica
1.5	2.2	Setosa
7.1	5.9	Virginica
7.2	2.7	Versicolor
2.1	2.2	Setosa
9.0	2.3	Virginica
6.8	1.9	Virginica
6.2	1.0	Setosa
2.0	3.7	Setosa
6.3	3.6	Versicolor
6.5	2.5	Versicolor
6.1	1.2	Setosa
3.7	1.7	Setosa
9.2	4.2	Virginica
9.2	2.3	Virginica
7.8	3.5	Versicolor
9.6	3.4	Virginica
9.9	5.3	Virginica
3.8	2.0	Versicolor
6.1	3.3	Virginica
5.4	1.8	Setosa
5.5	2.4	Setosa
3.5	0.4	Setosa
10.6	4.0	Virginica
5.8	3.8	Versicolor
6.4	3.5	Virginica
9.5	3.9	Virginica
7.5	5.1	Versicolor
1.7	1.9	Setosa
5.7	1.3	Versicolor
2.9	1.2	Setosa
2.8	2.3	Setosa
7.8	3.8	Virginica
9.0	3.5	Versicolor
8.5	2.7	Versicolor
5.7	4.6	Versicolor
5.4	1.1	Versicolor
1.9	2.6	Setosa
4.9	1.9	Versicolor
10.3	2.7	Virginica
5.5	4.0	Versicolor
5.4	4.7	Setosa
8.4	6.8	Virginica
8.1	6.1	Virginica
5.5	3.4	Setosa
7.6	5.3	Versicolor
3.4	0.7	Setosa
2.3	4.7	Setosa
6.1	2.5	Virginica
5.5	3.8	Versicolor
1.8	4.7	Setosa
6.1	2.2	Setosa
2.3	3.9	Setosa
5.2	4.4	Versicolor
5.0	1.3	Versicolor
3.4	3.8	Setosa
8.0	3.5	Versicolor
4.9	3.2	Setosa
11.2	5.5	Virginica
8.0	1.3	Versicolor
5.5	4.5	Versicolor
7.5	2.5	Versicolor
8.7	2.5	Versicolor
7.1	5.9	Virginica
8.4	4.9	Versicolor
9.0	4.2	Virginica
8.5	5.0	Virginica
9.3	4.3	Virginica
5.2	4.0	Versicolor
1.7	0.7	Setosa
2.0	3.1	Setosa
2.4	0.2	Setosa
3.5	3.2	Setosa
3.9	0.7	Setosa
2.0	2.2	Setosa
7.5	2.0	Versicolor
