sepal.width	petal.length	petal.width	variety
7.7	2.3	2.2	Setosa
5.4	5.1	1.2	Setosa
3.2	3.8	3.2	Setosa
7.6	1.5	4.1	Setosa
3.7	5.2	5.9	Versicolor
3.3	9.3	2.4	Versicolor
2.8	8.2	2.7	Versicolor
4.8	6.0	1.3	Setosa
4.8	9.7	4.0	Virginica
5.3	7.4	3.5	Virginica
7.4	6.2	1.7	Setosa
4.3	5.7	4.5	Virginica
5.2	5.6	1.2	Setosa
3.4	6.0	1.7	Setosa
6.0	5.8	3.7	Virginica
7.4	5.7	4.4	Setosa
4.3	6.6	4.0	Virginica
4.5	3.0	2.2	Setosa
3.4	8.3	3.3	Versicolor
2.9	9.8	6.3	Virginica
5.8	6.8	3.5	Versicolor
6.5	4.9	3.2	Setosa
7.9	1.9	1.7	Setosa
6.0	8.1	5.3	Virginica
3.0	1.6	1.7	Setosa
2.9	6.3	3.0	Versicolor
7.0	5.6	4.9	Versicolor
3.7	6.1	6.5	Virginica
4.6	6.4	4.7	Versicolor
6.2	5.1	1.9	Virginica
3.2	7.8	6.3	Versicolor
5.4	8.5	5.1	Versicolor
5.7	4.7	1.3	Versicolor
4.0	5.9	3.7	Setosa
4.2	4.4	1.2	Setosa
5.2	5.5	4.4	Setosa
7.9	4.4	2.2	Setosa
7.0	9.2	3.3	Virginica
3.0	3.4	1.6	Setosa
4.0	10.1	2.3	Virginica
7.4	4.0	1.2	Setosa
5.6	2.5	0.7	Setosa
3.0	9.8	3.6	Virginica
5.3	3.7	4.3	Setosa
5.5	4.2	2.0	Versicolor
5.1	9.6	4.8	Virginica
7.2	4.0	2.7	Setosa
6.1	2.5	3.7	Setosa
3.5	9.0	6.1	Virginica
5.7	9.0	4.3	Virginica
3.5	4.7	2.7	Versicolor
4.4	1.5	3.4	Setosa
6.0	5.2	4.5	Virginica
4.3	9.0	1.3	Versicolor
4.5	2.3	0.7	Setosa
5.7	7.6	2.9	Virginica
5.2	6.0	6.0	Versicolor
7.6	8.4	3.6	Virginica
5.6	9.6	5.0	Virginica
7.1	5.5	2.3	Virginica
6.6	5.5	2.6	Setosa
5.6	4.4	0.1	Setosa
8.0	2.9	3.8	Setosa
6.2	4.9	5.3	Virginica
5.4	6.0	2.4	Setosa
5.5	8.0	2.0	Versicolor
2.5	8.0	5.3	Versicolor
3.7	6.8	4.9	Virginica
7.6	1.9	0.7	Setosa
6.1	3.0	3.7	Setosa
6.9	7.1	5.3	Versicolor
6.2	4.5	5.0	Versicolor
7.8	9.4	2.0	Virginica
4.6	7.9	2.3	Virginica
5.3	6.5	5.8	Versicolor
4.6	5.9	5.4	Versicolor
5.2	8.4	5.3	Virginica
4.2	5.1	1.6	Versicolor
7.1	9.2	3.0	Versicolor
6.9	5.4	3.3	Virginica
7.8	3.2	0.5	Setosa
3.3	6.1	4.4	Virginica
4.7	6.0	4.2	Setosa
6.0	8.3	2.3	Virginica
4.1	4.1	0.2	Setosa
3.4	6.8	4.1	Versicolor
8.4	4.3	0.9	Setosa
7.3	9.1	4.2	Virginica
4.5	9.0	3.2	Virginica
3.5	6.9	3.1	Versicolor
5.8	6.7	6.7	Virginica
3.3	4.6	1.5	Versicolor
4.8	7.2	6.6	Virginica
7.3	5.6	5.3	Versicolor
3.5	10.3	3.8	Virginica
4.4	4.6	4.9	Setosa
7.3	4.7	4.6	Versicolor
4.8	4.4	2.2	Setosa
5.6	7.0	4.5	Versicolor
5.3	6.8	1.8	Virginica
6.3	1.9	1.9	Setosa
3.3	4.5	4.3	Versicolor
3.5	6.4	3.5	Versicolor
5.5	6.0	5.0	Versicolor
5.0	1.1	3.1	Setosa
