petal.length	variety
6.7	Versicolor
8.6	Virginica
7.0	Versicolor
6.5	Virginica
6.7	Virginica
5.0	Versicolor
4.0	Versicolor
4.5	Setosa
10.2	Virginica
5.3	Versicolor
2.0	Setosa
8.7	Versicolor
6.6	Virginica
1.5	Setosa
5.0	Versicolor
2.6	Setosa
5.7	Versicolor
5.9	Virginica
9.1	Versicolor
8.1	Virginica
5.0	Setosa
5.7	Versicolor
4.3	Versicolor
7.0	Virginica
3.8	Setosa
1.5	Setosa
6.3	Versicolor
9.2	Virginica
5.5	Versicolor
6.4	Versicolor
7.3	Versicolor
5.4	Setosa
7.7	Versicolor
4.1	Setosa
3.6	Versicolor
2.3	Setosa
6.3	Virginica
4.5	Versicolor
1.7	Setosa
8.2	Virginica
4.2	Versicolor
5.9	Setosa
1.4	Setosa
6.3	Versicolor
9.3	Versicolor
7.0	Virginica
6.5	Versicolor
4.5	Versicolor
8.0	Virginica
3.9	Setosa
3.9	Setosa
4.9	Versicolor
7.1	Virginica
6.0	Virginica
10.3	Virginica
8.9	Versicolor
4.9	Setosa
6.1	Virginica
7.5	Versicolor
9.6	Virginica
1.6	Setosa
5.4	Setosa
8.6	Virginica
7.5	Versicolor
4.7	Setosa
8.2	Virginica
5.1	Versicolor
2.7	Setosa
1.9	Setosa
5.9	Virginica
8.4	Virginica
9.9	Virginica
4.6	Setosa
4.5	Setosa
4.0	Setosa
7.1	Virginica
2.9	Setosa
8.1	Versicolor
7.8	Virginica
6.7	Virginica
8.9	Virginica
5.6	Setosa
3.0	Setosa
2.8	Setosa
5.0	Setosa
5.4	Versicolor
8.9	Virginica
7.4	Versicolor
6.1	Versicolor
6.4	Versicolor
10.0	Virginica
3.2	Setosa
5.6	Virginica
9.1	Virginica
1.4	Setosa
1.8	Setosa
3.9	Versicolor
2.9	Setosa
6.1	Setosa
6.1	Setosa
2.5	Setosa
4.8	Setosa
1.5	Setosa
4.3	Setosa
8.0	Versicolor
