petal.width	variety
5.8	Versicolor
5.3	Versicolor
6.3	Virginica
5.6	Virginica
5.5	Versicolor
0.7	Setosa
3.2	Versicolor
0.7	Setosa
5.0	Versicolor
4.5	Versicolor
4.0	Setosa
5.3	Versicolor
2.0	Virginica
0.2	Setosa
4.1	Setosa
1.3	Versicolor
4.3	Virginica
4.7	Versicolor
3.3	Setosa
3.7	Setosa
0.2	Setosa
5.0	Virginica
3.7	Setosa
4.6	Versicolor
1.4	Versicolor
6.1	Versicolor
4.7	Virginica
2.9	Versicolor
4.8	Setosa
2.3	Setosa
5.8	Virginica
3.0	Virginica
2.7	Setosa
3.3	Setosa
6.0	Versicolor
6.5	Virginica
5.3	Virginica
3.3	Versicolor
2.0	Virginica
3.3	Virginica
2.9	Versicolor
2.3	Setosa
4.0	Versicolor
4.8	Versicolor
2.9	Setosa
1.8	Setosa
3.5	Versicolor
4.3	Virginica
3.7	Setosa
4.8	Versicolor
5.2	Versicolor
2.3	Versicolor
6.8	Virginica
3.3	Versicolor
1.7	Setosa
3.7	Setosa
1.9	Virginica
1.4	Versicolor
1.0	Versicolor
6.9	Virginica
2.9	Versicolor
5.4	Virginica
2.4	Setosa
4.2	Setosa
2.1	Virginica
2.0	Versicolor
3.1	Virginica
5.2	Virginica
5.3	Virginica
1.7	Setosa
1.5	Versicolor
0.1	Setosa
5.0	Versicolor
3.5	Virginica
2.3	Virginica
1.3	Setosa
2.4	Virginica
6.0	Versicolor
1.7	Setosa
2.8	Virginica
3.4	Versicolor
2.7	Setosa
2.9	Virginica
4.0	Versicolor
1.9	Setosa
3.1	Versicolor
4.2	Setosa
4.7	Setosa
4.9	Virginica
2.3	Virginica
6.5	Virginica
4.5	Virginica
3.7	Setosa
2.7	Setosa
4.9	Setosa
5.0	Versicolor
5.6	Versicolor
4.9	Versicolor
0.4	Setosa
1.4	Setosa
0.6	Setosa
1.7	Setosa
3.1	Virginica
3.1	Virginica
4.2	Setosa
