sepal.length	sepal.width	petal.length	variety
6.9	2.4	4.8	Versicolor
6.0	3.9	5.5	Versicolor
7.3	3.2	9.1	Virginica
11.9	7.3	6.9	Virginica
9.7	3.5	5.5	Versicolor
10.2	3.7	9.0	Versicolor
7.2	7.8	1.7	Setosa
10.7	7.0	9.8	Virginica
10.6	6.0	7.9	Virginica
6.9	3.5	7.0	Virginica
6.0	4.8	3.3	Versicolor
7.3	7.3	8.0	Virginica
6.5	6.5	1.6	Setosa
6.0	4.2	5.5	Versicolor
6.1	6.3	6.0	Versicolor
6.7	3.7	1.3	Setosa
12.2	5.5	9.1	Virginica
9.9	3.8	10.1	Virginica
9.3	4.0	9.0	Virginica
7.4	7.1	9.6	Virginica
5.8	6.2	7.1	Versicolor
5.7	4.9	3.9	Setosa
9.6	5.7	6.2	Versicolor
9.6	3.3	7.9	Virginica
5.2	6.2	1.6	Setosa
6.4	3.4	6.2	Setosa
8.9	4.2	10.2	Virginica
7.0	6.2	4.7	Setosa
9.5	6.6	4.4	Versicolor
9.7	7.8	8.7	Virginica
5.3	6.5	2.9	Setosa
9.6	3.8	6.1	Setosa
8.3	6.2	8.4	Versicolor
7.1	7.1	2.5	Setosa
7.4	6.3	5.6	Virginica
9.1	3.9	6.7	Versicolor
5.0	4.0	6.1	Setosa
7.0	6.2	1.9	Setosa
9.5	3.9	3.0	Setosa
6.2	5.2	6.4	Versicolor
9.9	5.7	2.0	Setosa
8.5	3.5	10.3	Virginica
10.7	7.6	5.4	Versicolor
6.9	7.4	5.0	Setosa
8.5	3.7	5.5	Virginica
6.5	5.0	5.5	Versicolor
8.6	7.1	1.0	Setosa
8.3	7.3	8.3	Versicolor
8.4	7.2	8.3	Versicolor
8.3	3.2	5.9	Virginica
5.6	4.5	7.5	Versicolor
7.3	7.0	4.6	Setosa
8.3	3.1	8.5	Versicolor
4.4	3.4	5.9	Setosa
7.9	6.0	5.0	Versicolor
5.6	5.3	5.5	Setosa
6.4	3.7	5.8	Virginica
6.3	4.7	8.6	Virginica
10.2	6.1	7.1	Virginica
6.0	6.0	5.3	Setosa
7.2	4.1	6.6	Virginica
7.5	6.7	6.7	Versicolor
10.5	6.7	6.1	Versicolor
7.1	7.1	6.6	Virginica
7.8	5.3	7.1	Virginica
8.1	5.0	8.4	Virginica
6.7	7.8	8.2	Virginica
8.6	4.0	4.4	Setosa
11.7	4.3	11.2	Virginica
8.4	7.0	2.8	Setosa
7.7	4.7	10.0	Virginica
7.1	4.9	4.9	Setosa
9.8	4.8	6.9	Versicolor
10.7	4.3	7.2	Virginica
6.2	3.8	8.0	Versicolor
8.0	6.4	5.8	Versicolor
9.1	4.4	7.6	Versicolor
7.0	4.8	6.1	Versicolor
5.7	5.4	1.5	Setosa
9.0	2.0	5.0	Versicolor
10.3	5.0	5.7	Setosa
8.2	4.6	8.0	Versicolor
5.1	5.2	5.9	Setosa
9.8	5.8	9.6	Virginica
8.2	4.0	8.2	Virginica
10.5	5.0	6.2	Virginica
5.4	4.7	5.8	Setosa
8.3	3.7	2.0	Setosa
10.3	2.9	9.8	Virginica
7.8	3.0	5.4	Versicolor
8.2	7.0	1.5	Setosa
8.6	4.8	6.2	Versicolor
7.5	7.6	1.9	Setosa
7.5	7.4	6.1	Setosa
7.7	7.4	8.3	Versicolor
9.4	5.6	4.5	Setosa
7.5	6.9	8.2	Versicolor
6.8	4.4	6.1	Virginica
7.4	6.0	2.4	Setosa
10.3	4.3	5.7	Versicolor
10.4	6.2	5.0	Versicolor
7.3	6.4	2.9	Setosa
7.6	7.0	6.5	Versicolor
10.5	3.2	8.1	Virginica
8.8	3.0	2.4	Setosa
