sepal.length	variety
9.4	Versicolor
9.0	Versicolor
8.8	Versicolor
5.5	Setosa
8.6	Setosa
6.3	Versicolor
9.8	Virginica
8.0	Setosa
8.4	Versicolor
10.9	Virginica
9.0	Versicolor
7.1	Virginica
10.7	Virginica
7.3	Setosa
8.2	Versicolor
9.9	Virginica
8.7	Virginica
6.8	Setosa
10.4	Versicolor
6.9	Setosa
7.6	Setosa
6.1	Virginica
6.3	Setosa
7.8	Versicolor
10.0	Versicolor
7.0	Setosa
6.0	Setosa
6.4	Setosa
10.5	Virginica
8.8	Versicolor
6.8	Virginica
7.6	Versicolor
12.2	Virginica
6.7	Setosa
10.2	Versicolor
6.6	Versicolor
4.8	Setosa
7.9	Setosa
7.6	Versicolor
8.7	Versicolor
6.8	Setosa
8.7	Setosa
7.9	Virginica
6.1	Setosa
6.6	Versicolor
9.1	Versicolor
4.9	Setosa
10.5	Versicolor
6.9	Versicolor
9.5	Virginica
8.9	Setosa
9.3	Virginica
6.1	Setosa
6.0	Setosa
10.2	Versicolor
4.3	Setosa
9.4	Virginica
9.3	Virginica
7.6	Setosa
8.5	Setosa
7.3	Virginica
8.7	Virginica
10.3	Versicolor
7.0	Setosa
9.7	Versicolor
10.5	Versicolor
6.7	Setosa
10.2	Versicolor
10.4	Virginica
8.0	Versicolor
10.9	Versicolor
9.3	Virginica
5.9	Setosa
8.5	Versicolor
8.2	Virginica
8.6	Versicolor
7.3	Virginica
6.5	Virginica
6.2	Setosa
9.2	Versicolor
9.2	Virginica
11.4	Virginica
11.2	Virginica
5.1	Setosa
8.2	Setosa
5.6	Versicolor
10.4	Virginica
10.8	Versicolor
9.3	Versicolor
8.8	Virginica
7.5	Versicolor
5.7	Versicolor
9.7	Virginica
9.1	Versicolor
7.0	Versicolor
7.1	Versicolor
7.1	Virginica
7.6	Virginica
10.4	Virginica
8.2	Versicolor
9.5	Virginica
10.0	Versicolor
9.1	Versicolor
5.0	Setosa
9.9	Setosa
