petal.width	variety
6.7	Virginica
1.6	Versicolor
4.7	Setosa
1.2	Versicolor
0.7	Setosa
3.8	Versicolor
2.2	Versicolor
3.2	Virginica
4.7	Versicolor
2.9	Setosa
1.2	Setosa
3.7	Setosa
3.7	Setosa
2.7	Setosa
5.6	Virginica
0.6	Setosa
3.3	Setosa
2.7	Setosa
2.5	Versicolor
4.3	Versicolor
2.0	Versicolor
2.4	Versicolor
0.4	Setosa
6.6	Virginica
4.2	Versicolor
4.0	Versicolor
3.3	Virginica
6.3	Virginica
4.9	Setosa
2.0	Versicolor
4.5	Setosa
3.4	Versicolor
4.3	Setosa
1.2	Setosa
3.3	Virginica
2.2	Setosa
2.3	Versicolor
3.5	Versicolor
3.7	Setosa
2.6	Setosa
2.7	Setosa
5.1	Virginica
4.4	Virginica
3.2	Setosa
2.5	Versicolor
5.9	Virginica
4.3	Virginica
4.0	Versicolor
3.0	Versicolor
2.4	Setosa
2.2	Setosa
6.0	Versicolor
0.7	Setosa
5.3	Versicolor
4.8	Virginica
3.8	Virginica
3.8	Versicolor
4.9	Versicolor
5.9	Virginica
3.3	Versicolor
2.4	Virginica
1.7	Setosa
4.4	Versicolor
3.7	Setosa
1.7	Setosa
5.4	Virginica
1.6	Versicolor
3.5	Virginica
4.0	Virginica
4.9	Virginica
4.6	Setosa
3.6	Virginica
5.5	Versicolor
2.5	Versicolor
2.6	Versicolor
4.1	Virginica
5.1	Versicolor
2.5	Versicolor
2.2	Setosa
4.3	Virginica
4.2	Setosa
3.2	Virginica
2.6	Versicolor
3.4	Setosa
4.3	Versicolor
4.9	Virginica
1.1	Setosa
1.7	Virginica
1.6	Virginica
4.8	Virginica
3.7	Setosa
1.3	Setosa
3.2	Setosa
2.5	Versicolor
5.5	Virginica
1.8	Setosa
1.4	Versicolor
6.0	Virginica
3.8	Versicolor
2.0	Virginica
6.0	Versicolor
4.0	Virginica
3.5	Versicolor
3.0	Virginica
4.1	Versicolor
