sepal.length	sepal.width	petal.length	petal.width	variety
9.0	5.9	5.8	5.6	Versicolor
5.5	4.0	5.5	3.0	Versicolor
9.2	3.7	8.5	6.3	Virginica
10.3	6.7	6.6	4.9	Virginica
5.7	4.9	2.9	0.7	Setosa
7.2	8.9	5.5	0.9	Setosa
8.4	7.6	2.5	3.7	Setosa
6.5	7.5	5.6	2.6	Setosa
9.1	7.1	5.0	0.2	Setosa
9.1	6.7	1.5	2.9	Setosa
8.4	3.8	10.1	3.1	Virginica
4.8	7.0	3.4	4.1	Setosa
8.7	6.0	5.8	4.1	Virginica
6.2	4.7	5.9	3.4	Versicolor
11.7	5.5	8.1	4.3	Virginica
8.7	5.8	9.3	3.3	Virginica
7.6	3.8	8.2	3.2	Versicolor
7.3	3.3	7.0	5.5	Virginica
10.7	4.9	6.3	2.3	Versicolor
6.1	3.7	6.7	3.3	Versicolor
7.7	7.4	7.9	2.3	Virginica
8.3	7.9	1.6	1.7	Setosa
8.5	5.4	7.5	2.5	Versicolor
6.5	6.0	7.5	1.3	Versicolor
6.5	5.0	4.3	4.3	Setosa
8.1	5.4	3.5	3.2	Setosa
9.6	7.3	4.9	2.9	Setosa
5.8	4.9	3.4	1.2	Setosa
8.8	3.5	7.5	4.4	Virginica
6.4	5.0	7.5	1.7	Virginica
5.6	7.0	5.1	3.8	Versicolor
8.1	4.5	7.4	4.8	Virginica
5.1	6.1	4.0	0.7	Setosa
9.8	6.0	3.2	4.2	Setosa
8.0	3.8	3.3	3.5	Versicolor
8.9	3.1	5.9	3.6	Virginica
10.5	7.0	5.7	2.5	Virginica
4.9	3.6	1.5	3.1	Setosa
7.6	5.7	2.9	2.7	Setosa
8.7	6.1	8.9	5.9	Versicolor
5.1	6.9	1.4	0.8	Setosa
10.6	3.0	7.1	5.9	Versicolor
8.3	4.3	7.6	2.4	Virginica
6.3	6.3	7.6	6.0	Virginica
8.0	6.0	9.3	5.7	Virginica
10.4	2.9	5.3	4.3	Versicolor
10.7	7.1	9.6	6.9	Virginica
9.0	3.8	1.3	1.3	Setosa
6.0	6.9	4.5	4.7	Setosa
8.1	6.5	6.4	6.6	Virginica
8.9	6.1	1.4	3.6	Setosa
8.9	7.9	3.0	3.9	Setosa
10.5	3.8	6.1	4.5	Versicolor
6.5	3.2	5.1	4.5	Virginica
10.4	5.2	10.2	5.3	Virginica
10.9	4.2	7.5	1.5	Versicolor
9.9	7.6	5.5	4.3	Virginica
4.9	3.9	4.3	1.5	Versicolor
9.8	6.9	8.1	6.9	Virginica
7.8	6.2	7.4	2.3	Virginica
9.7	5.3	4.6	3.3	Versicolor
10.3	6.9	6.6	1.8	Virginica
8.7	7.7	1.8	1.7	Setosa
7.9	7.5	5.3	0.7	Setosa
7.9	5.7	3.5	4.7	Setosa
10.7	3.3	10.2	4.5	Virginica
9.6	3.0	7.4	4.6	Versicolor
11.2	6.3	7.2	2.6	Virginica
7.4	7.2	6.8	3.3	Versicolor
6.5	6.7	6.0	1.5	Versicolor
9.1	3.5	6.9	5.4	Versicolor
7.1	6.9	6.7	1.4	Versicolor
7.7	8.1	2.0	4.1	Setosa
8.7	5.0	5.5	3.2	Versicolor
8.6	4.8	4.1	4.2	Setosa
8.8	6.1	5.6	1.2	Setosa
9.4	2.8	7.1	2.4	Virginica
11.7	6.8	9.7	4.7	Virginica
9.6	5.9	4.6	4.8	Versicolor
8.5	6.2	8.7	5.9	Versicolor
8.9	6.6	6.6	2.8	Virginica
8.5	3.0	10.0	6.3	Virginica
12.4	6.3	8.4	5.0	Virginica
7.9	3.2	7.8	4.3	Virginica
7.2	4.0	5.2	3.2	Versicolor
9.8	6.8	8.7	5.6	Versicolor
9.5	3.7	1.7	4.2	Setosa
9.3	6.7	7.9	6.8	Virginica
9.9	6.9	2.8	0.4	Setosa
7.7	2.8	5.5	5.3	Versicolor
7.3	5.7	4.1	2.5	Versicolor
8.2	4.0	2.0	3.7	Setosa
8.3	3.5	7.4	5.5	Versicolor
9.0	5.9	7.2	2.0	Versicolor
9.3	4.3	4.8	4.4	Versicolor
9.0	4.2	8.1	1.6	Versicolor
8.5	6.5	4.8	0.2	Setosa
7.2	6.5	8.8	2.8	Virginica
7.0	7.1	5.4	1.2	Versicolor
6.8	5.0	2.6	4.1	Setosa
7.4	5.6	9.4	4.5	Versicolor
8.0	6.8	3.4	4.7	Setosa
6.9	4.9	3.9	4.2	Setosa
11.3	4.4	7.3	3.8	Virginica
8.9	4.4	4.2	2.7	Setosa
