petal.length	petal.width	variety
4.7	2.1	Versicolor
3.5	3.7	Setosa
8.6	5.4	Virginica
3.3	4.0	Versicolor
6.4	3.8	Virginica
6.4	4.4	Setosa
7.2	2.3	Virginica
5.9	4.7	Setosa
4.5	1.8	Versicolor
1.8	4.2	Setosa
9.7	2.8	Virginica
9.8	6.3	Virginica
5.0	2.6	Versicolor
6.2	1.8	Setosa
8.8	3.9	Virginica
1.5	1.1	Setosa
4.5	4.3	Setosa
6.7	6.5	Virginica
4.5	3.7	Setosa
8.0	4.5	Versicolor
5.9	4.8	Virginica
2.5	2.1	Setosa
5.6	4.2	Setosa
4.1	4.2	Setosa
4.9	2.8	Setosa
6.0	3.0	Versicolor
3.9	3.7	Setosa
5.7	4.7	Setosa
5.5	4.5	Versicolor
6.9	3.6	Virginica
8.5	3.7	Versicolor
5.5	1.5	Versicolor
5.0	3.9	Virginica
3.9	1.2	Setosa
6.3	2.8	Versicolor
4.4	4.4	Versicolor
6.8	5.8	Virginica
4.0	3.7	Setosa
9.3	2.8	Virginica
4.4	4.2	Setosa
4.9	0.3	Setosa
9.8	5.3	Virginica
5.6	4.7	Virginica
3.7	4.5	Setosa
5.7	1.8	Versicolor
7.9	3.8	Virginica
11.2	2.0	Virginica
7.0	6.3	Virginica
4.9	2.6	Setosa
1.6	2.7	Setosa
8.3	6.2	Virginica
7.7	3.5	Virginica
7.4	4.5	Virginica
5.5	4.3	Versicolor
8.5	2.0	Versicolor
6.9	4.4	Versicolor
5.8	4.3	Versicolor
3.9	2.2	Setosa
8.0	4.6	Versicolor
5.2	0.2	Setosa
8.1	5.8	Virginica
8.0	3.2	Versicolor
8.1	6.3	Virginica
3.1	3.2	Setosa
10.1	3.0	Virginica
2.6	0.6	Setosa
5.7	2.1	Virginica
4.3	3.2	Setosa
5.4	0.7	Setosa
2.5	0.7	Setosa
4.8	1.3	Setosa
8.7	2.0	Versicolor
7.6	3.5	Virginica
9.1	3.3	Versicolor
4.9	3.1	Versicolor
6.6	5.9	Virginica
4.1	2.8	Versicolor
6.5	2.3	Versicolor
5.3	2.7	Setosa
4.0	4.2	Setosa
9.1	4.0	Virginica
5.6	4.4	Virginica
5.4	4.2	Setosa
5.5	2.0	Virginica
8.4	6.0	Versicolor
4.8	4.1	Versicolor
3.9	0.6	Setosa
4.9	3.7	Versicolor
5.7	3.4	Versicolor
7.1	4.3	Virginica
4.5	0.2	Setosa
6.7	2.7	Versicolor
8.5	5.3	Virginica
8.6	2.8	Versicolor
5.4	3.3	Setosa
3.1	4.2	Setosa
7.0	5.5	Versicolor
3.3	2.4	Setosa
8.2	5.9	Versicolor
4.0	0.2	Setosa
7.6	3.6	Virginica
6.9	5.2	Versicolor
8.9	3.8	Virginica
7.5	2.3	Versicolor
5.6	0.6	Setosa
