sepal.width	petal.length	petal.width	variety
7.5	8.4	4.4	Versicolor
4.3	7.6	4.5	Versicolor
4.2	9.5	2.8	Virginica
4.9	7.2	4.8	Versicolor
4.0	7.1	4.3	Virginica
5.8	5.6	6.6	Virginica
5.7	5.0	3.0	Virginica
5.7	3.8	4.2	Setosa
4.4	7.0	5.5	Versicolor
4.5	6.1	5.3	Versicolor
5.7	6.3	6.3	Virginica
5.9	4.3	5.3	Versicolor
5.8	8.1	4.4	Virginica
3.6	8.4	4.2	Versicolor
2.5	7.5	6.0	Virginica
6.7	4.5	1.4	Setosa
5.2	2.4	1.2	Setosa
3.2	9.6	2.4	Virginica
5.0	5.9	6.0	Versicolor
6.0	2.6	0.6	Setosa
3.5	4.6	1.6	Setosa
6.4	4.4	4.2	Setosa
7.3	9.6	4.4	Virginica
4.4	7.0	2.1	Versicolor
2.3	7.3	1.0	Versicolor
5.6	2.1	1.7	Setosa
6.8	7.0	1.3	Versicolor
4.3	9.4	4.5	Virginica
6.3	4.8	6.3	Virginica
4.7	8.1	2.1	Versicolor
6.0	9.8	2.8	Virginica
5.5	1.5	0.2	Setosa
2.3	7.4	3.8	Versicolor
8.2	5.0	4.2	Setosa
5.6	5.9	2.1	Virginica
7.8	2.1	1.2	Setosa
3.0	7.9	2.1	Virginica
7.3	8.6	3.8	Versicolor
5.0	5.5	1.3	Versicolor
3.9	1.9	0.7	Setosa
3.0	7.8	5.6	Virginica
5.4	5.0	4.7	Setosa
4.9	4.2	2.5	Versicolor
4.1	6.2	4.0	Versicolor
4.8	2.7	2.3	Setosa
7.1	2.5	2.6	Setosa
6.0	7.6	3.9	Versicolor
4.7	4.5	4.5	Versicolor
7.0	6.0	4.5	Versicolor
3.7	5.5	5.5	Versicolor
4.3	4.4	4.4	Setosa
4.7	6.8	3.4	Virginica
4.0	8.0	5.9	Virginica
6.7	3.3	1.7	Setosa
3.7	6.2	3.3	Versicolor
4.2	6.4	1.9	Versicolor
5.5	6.9	3.1	Versicolor
4.5	8.1	4.8	Virginica
3.8	1.5	0.8	Setosa
5.4	8.4	6.3	Virginica
4.4	2.6	1.7	Setosa
7.1	9.6	4.8	Virginica
6.6	5.0	4.2	Setosa
3.7	8.0	3.5	Versicolor
5.9	5.6	1.8	Versicolor
8.0	1.7	2.2	Setosa
5.0	3.5	5.6	Versicolor
3.5	7.5	1.7	Versicolor
6.2	2.1	4.7	Setosa
6.3	6.0	2.8	Versicolor
3.8	4.2	4.0	Setosa
3.9	8.1	6.3	Virginica
6.5	5.9	0.7	Setosa
7.8	8.7	2.6	Virginica
4.2	8.6	3.9	Virginica
5.2	9.4	1.8	Virginica
2.0	5.5	1.0	Versicolor
4.5	5.9	4.7	Setosa
6.9	4.5	4.7	Setosa
5.8	10.2	2.5	Virginica
3.5	7.7	5.0	Versicolor
3.4	5.3	1.6	Versicolor
8.0	2.8	1.8	Setosa
4.2	4.7	2.2	Setosa
5.0	2.8	1.7	Setosa
5.9	5.6	2.4	Virginica
6.8	6.6	2.5	Virginica
3.8	8.7	5.2	Versicolor
7.4	1.4	1.7	Setosa
4.6	5.5	5.5	Versicolor
2.5	5.5	1.7	Virginica
5.1	1.9	4.7	Setosa
6.2	2.9	2.7	Setosa
3.2	6.1	3.5	Versicolor
5.5	5.0	3.5	Versicolor
3.0	9.3	5.3	Virginica
3.1	8.4	4.3	Virginica
7.9	2.4	2.3	Setosa
4.1	5.5	3.8	Virginica
3.6	3.4	1.6	Setosa
7.9	4.8	2.4	Setosa
4.0	3.9	1.8	Setosa
4.4	4.8	5.5	Versicolor
7.8	6.5	5.0	Virginica
4.9	2.6	3.9	Setosa
