sepal.length	sepal.width	variety
7.3	5.7	Virginica
10.0	4.9	Versicolor
8.6	5.3	Setosa
8.9	4.7	Virginica
8.6	7.4	Versicolor
7.9	7.6	Virginica
8.7	2.7	Versicolor
8.4	7.2	Virginica
5.9	6.2	Versicolor
10.6	5.5	Virginica
9.6	2.9	Versicolor
7.5	3.9	Versicolor
5.3	4.5	Setosa
6.5	2.8	Versicolor
5.4	7.9	Setosa
8.9	3.0	Virginica
4.9	7.4	Setosa
6.7	5.0	Virginica
10.4	3.0	Versicolor
8.2	5.1	Setosa
8.5	4.7	Versicolor
8.1	4.5	Versicolor
8.1	5.1	Virginica
8.5	5.0	Setosa
6.9	4.4	Setosa
7.5	3.5	Setosa
4.8	6.9	Setosa
8.5	3.6	Versicolor
5.4	3.5	Versicolor
8.9	4.0	Virginica
5.1	7.2	Setosa
6.8	4.0	Setosa
7.6	3.4	Versicolor
6.6	7.6	Setosa
8.9	5.9	Setosa
8.6	3.0	Virginica
7.6	4.3	Versicolor
9.2	3.8	Virginica
10.8	4.7	Virginica
10.5	4.0	Virginica
6.3	4.3	Virginica
10.8	5.5	Virginica
8.1	5.0	Virginica
10.2	6.5	Virginica
10.6	7.5	Versicolor
11.2	7.8	Virginica
8.0	3.0	Versicolor
6.6	6.5	Versicolor
8.5	3.7	Virginica
7.7	6.5	Virginica
10.3	5.9	Virginica
9.2	7.0	Virginica
9.7	2.9	Versicolor
6.4	3.6	Setosa
9.4	5.7	Versicolor
8.0	4.8	Versicolor
9.2	3.9	Virginica
10.7	3.0	Versicolor
9.0	3.5	Virginica
6.4	2.9	Versicolor
10.3	2.8	Virginica
10.4	5.7	Virginica
6.4	5.9	Setosa
9.4	4.8	Virginica
6.8	3.8	Versicolor
7.5	3.5	Virginica
9.2	6.8	Setosa
6.4	5.6	Setosa
9.2	4.8	Virginica
8.0	4.7	Setosa
10.8	3.0	Virginica
7.5	8.2	Setosa
10.1	6.8	Versicolor
8.2	7.1	Virginica
7.0	3.2	Versicolor
5.8	3.1	Versicolor
6.1	5.0	Versicolor
11.2	6.6	Virginica
8.5	7.2	Versicolor
8.4	4.5	Setosa
5.6	5.7	Setosa
9.7	3.3	Versicolor
5.6	6.8	Setosa
6.1	6.9	Setosa
6.6	6.5	Versicolor
9.6	4.8	Setosa
6.7	5.4	Setosa
9.5	7.0	Setosa
8.8	4.9	Virginica
10.2	5.0	Versicolor
8.3	4.8	Versicolor
9.0	6.3	Versicolor
9.6	8.3	Setosa
5.8	7.6	Setosa
7.8	3.7	Versicolor
8.3	3.3	Versicolor
8.7	3.7	Versicolor
6.1	3.5	Setosa
7.5	7.0	Setosa
6.6	2.8	Virginica
10.2	5.3	Virginica
9.4	4.8	Virginica
6.5	4.5	Virginica
10.2	4.6	Versicolor
7.4	4.3	Virginica
