sepal.width	petal.length	petal.width	variety
5.8	4.7	3.0	Setosa
2.9	8.5	1.5	Versicolor
7.2	7.3	3.3	Virginica
5.7	6.1	4.9	Virginica
3.5	7.0	5.3	Virginica
2.7	5.0	2.5	Virginica
5.0	5.4	3.2	Setosa
4.5	7.1	2.8	Versicolor
3.5	3.6	0.6	Setosa
3.9	2.1	0.2	Setosa
5.5	7.5	2.0	Virginica
4.1	5.0	3.1	Setosa
3.0	8.5	4.7	Virginica
4.5	6.9	3.1	Virginica
7.1	7.9	5.1	Virginica
7.5	9.6	6.3	Virginica
3.9	3.8	2.4	Setosa
5.0	6.0	1.2	Setosa
8.3	5.1	1.7	Setosa
4.4	1.7	2.9	Setosa
5.9	8.7	2.8	Versicolor
5.7	6.0	4.2	Setosa
7.9	2.0	4.9	Setosa
8.1	2.0	2.2	Setosa
7.4	8.9	3.8	Virginica
2.8	6.5	3.8	Versicolor
5.0	1.8	4.2	Setosa
4.7	7.5	2.5	Versicolor
4.7	5.3	0.2	Setosa
7.1	5.5	2.0	Versicolor
5.5	6.3	2.8	Virginica
4.1	4.1	0.7	Setosa
4.8	7.8	4.5	Versicolor
4.8	4.8	1.4	Versicolor
5.3	6.7	2.5	Virginica
5.8	5.1	2.0	Virginica
6.4	5.4	2.7	Setosa
4.5	3.2	0.2	Setosa
6.7	9.2	5.3	Virginica
7.0	4.9	3.5	Versicolor
3.7	10.5	5.3	Virginica
4.8	7.2	3.7	Virginica
7.8	4.7	3.3	Setosa
4.6	7.0	3.7	Versicolor
4.0	1.4	4.8	Setosa
3.2	6.1	3.9	Virginica
7.2	7.7	4.9	Versicolor
5.1	8.1	5.9	Virginica
5.7	6.4	5.3	Virginica
8.2	3.4	1.2	Setosa
5.6	2.9	0.7	Setosa
5.2	7.4	6.3	Virginica
4.0	9.8	5.8	Virginica
5.1	8.2	3.0	Versicolor
4.1	7.5	5.8	Virginica
5.7	9.3	3.3	Versicolor
7.5	6.0	4.0	Versicolor
4.7	3.1	0.7	Setosa
3.7	4.0	3.9	Setosa
4.7	5.6	2.0	Virginica
5.9	2.4	4.7	Setosa
7.2	2.4	3.2	Setosa
5.9	6.8	3.8	Versicolor
6.8	7.9	4.0	Virginica
4.9	7.1	4.8	Versicolor
6.5	4.4	3.7	Setosa
5.5	8.6	2.9	Versicolor
6.9	5.0	4.9	Setosa
4.3	6.1	2.4	Virginica
5.5	3.0	3.6	Versicolor
4.4	6.1	2.9	Virginica
4.6	7.1	5.9	Virginica
4.0	4.9	2.3	Setosa
3.4	7.2	2.5	Versicolor
3.6	6.4	5.5	Versicolor
6.6	5.5	4.2	Setosa
4.8	8.1	1.9	Virginica
6.9	5.0	2.2	Setosa
6.0	5.1	2.8	Virginica
7.0	5.9	4.1	Setosa
6.8	3.4	4.2	Setosa
5.3	8.2	2.1	Virginica
6.6	5.9	3.4	Versicolor
7.1	9.4	4.3	Virginica
6.8	6.9	6.0	Virginica
4.3	4.4	1.3	Versicolor
4.7	5.1	2.0	Versicolor
4.8	6.0	5.0	Virginica
4.2	5.7	0.7	Setosa
4.9	8.8	4.3	Virginica
2.8	7.0	3.8	Versicolor
4.8	2.4	3.4	Setosa
2.8	8.8	1.8	Virginica
4.3	8.6	6.6	Virginica
6.6	6.9	3.2	Versicolor
6.1	5.0	4.7	Setosa
5.9	3.8	4.5	Versicolor
7.5	5.5	4.7	Versicolor
7.3	7.2	4.2	Versicolor
3.5	5.0	1.5	Versicolor
6.5	3.6	2.7	Setosa
6.5	5.8	4.1	Virginica
5.0	6.9	5.6	Versicolor
3.7	7.7	3.8	Versicolor
5.9	1.6	0.9	Setosa
