sepal.width	petal.length	variety
6.0	10.6	Virginica
3.7	7.7	Versicolor
7.5	1.4	Setosa
4.4	4.3	Versicolor
6.6	1.5	Setosa
6.7	6.9	Versicolor
4.5	6.9	Versicolor
8.3	4.7	Setosa
4.0	8.6	Versicolor
6.4	2.0	Setosa
6.7	5.6	Virginica
4.6	4.4	Versicolor
7.8	8.2	Virginica
3.6	6.9	Virginica
4.4	3.5	Setosa
4.4	6.2	Versicolor
5.6	4.6	Setosa
2.5	9.3	Virginica
3.7	8.5	Versicolor
5.0	9.4	Virginica
5.0	7.5	Versicolor
6.6	8.6	Virginica
7.9	2.1	Setosa
7.3	5.9	Setosa
4.9	5.9	Setosa
4.4	1.5	Setosa
8.0	2.4	Setosa
5.6	6.5	Virginica
6.8	8.6	Versicolor
3.7	3.9	Versicolor
7.0	8.4	Versicolor
5.1	8.0	Versicolor
7.0	9.3	Virginica
6.4	6.7	Versicolor
3.2	4.1	Versicolor
7.5	2.6	Setosa
5.7	7.6	Versicolor
6.8	8.2	Virginica
4.2	3.6	Setosa
6.4	5.7	Versicolor
7.0	9.5	Virginica
6.7	3.0	Setosa
7.6	8.9	Versicolor
5.8	6.3	Versicolor
8.0	5.6	Setosa
5.7	5.8	Virginica
4.4	7.3	Versicolor
2.8	6.2	Versicolor
7.4	2.4	Setosa
5.0	5.9	Setosa
6.2	5.8	Setosa
5.3	4.3	Versicolor
7.1	9.4	Virginica
2.3	1.8	Setosa
7.0	1.8	Setosa
7.1	5.4	Setosa
4.8	5.0	Versicolor
5.4	5.9	Setosa
7.0	4.4	Setosa
4.4	5.9	Virginica
4.8	7.4	Virginica
7.0	7.9	Virginica
5.9	4.1	Versicolor
6.9	6.8	Versicolor
7.3	4.9	Virginica
3.2	9.3	Versicolor
5.5	1.8	Setosa
3.0	8.0	Versicolor
7.0	6.0	Versicolor
5.8	8.2	Versicolor
5.0	5.5	Setosa
4.0	2.8	Setosa
4.2	6.6	Virginica
7.6	5.7	Versicolor
7.4	7.1	Virginica
5.5	6.8	Virginica
3.3	7.6	Virginica
5.5	9.0	Virginica
3.7	3.8	Setosa
6.1	5.6	Virginica
4.8	7.2	Virginica
6.2	7.5	Virginica
6.7	4.5	Versicolor
4.3	4.0	Setosa
4.7	2.5	Setosa
3.8	5.1	Virginica
6.8	8.6	Virginica
4.0	7.3	Virginica
5.0	7.0	Virginica
4.3	9.5	Virginica
6.7	3.5	Setosa
6.5	5.5	Virginica
7.3	5.1	Setosa
3.9	8.6	Versicolor
3.0	7.2	Versicolor
6.5	7.7	Virginica
7.2	6.7	Versicolor
7.5	5.9	Setosa
7.4	4.8	Versicolor
3.3	2.9	Setosa
7.3	9.2	Virginica
3.3	7.6	Virginica
5.2	9.7	Virginica
6.9	8.8	Virginica
5.5	8.2	Virginica
