sepal.length	sepal.width	variety
8.7	5.5	Virginica
7.3	6.5	Versicolor
6.2	5.5	Versicolor
7.4	4.1	Virginica
5.5	7.0	Setosa
9.9	4.4	Setosa
8.4	3.7	Virginica
6.8	6.3	Versicolor
9.2	4.9	Versicolor
7.9	3.2	Versicolor
7.2	3.6	Virginica
8.0	3.8	Setosa
6.1	7.9	Setosa
8.0	5.7	Versicolor
7.0	5.8	Versicolor
8.5	3.3	Versicolor
7.0	7.0	Virginica
10.2	7.6	Virginica
10.2	5.7	Versicolor
8.9	6.8	Virginica
9.9	3.5	Virginica
9.5	6.7	Setosa
10.4	6.7	Virginica
9.5	5.5	Setosa
8.3	2.9	Virginica
10.4	4.3	Virginica
6.6	2.9	Versicolor
7.3	3.0	Setosa
5.9	5.9	Setosa
8.0	3.3	Versicolor
5.8	6.0	Setosa
7.3	4.5	Setosa
9.6	7.8	Setosa
5.0	3.9	Setosa
8.3	8.0	Setosa
10.8	5.9	Virginica
11.4	6.6	Versicolor
8.3	3.6	Setosa
8.3	3.9	Virginica
8.7	5.8	Versicolor
6.4	3.4	Setosa
11.4	3.7	Virginica
8.0	4.2	Virginica
9.9	7.0	Versicolor
7.4	5.3	Virginica
10.0	4.7	Virginica
9.1	6.3	Setosa
7.4	3.2	Versicolor
8.5	6.5	Versicolor
7.8	3.3	Versicolor
10.7	4.0	Virginica
11.7	6.5	Virginica
7.1	7.3	Versicolor
9.5	5.6	Setosa
6.1	5.5	Versicolor
5.2	4.9	Setosa
8.3	5.2	Virginica
10.6	4.5	Virginica
9.7	7.6	Versicolor
10.8	7.3	Virginica
11.0	4.5	Virginica
8.2	7.2	Versicolor
7.3	6.7	Virginica
6.8	5.7	Versicolor
6.7	6.7	Setosa
4.8	6.9	Setosa
5.5	4.9	Setosa
9.2	6.3	Virginica
7.2	6.0	Setosa
8.0	6.4	Versicolor
8.4	7.0	Versicolor
7.0	3.7	Versicolor
6.6	4.2	Setosa
8.2	5.2	Setosa
8.7	3.9	Versicolor
11.2	5.0	Virginica
5.4	4.0	Virginica
6.6	7.5	Setosa
4.9	4.2	Setosa
6.1	4.5	Setosa
9.3	7.8	Virginica
4.6	4.7	Setosa
7.6	4.6	Virginica
7.0	3.9	Versicolor
9.4	6.9	Setosa
4.6	6.6	Setosa
10.1	6.3	Virginica
7.1	3.5	Versicolor
5.9	4.0	Setosa
6.4	4.9	Versicolor
10.5	6.0	Virginica
9.8	3.7	Versicolor
10.9	4.8	Virginica
7.9	4.1	Virginica
9.2	6.3	Virginica
8.6	5.4	Setosa
9.0	6.0	Virginica
7.4	5.6	Virginica
8.1	6.5	Virginica
9.7	5.1	Setosa
10.5	4.2	Versicolor
9.7	7.8	Virginica
7.8	5.1	Versicolor
9.8	6.0	Virginica
11.3	4.0	Virginica
