petal.length	variety
2.5	Setosa
4.6	Versicolor
5.6	Virginica
8.7	Virginica
5.7	Versicolor
7.1	Virginica
3.9	Versicolor
7.4	Versicolor
5.5	Virginica
8.2	Versicolor
3.9	Versicolor
4.0	Versicolor
5.2	Setosa
3.2	Setosa
6.6	Virginica
4.2	Setosa
7.3	Versicolor
4.8	Versicolor
10.1	Virginica
8.4	Virginica
4.8	Versicolor
7.1	Versicolor
9.5	Virginica
7.5	Versicolor
1.6	Setosa
8.5	Versicolor
9.0	Virginica
4.9	Setosa
5.8	Virginica
6.7	Versicolor
6.0	Virginica
2.3	Setosa
8.1	Virginica
2.0	Setosa
2.0	Setosa
1.9	Setosa
3.5	Setosa
4.5	Versicolor
10.8	Virginica
7.6	Versicolor
4.5	Setosa
7.8	Versicolor
5.5	Versicolor
6.2	Versicolor
7.8	Virginica
6.0	Setosa
3.9	Setosa
4.9	Setosa
8.6	Virginica
7.0	Virginica
2.3	Setosa
5.7	Virginica
3.4	Setosa
4.0	Setosa
4.2	Setosa
4.9	Setosa
6.4	Versicolor
4.5	Versicolor
6.7	Versicolor
5.6	Setosa
7.9	Versicolor
5.6	Setosa
6.9	Virginica
7.7	Versicolor
8.1	Virginica
8.4	Versicolor
7.6	Virginica
8.3	Virginica
6.0	Setosa
7.9	Virginica
6.1	Versicolor
5.2	Setosa
5.5	Versicolor
7.6	Versicolor
6.6	Virginica
8.3	Virginica
9.0	Virginica
5.2	Versicolor
7.1	Virginica
6.0	Virginica
3.9	Versicolor
8.7	Virginica
9.5	Versicolor
5.2	Versicolor
7.4	Virginica
8.5	Versicolor
9.9	Virginica
2.5	Setosa
9.1	Virginica
7.7	Virginica
4.1	Versicolor
3.6	Setosa
2.6	Setosa
6.0	Setosa
3.2	Setosa
3.8	Setosa
6.0	Versicolor
8.0	Versicolor
3.5	Setosa
4.3	Setosa
8.1	Virginica
5.5	Virginica
7.0	Versicolor
8.1	Virginica
7.6	Virginica
