petal.length	petal.width	variety
4.0	1.3	Setosa
4.8	4.8	Setosa
7.5	2.0	Versicolor
7.9	1.4	Versicolor
8.2	4.8	Virginica
5.6	3.8	Virginica
8.1	1.6	Versicolor
10.3	3.3	Virginica
8.6	2.1	Virginica
4.3	5.0	Versicolor
6.4	6.5	Virginica
6.2	2.0	Virginica
1.5	4.2	Setosa
10.7	6.5	Virginica
2.9	4.8	Setosa
3.0	4.7	Setosa
3.5	2.4	Setosa
5.4	2.3	Virginica
1.4	4.2	Setosa
9.9	4.8	Virginica
9.3	3.6	Virginica
5.5	4.6	Virginica
8.7	4.0	Versicolor
2.2	2.8	Setosa
7.0	5.0	Versicolor
8.0	3.0	Virginica
5.8	5.6	Versicolor
6.1	4.3	Versicolor
4.4	1.2	Versicolor
5.7	4.2	Versicolor
6.8	2.8	Versicolor
7.1	2.4	Virginica
5.5	4.0	Versicolor
8.6	2.1	Virginica
9.1	6.8	Virginica
4.0	2.2	Setosa
4.9	3.7	Setosa
6.2	4.4	Versicolor
7.4	3.4	Versicolor
3.5	2.4	Setosa
8.2	3.8	Versicolor
5.4	5.0	Versicolor
7.6	5.3	Virginica
6.1	3.2	Setosa
4.3	1.7	Setosa
7.8	2.2	Virginica
6.2	2.2	Setosa
10.4	4.1	Virginica
7.2	1.5	Versicolor
4.9	4.6	Versicolor
1.5	0.1	Setosa
7.6	2.7	Virginica
4.7	4.3	Versicolor
2.1	1.2	Setosa
5.6	2.9	Virginica
2.2	3.2	Setosa
1.8	1.7	Setosa
6.9	2.1	Virginica
6.9	4.8	Virginica
4.4	4.2	Setosa
9.3	3.8	Virginica
8.8	5.3	Versicolor
8.1	4.4	Virginica
5.6	2.8	Versicolor
5.6	1.5	Virginica
5.4	0.4	Setosa
7.1	4.5	Virginica
7.9	2.8	Virginica
2.4	2.2	Setosa
7.4	3.4	Versicolor
7.4	4.2	Versicolor
5.5	2.6	Versicolor
9.0	2.0	Virginica
5.5	3.7	Setosa
5.4	2.7	Setosa
4.4	3.8	Setosa
8.6	2.4	Versicolor
6.4	3.5	Virginica
6.3	5.9	Virginica
8.1	2.0	Versicolor
5.6	0.7	Setosa
9.0	5.5	Versicolor
5.6	1.6	Setosa
4.9	1.7	Setosa
5.8	0.7	Setosa
9.2	5.6	Versicolor
7.5	1.8	Virginica
8.6	2.4	Virginica
7.9	3.5	Versicolor
5.5	5.9	Virginica
6.3	2.3	Virginica
4.5	2.0	Versicolor
6.8	5.3	Virginica
6.2	3.4	Setosa
7.2	2.9	Versicolor
6.1	5.4	Virginica
5.6	2.4	Virginica
4.1	1.7	Setosa
7.5	4.3	Virginica
4.2	4.0	Setosa
7.5	4.3	Versicolor
5.0	1.7	Setosa
8.3	3.3	Virginica
6.1	3.5	Versicolor
7.7	4.3	Virginica
