sepal.length	sepal.width	petal.length	petal.width	variety
8.6	6.7	6.2	1.8	Versicolor
8.8	4.4	2.4	4.2	Setosa
9.2	5.3	7.5	4.3	Versicolor
6.0	6.4	8.0	3.6	Versicolor
9.7	4.9	6.0	0.4	Setosa
5.5	7.0	1.8	4.8	Setosa
4.8	4.9	6.1	0.7	Setosa
7.4	6.2	5.0	5.0	Versicolor
6.6	3.7	4.4	4.2	Setosa
8.8	4.7	9.6	3.9	Virginica
8.2	5.4	2.9	4.2	Setosa
8.2	4.3	7.7	2.1	Virginica
7.7	7.1	4.9	5.9	Versicolor
9.5	3.4	7.3	3.1	Versicolor
9.7	3.7	8.5	2.0	Versicolor
8.1	6.9	5.0	0.7	Setosa
6.6	6.5	5.9	2.8	Setosa
8.2	6.7	9.0	1.8	Virginica
10.2	6.0	9.7	4.3	Virginica
7.5	5.3	8.5	3.3	Versicolor
7.6	3.6	3.0	3.2	Setosa
6.8	5.0	6.5	3.4	Virginica
8.2	3.1	7.1	4.4	Virginica
10.5	6.5	8.0	3.3	Virginica
7.2	6.6	10.6	3.0	Virginica
6.2	4.8	8.3	2.8	Virginica
8.3	2.8	8.3	1.9	Versicolor
9.5	4.2	6.2	3.4	Versicolor
9.8	5.3	4.9	4.8	Versicolor
5.5	3.2	2.7	3.7	Setosa
7.4	3.8	6.1	5.7	Virginica
10.2	4.0	9.0	4.5	Virginica
10.6	2.9	4.7	5.4	Versicolor
6.4	7.2	8.8	4.4	Virginica
10.8	2.9	8.8	2.8	Virginica
9.5	6.7	5.1	3.1	Versicolor
5.0	3.8	2.4	0.7	Setosa
6.8	6.4	7.6	5.3	Virginica
7.6	4.0	5.1	1.3	Versicolor
9.9	7.4	1.7	0.9	Setosa
9.5	3.4	1.6	1.4	Setosa
10.5	4.7	9.1	6.5	Virginica
5.2	5.2	7.9	3.4	Versicolor
4.5	6.8	3.8	4.3	Setosa
5.4	3.7	5.8	0.2	Setosa
9.3	6.2	6.6	2.4	Virginica
8.8	7.0	7.5	3.6	Virginica
7.8	5.3	9.1	4.9	Virginica
9.7	7.8	6.2	4.0	Virginica
10.2	3.0	7.3	5.1	Virginica
11.2	4.0	6.0	6.2	Versicolor
7.6	5.8	6.1	0.7	Setosa
7.9	5.9	2.2	3.2	Setosa
8.0	4.3	3.3	2.0	Versicolor
9.9	5.9	8.3	4.8	Versicolor
5.4	6.4	1.5	4.4	Setosa
8.6	7.3	4.0	4.8	Setosa
8.5	4.5	5.6	2.2	Setosa
8.3	2.8	8.1	3.0	Virginica
10.8	7.3	5.2	2.1	Versicolor
10.9	3.3	7.1	6.1	Virginica
8.4	6.3	9.6	1.9	Virginica
5.6	7.3	6.4	0.4	Setosa
5.8	7.5	4.7	1.2	Setosa
9.4	4.0	1.9	1.7	Setosa
5.0	6.9	4.0	4.2	Setosa
6.9	6.2	6.2	4.8	Virginica
5.3	4.0	2.4	4.3	Setosa
8.5	4.0	2.1	2.6	Setosa
6.6	5.6	5.0	2.2	Setosa
6.4	3.6	3.0	0.1	Setosa
5.8	3.7	3.9	1.7	Versicolor
7.2	6.1	7.0	4.5	Versicolor
9.9	7.2	6.3	3.3	Virginica
9.4	5.0	6.1	1.8	Virginica
8.1	3.8	4.5	3.3	Versicolor
9.6	6.0	2.9	2.7	Setosa
9.1	8.2	5.0	2.9	Setosa
7.8	4.8	8.0	2.5	Virginica
9.3	5.2	5.4	3.8	Virginica
9.4	4.4	4.8	2.0	Versicolor
4.6	6.4	3.9	4.8	Setosa
10.2	3.8	5.6	4.3	Versicolor
8.7	5.4	7.3	4.3	Versicolor
7.7	3.0	10.1	5.8	Virginica
11.6	7.5	8.6	4.1	Virginica
9.1	4.0	4.5	4.0	Versicolor
9.0	4.4	4.7	1.5	Versicolor
7.5	4.9	4.5	5.5	Versicolor
5.5	3.5	4.5	2.0	Versicolor
9.2	5.8	8.7	5.7	Virginica
7.1	7.0	4.9	5.4	Versicolor
8.6	6.5	9.9	3.1	Virginica
8.5	3.6	2.9	4.7	Setosa
8.5	3.5	5.8	3.2	Virginica
9.2	4.8	4.2	1.8	Setosa
8.2	7.1	5.5	0.1	Setosa
6.3	6.2	5.0	4.2	Setosa
10.3	2.6	6.0	1.2	Versicolor
9.4	4.2	4.5	3.7	Setosa
7.7	3.1	7.2	6.0	Versicolor
8.2	6.7	2.6	0.7	Setosa
10.0	6.2	6.5	4.5	Versicolor
8.2	3.3	7.7	2.5	Virginica
10.3	4.2	6.6	4.0	Versicolor
