petal.length	variety
6.0	Setosa
5.6	Virginica
8.0	Virginica
9.9	Virginica
4.8	Virginica
9.1	Virginica
4.5	Versicolor
4.5	Setosa
8.6	Virginica
5.8	Virginica
4.9	Setosa
7.6	Versicolor
4.0	Setosa
9.1	Virginica
3.0	Setosa
5.9	Virginica
3.7	Setosa
8.1	Virginica
8.4	Versicolor
2.6	Setosa
6.5	Virginica
8.0	Versicolor
7.2	Versicolor
5.4	Versicolor
7.5	Versicolor
5.5	Setosa
6.9	Versicolor
6.0	Setosa
9.4	Virginica
2.9	Setosa
5.4	Setosa
6.2	Setosa
2.7	Setosa
6.0	Versicolor
4.5	Setosa
6.6	Virginica
5.9	Versicolor
9.1	Virginica
9.7	Virginica
4.3	Versicolor
4.5	Versicolor
6.7	Versicolor
7.8	Virginica
7.3	Versicolor
5.5	Versicolor
3.9	Setosa
8.2	Versicolor
4.9	Setosa
8.0	Virginica
5.9	Setosa
5.8	Setosa
7.9	Versicolor
9.2	Versicolor
8.7	Versicolor
2.9	Setosa
9.9	Virginica
9.5	Virginica
8.0	Versicolor
9.3	Virginica
5.3	Setosa
8.2	Versicolor
3.9	Setosa
5.4	Setosa
7.0	Versicolor
3.3	Setosa
8.4	Virginica
9.3	Virginica
6.4	Virginica
7.7	Virginica
1.9	Setosa
6.6	Versicolor
8.0	Virginica
5.4	Setosa
6.6	Virginica
8.1	Virginica
9.8	Virginica
4.1	Setosa
6.1	Virginica
5.0	Setosa
7.8	Versicolor
8.1	Virginica
5.3	Versicolor
6.1	Versicolor
5.7	Versicolor
8.6	Virginica
1.8	Setosa
5.5	Setosa
3.1	Setosa
4.4	Versicolor
8.0	Virginica
1.8	Setosa
7.0	Versicolor
5.6	Versicolor
3.1	Setosa
8.4	Versicolor
5.5	Versicolor
3.1	Setosa
3.8	Setosa
3.4	Setosa
1.5	Setosa
4.1	Versicolor
4.4	Versicolor
6.3	Versicolor
9.2	Virginica
8.2	Virginica
