sepal.length	variety
7.3	Setosa
8.0	Versicolor
8.9	Versicolor
5.5	Setosa
6.0	Versicolor
11.2	Virginica
8.7	Virginica
5.0	Setosa
6.3	Versicolor
8.8	Setosa
8.0	Setosa
5.0	Setosa
10.3	Versicolor
9.2	Versicolor
9.5	Virginica
11.4	Virginica
7.2	Setosa
8.5	Versicolor
10.3	Versicolor
8.4	Setosa
9.8	Virginica
7.5	Versicolor
10.9	Virginica
7.5	Setosa
8.7	Virginica
9.6	Virginica
5.7	Versicolor
9.1	Setosa
9.2	Setosa
7.5	Versicolor
6.4	Setosa
9.0	Setosa
8.6	Setosa
11.2	Virginica
7.3	Setosa
5.1	Setosa
10.8	Virginica
8.3	Virginica
9.6	Virginica
10.5	Versicolor
6.5	Versicolor
8.7	Versicolor
6.0	Versicolor
6.1	Setosa
9.2	Virginica
7.9	Setosa
5.1	Setosa
9.2	Virginica
9.4	Versicolor
8.6	Virginica
5.8	Setosa
8.2	Setosa
7.4	Virginica
5.1	Versicolor
4.4	Setosa
6.1	Versicolor
6.7	Versicolor
7.3	Setosa
6.6	Versicolor
10.9	Virginica
10.1	Versicolor
9.1	Setosa
8.9	Virginica
6.6	Versicolor
7.8	Virginica
10.4	Virginica
8.7	Versicolor
9.6	Setosa
10.3	Versicolor
10.2	Versicolor
9.5	Versicolor
7.7	Virginica
9.6	Virginica
7.1	Virginica
7.6	Versicolor
8.3	Versicolor
11.2	Virginica
9.2	Versicolor
8.7	Versicolor
10.2	Virginica
6.1	Setosa
9.8	Virginica
6.5	Virginica
9.4	Virginica
12.2	Virginica
5.8	Virginica
9.5	Virginica
10.3	Virginica
6.9	Versicolor
10.9	Versicolor
5.1	Setosa
6.8	Virginica
6.7	Virginica
7.1	Versicolor
7.9	Setosa
10.5	Versicolor
10.9	Virginica
5.9	Setosa
9.7	Versicolor
8.9	Versicolor
6.6	Versicolor
8.4	Versicolor
9.1	Versicolor
5.7	Versicolor
6.4	Setosa
