petal.width	variety
0.5	Setosa
2.0	Virginica
3.5	Versicolor
5.3	Virginica
3.8	Virginica
2.1	Setosa
3.0	Virginica
3.1	Versicolor
3.4	Versicolor
5.3	Virginica
1.2	Versicolor
4.2	Virginica
1.7	Setosa
1.3	Versicolor
3.8	Virginica
2.3	Versicolor
2.6	Setosa
2.0	Versicolor
0.2	Setosa
2.8	Versicolor
4.0	Virginica
4.3	Virginica
4.6	Setosa
4.8	Virginica
2.9	Virginica
6.3	Virginica
4.1	Versicolor
2.2	Setosa
4.7	Virginica
5.8	Versicolor
4.1	Setosa
3.9	Versicolor
2.2	Setosa
4.2	Setosa
1.6	Versicolor
3.9	Virginica
6.1	Virginica
3.2	Versicolor
2.9	Setosa
2.8	Setosa
4.2	Versicolor
5.3	Virginica
1.5	Versicolor
2.2	Setosa
1.4	Setosa
4.7	Setosa
2.5	Virginica
2.1	Setosa
2.0	Virginica
4.8	Versicolor
1.5	Versicolor
2.7	Setosa
4.5	Versicolor
1.2	Setosa
3.0	Versicolor
4.0	Virginica
4.2	Setosa
6.3	Virginica
2.1	Virginica
1.2	Versicolor
5.3	Versicolor
2.2	Setosa
1.7	Versicolor
1.5	Versicolor
4.8	Setosa
5.0	Virginica
1.5	Versicolor
0.7	Setosa
5.6	Virginica
3.4	Setosa
2.3	Setosa
4.9	Versicolor
1.9	Virginica
3.8	Setosa
1.7	Setosa
4.7	Setosa
3.0	Virginica
1.9	Virginica
5.5	Versicolor
0.7	Setosa
6.4	Virginica
3.2	Setosa
6.7	Virginica
4.4	Virginica
4.3	Virginica
1.1	Versicolor
2.2	Setosa
5.8	Virginica
1.3	Versicolor
1.7	Setosa
5.0	Versicolor
1.8	Virginica
4.5	Versicolor
5.2	Versicolor
1.8	Virginica
3.4	Versicolor
0.2	Setosa
5.3	Versicolor
0.2	Setosa
0.7	Setosa
5.8	Versicolor
2.6	Setosa
6.3	Virginica
1.3	Setosa
4.0	Virginica
