sepal.width	petal.length	variety
6.0	11.1	Virginica
5.9	1.7	Setosa
5.0	5.7	Virginica
4.7	7.9	Virginica
5.5	3.3	Setosa
6.5	6.5	Versicolor
6.0	5.8	Setosa
3.0	9.3	Virginica
7.1	4.5	Setosa
2.9	8.6	Virginica
7.2	2.9	Setosa
4.2	7.5	Versicolor
7.0	5.5	Virginica
3.5	9.6	Virginica
5.9	6.1	Versicolor
7.3	5.2	Versicolor
6.1	9.4	Virginica
4.5	8.6	Versicolor
4.5	5.4	Setosa
7.5	2.7	Setosa
4.5	1.4	Setosa
3.8	3.4	Setosa
4.7	3.3	Setosa
3.8	7.5	Versicolor
5.5	5.6	Setosa
3.7	6.7	Virginica
5.3	11.2	Virginica
4.3	9.0	Virginica
4.3	10.1	Virginica
4.5	6.0	Versicolor
5.4	2.9	Setosa
5.1	7.6	Virginica
7.2	7.9	Virginica
7.8	8.7	Virginica
5.5	4.9	Versicolor
4.6	6.6	Virginica
6.3	9.1	Virginica
3.4	7.1	Virginica
2.8	4.3	Setosa
4.3	3.1	Setosa
6.0	3.0	Versicolor
3.3	2.9	Setosa
7.5	5.9	Setosa
5.5	9.4	Virginica
6.6	4.0	Versicolor
6.9	1.7	Setosa
3.9	2.3	Setosa
5.6	8.9	Versicolor
4.3	2.2	Setosa
4.4	5.3	Versicolor
6.6	1.4	Setosa
6.7	7.1	Virginica
4.4	3.3	Versicolor
3.0	7.0	Versicolor
5.2	8.6	Versicolor
3.4	4.4	Setosa
3.0	4.6	Setosa
2.7	7.6	Virginica
6.3	6.4	Versicolor
6.7	2.5	Setosa
5.6	4.4	Versicolor
3.3	5.1	Versicolor
4.4	3.5	Setosa
3.1	2.5	Setosa
5.9	2.4	Setosa
2.7	6.5	Virginica
7.2	5.5	Setosa
3.8	7.4	Virginica
5.7	2.8	Setosa
5.9	6.0	Setosa
4.0	9.8	Virginica
3.7	4.9	Versicolor
3.4	6.4	Virginica
3.3	9.1	Virginica
5.8	7.6	Versicolor
2.2	8.0	Versicolor
3.7	7.2	Versicolor
5.9	4.5	Setosa
5.2	5.7	Setosa
6.5	8.5	Virginica
3.8	7.0	Versicolor
7.0	2.0	Setosa
7.7	2.5	Setosa
4.5	10.0	Virginica
5.1	11.4	Virginica
5.3	5.5	Setosa
7.2	5.6	Versicolor
3.8	8.1	Virginica
7.1	10.1	Virginica
5.7	5.5	Versicolor
7.0	5.7	Versicolor
7.0	8.0	Versicolor
6.9	4.2	Versicolor
8.0	3.4	Setosa
6.8	7.8	Versicolor
3.9	5.5	Versicolor
7.1	8.5	Virginica
6.5	5.3	Virginica
5.3	5.0	Versicolor
3.2	5.8	Virginica
2.7	7.7	Versicolor
5.4	5.6	Setosa
6.8	7.7	Versicolor
7.4	4.9	Setosa
7.3	6.3	Virginica
