petal.length	variety
9.7	Virginica
7.3	Virginica
8.3	Versicolor
5.5	Setosa
2.3	Setosa
2.4	Setosa
7.0	Virginica
8.6	Versicolor
6.1	Virginica
4.5	Versicolor
8.3	Virginica
6.1	Virginica
5.2	Setosa
7.6	Virginica
4.5	Versicolor
2.4	Setosa
1.5	Setosa
5.9	Virginica
4.9	Setosa
5.8	Versicolor
2.0	Setosa
5.7	Versicolor
5.4	Setosa
9.2	Versicolor
6.5	Virginica
5.1	Versicolor
2.0	Setosa
5.1	Versicolor
3.5	Setosa
7.1	Virginica
6.0	Versicolor
7.9	Versicolor
7.0	Versicolor
4.9	Setosa
1.9	Setosa
7.9	Versicolor
5.1	Setosa
5.6	Versicolor
7.5	Virginica
8.9	Virginica
8.8	Versicolor
8.1	Virginica
9.6	Virginica
6.0	Virginica
5.1	Setosa
2.0	Setosa
6.3	Virginica
5.2	Versicolor
2.2	Setosa
8.9	Versicolor
9.7	Virginica
8.5	Versicolor
2.7	Setosa
2.9	Setosa
5.2	Versicolor
5.2	Versicolor
6.0	Versicolor
7.5	Versicolor
7.9	Virginica
7.1	Virginica
3.8	Setosa
3.1	Setosa
6.6	Virginica
8.2	Versicolor
2.0	Setosa
7.3	Versicolor
5.5	Setosa
9.3	Virginica
2.4	Setosa
7.7	Versicolor
10.9	Virginica
2.8	Setosa
1.6	Setosa
6.4	Virginica
7.6	Versicolor
3.9	Setosa
7.6	Virginica
1.3	Setosa
3.2	Setosa
1.3	Setosa
8.0	Versicolor
11.1	Virginica
6.3	Virginica
5.6	Setosa
4.6	Setosa
7.0	Virginica
1.5	Setosa
9.2	Virginica
3.0	Setosa
1.6	Setosa
7.2	Virginica
2.9	Setosa
5.3	Setosa
4.5	Setosa
9.6	Virginica
6.6	Virginica
7.1	Versicolor
7.6	Virginica
7.0	Virginica
3.4	Setosa
4.8	Setosa
4.9	Versicolor
7.0	Versicolor
5.9	Versicolor
9.0	Virginica
