sepal.length	variety
7.5	Virginica
6.2	Virginica
9.8	Virginica
6.7	Virginica
7.7	Versicolor
6.7	Virginica
10.5	Versicolor
7.5	Versicolor
8.8	Virginica
9.8	Virginica
11.1	Virginica
8.8	Virginica
11.2	Virginica
8.4	Setosa
5.7	Setosa
9.8	Versicolor
6.4	Virginica
9.2	Setosa
5.0	Versicolor
7.7	Versicolor
7.8	Virginica
8.9	Virginica
5.8	Setosa
8.1	Setosa
9.6	Versicolor
8.4	Setosa
11.9	Virginica
5.6	Versicolor
9.2	Versicolor
9.5	Versicolor
4.9	Setosa
12.2	Virginica
5.8	Versicolor
12.2	Virginica
8.1	Setosa
5.6	Versicolor
9.5	Setosa
8.0	Versicolor
10.1	Versicolor
8.8	Setosa
6.6	Virginica
4.9	Setosa
7.8	Virginica
10.4	Versicolor
9.2	Versicolor
6.5	Setosa
8.2	Virginica
8.5	Virginica
6.2	Setosa
6.1	Setosa
9.7	Virginica
10.3	Virginica
10.8	Versicolor
9.1	Versicolor
7.9	Virginica
7.4	Virginica
6.1	Virginica
11.7	Virginica
8.7	Versicolor
5.8	Virginica
6.7	Virginica
5.2	Setosa
6.8	Setosa
9.1	Versicolor
5.8	Virginica
8.4	Virginica
8.4	Setosa
8.1	Setosa
6.7	Versicolor
6.8	Setosa
7.6	Setosa
8.4	Setosa
8.0	Virginica
10.5	Versicolor
7.2	Virginica
9.4	Versicolor
10.5	Versicolor
11.1	Versicolor
7.4	Setosa
9.3	Setosa
8.0	Virginica
9.5	Setosa
9.5	Setosa
10.9	Virginica
7.0	Versicolor
11.4	Virginica
7.2	Versicolor
6.8	Versicolor
6.5	Virginica
8.1	Setosa
9.3	Versicolor
9.0	Setosa
10.2	Versicolor
5.0	Setosa
7.9	Virginica
6.2	Setosa
5.8	Setosa
9.7	Setosa
8.4	Versicolor
5.5	Setosa
7.4	Virginica
4.8	Setosa
10.6	Versicolor
6.2	Setosa
7.0	Setosa
