sepal.length	variety
10.0	Virginica
8.1	Virginica
8.0	Versicolor
8.4	Setosa
8.9	Versicolor
9.6	Virginica
7.2	Virginica
8.0	Setosa
8.6	Setosa
11.0	Versicolor
5.4	Setosa
8.4	Setosa
7.4	Virginica
8.1	Versicolor
5.7	Virginica
6.6	Versicolor
9.2	Setosa
11.4	Versicolor
10.9	Versicolor
6.5	Versicolor
7.3	Setosa
7.7	Versicolor
7.0	Versicolor
10.9	Virginica
8.8	Virginica
7.7	Versicolor
5.6	Versicolor
11.2	Virginica
8.7	Versicolor
6.8	Versicolor
8.2	Setosa
6.8	Virginica
8.1	Versicolor
10.2	Versicolor
8.6	Setosa
6.8	Setosa
6.2	Setosa
7.9	Virginica
8.3	Virginica
7.7	Virginica
7.6	Setosa
6.3	Virginica
7.7	Versicolor
7.1	Versicolor
7.9	Setosa
8.4	Virginica
7.2	Virginica
8.5	Versicolor
7.7	Virginica
7.8	Virginica
10.8	Versicolor
9.3	Setosa
11.2	Virginica
6.1	Versicolor
6.9	Virginica
8.1	Virginica
6.7	Setosa
7.6	Setosa
8.3	Versicolor
9.1	Setosa
7.3	Virginica
7.7	Versicolor
10.4	Virginica
8.2	Virginica
5.1	Setosa
10.0	Versicolor
8.8	Versicolor
11.2	Virginica
7.2	Versicolor
7.6	Versicolor
9.4	Setosa
6.9	Versicolor
6.8	Versicolor
8.0	Setosa
8.5	Setosa
6.0	Virginica
6.8	Virginica
8.0	Versicolor
5.1	Setosa
9.9	Virginica
8.6	Setosa
9.9	Setosa
10.2	Versicolor
7.4	Versicolor
7.4	Setosa
9.1	Virginica
6.1	Virginica
9.7	Versicolor
6.9	Virginica
8.7	Setosa
10.7	Virginica
9.3	Virginica
9.1	Versicolor
8.5	Virginica
6.8	Setosa
7.4	Setosa
4.9	Setosa
6.1	Versicolor
5.8	Setosa
8.6	Versicolor
7.8	Versicolor
6.0	Versicolor
7.7	Virginica
9.8	Setosa
6.5	Virginica
