sepal.length	sepal.width	petal.length	variety
7.8	3.5	2.4	Setosa
10.4	6.1	7.9	Virginica
9.5	3.8	4.3	Versicolor
8.1	4.0	8.9	Versicolor
9.0	6.5	6.1	Setosa
10.4	8.3	9.9	Virginica
9.3	4.0	3.4	Setosa
5.6	5.7	5.9	Setosa
7.9	4.6	3.0	Setosa
8.8	7.5	2.7	Setosa
7.5	4.5	4.0	Versicolor
7.9	5.9	5.8	Versicolor
7.6	6.0	7.9	Versicolor
6.4	4.7	6.0	Versicolor
5.8	3.9	4.1	Setosa
10.5	3.5	6.7	Virginica
9.4	5.1	7.6	Virginica
5.5	2.4	7.2	Versicolor
8.2	5.5	6.1	Virginica
9.6	6.1	8.6	Virginica
6.6	7.1	5.5	Setosa
8.7	7.0	6.3	Virginica
9.0	2.3	2.3	Setosa
9.2	5.5	4.2	Versicolor
9.8	4.9	9.8	Virginica
9.4	4.7	7.8	Virginica
6.9	6.2	8.8	Virginica
6.5	3.0	4.8	Virginica
11.3	3.0	9.5	Virginica
7.3	4.4	5.9	Setosa
8.2	5.8	8.2	Virginica
8.7	5.6	5.2	Versicolor
9.0	4.2	4.7	Setosa
6.8	7.2	2.0	Setosa
8.6	7.3	2.0	Setosa
5.2	7.9	4.4	Setosa
8.1	4.5	8.1	Virginica
6.9	4.4	4.4	Setosa
6.3	6.4	9.1	Virginica
7.7	3.5	7.3	Virginica
10.2	6.3	5.1	Versicolor
8.4	5.7	1.5	Setosa
6.0	6.5	5.6	Setosa
6.6	4.5	6.6	Versicolor
8.0	5.5	8.8	Virginica
8.7	8.1	7.6	Virginica
6.8	5.2	7.1	Virginica
7.2	4.4	8.3	Versicolor
7.5	6.5	8.5	Virginica
7.7	7.7	9.5	Virginica
10.2	6.3	10.2	Virginica
9.3	2.5	8.5	Virginica
7.4	4.9	4.7	Setosa
7.2	4.3	8.3	Virginica
8.9	4.6	4.5	Setosa
6.2	3.7	2.8	Setosa
7.9	7.5	7.0	Versicolor
7.9	4.9	3.5	Setosa
7.9	4.0	8.7	Versicolor
5.7	6.6	4.5	Setosa
5.5	4.4	4.6	Setosa
7.2	4.4	5.5	Setosa
7.2	6.8	8.2	Virginica
8.2	7.8	3.7	Setosa
8.7	3.5	3.5	Setosa
9.0	3.7	7.2	Versicolor
5.9	4.2	2.3	Setosa
8.7	7.3	9.7	Virginica
9.4	7.6	6.0	Virginica
5.4	6.0	5.3	Setosa
8.3	5.2	8.1	Virginica
8.2	4.2	6.5	Versicolor
8.9	7.3	6.6	Virginica
6.0	4.8	4.4	Setosa
10.3	2.8	9.6	Virginica
7.7	6.5	6.0	Virginica
6.8	6.0	7.9	Versicolor
9.5	5.9	6.0	Versicolor
6.6	5.5	4.6	Versicolor
7.6	5.7	8.7	Versicolor
6.6	2.9	8.6	Versicolor
8.2	7.3	7.5	Versicolor
7.1	6.9	3.4	Setosa
7.6	7.0	6.0	Versicolor
7.8	6.8	8.8	Versicolor
8.6	3.9	8.7	Versicolor
7.3	6.4	9.6	Virginica
7.2	5.1	7.9	Versicolor
8.7	7.1	5.6	Virginica
6.6	5.3	3.9	Setosa
10.4	3.5	8.1	Virginica
7.1	5.3	6.7	Versicolor
6.8	4.2	7.4	Virginica
6.3	6.8	7.1	Virginica
5.2	7.7	6.1	Setosa
6.3	7.1	5.0	Versicolor
7.2	6.4	6.9	Virginica
7.7	6.1	9.4	Virginica
8.8	3.0	2.1	Setosa
9.6	6.8	4.5	Versicolor
8.9	6.4	3.3	Setosa
6.4	6.3	9.1	Virginica
9.6	3.8	1.7	Setosa
8.0	6.4	3.8	Versicolor
6.5	6.0	3.3	Setosa
