sepal.width	petal.length	variety
4.6	6.9	Versicolor
4.5	8.7	Virginica
2.7	7.3	Virginica
4.5	9.5	Virginica
5.3	7.0	Versicolor
7.1	5.5	Setosa
5.1	2.0	Setosa
3.8	6.5	Versicolor
3.2	7.5	Virginica
7.1	6.9	Versicolor
4.1	2.4	Setosa
4.2	8.3	Versicolor
7.4	6.1	Setosa
8.0	3.1	Setosa
4.5	4.7	Versicolor
4.3	7.1	Virginica
5.0	3.9	Setosa
4.5	5.6	Setosa
4.4	8.0	Versicolor
2.7	6.7	Versicolor
2.9	7.6	Versicolor
3.4	2.5	Setosa
6.2	5.7	Setosa
4.1	6.6	Virginica
5.0	3.1	Setosa
6.1	4.0	Versicolor
6.3	9.6	Virginica
6.7	9.2	Virginica
4.2	5.9	Virginica
6.4	2.9	Setosa
4.7	8.7	Versicolor
7.6	4.7	Versicolor
7.4	5.2	Setosa
6.7	1.3	Setosa
5.5	4.1	Versicolor
6.1	6.0	Virginica
3.0	6.3	Virginica
3.9	6.6	Virginica
6.9	10.1	Virginica
6.7	4.9	Setosa
5.0	2.9	Setosa
4.8	5.6	Versicolor
2.8	9.1	Versicolor
6.9	1.3	Setosa
6.5	1.5	Setosa
5.7	4.0	Setosa
6.3	9.2	Virginica
2.7	5.9	Versicolor
5.6	8.1	Virginica
7.0	4.2	Setosa
6.6	3.1	Setosa
4.8	3.3	Setosa
2.0	7.5	Versicolor
7.2	3.5	Setosa
3.4	6.2	Versicolor
2.9	9.8	Virginica
3.1	6.9	Virginica
6.7	3.8	Setosa
7.9	9.4	Virginica
3.8	7.1	Virginica
7.3	8.2	Virginica
3.1	6.0	Versicolor
3.6	5.9	Versicolor
3.8	4.7	Versicolor
3.7	3.5	Setosa
5.7	8.9	Virginica
2.2	5.5	Versicolor
7.0	4.4	Setosa
7.9	2.9	Setosa
6.8	3.4	Setosa
3.5	2.8	Setosa
6.5	5.5	Virginica
4.5	6.0	Virginica
5.3	9.4	Virginica
3.1	8.1	Virginica
5.6	3.0	Setosa
7.5	8.6	Virginica
6.0	8.6	Virginica
5.4	4.7	Versicolor
5.4	1.9	Setosa
5.6	4.4	Setosa
7.4	3.1	Setosa
3.8	5.1	Setosa
4.0	7.4	Versicolor
3.7	7.9	Versicolor
8.3	6.0	Setosa
4.5	4.6	Versicolor
4.5	6.3	Virginica
4.5	5.7	Versicolor
3.4	7.5	Versicolor
3.0	5.5	Virginica
6.2	2.1	Setosa
3.0	5.3	Setosa
4.0	5.5	Versicolor
3.2	8.5	Virginica
7.3	7.0	Virginica
5.3	5.2	Versicolor
4.9	6.0	Setosa
4.2	8.1	Versicolor
3.9	2.9	Setosa
6.0	8.9	Virginica
4.5	6.4	Versicolor
6.9	6.6	Versicolor
6.1	4.5	Setosa
5.3	4.2	Setosa
