sepal.length	sepal.width	variety
7.7	3.8	Versicolor
9.3	2.7	Virginica
10.2	7.1	Versicolor
7.4	7.7	Setosa
8.1	6.0	Versicolor
8.9	3.1	Virginica
6.9	3.8	Virginica
7.7	3.7	Versicolor
9.5	3.0	Virginica
10.3	6.7	Virginica
6.7	4.9	Versicolor
7.0	3.4	Versicolor
9.6	6.4	Versicolor
10.0	4.8	Versicolor
8.8	7.4	Virginica
9.5	3.7	Versicolor
5.6	2.8	Virginica
9.5	3.5	Setosa
7.7	3.9	Versicolor
9.9	3.7	Versicolor
7.8	3.9	Setosa
9.0	5.2	Setosa
6.7	3.1	Virginica
8.9	6.2	Setosa
8.0	4.2	Virginica
11.4	4.8	Virginica
8.0	6.8	Setosa
7.0	6.4	Setosa
4.8	5.5	Setosa
6.1	6.2	Versicolor
10.0	3.0	Versicolor
8.9	7.4	Setosa
6.9	3.7	Virginica
11.4	4.6	Virginica
7.7	5.2	Virginica
7.2	7.4	Setosa
9.2	6.0	Virginica
7.0	3.0	Virginica
6.3	5.2	Versicolor
10.1	3.8	Versicolor
9.7	6.9	Setosa
7.9	3.4	Versicolor
6.9	3.4	Setosa
8.9	6.4	Versicolor
9.8	3.6	Versicolor
8.7	2.2	Versicolor
9.9	5.5	Virginica
8.1	3.4	Setosa
6.1	3.2	Setosa
8.8	5.9	Setosa
5.6	7.0	Versicolor
9.2	6.0	Virginica
10.2	6.5	Versicolor
7.1	4.0	Versicolor
8.0	8.1	Setosa
10.4	6.5	Versicolor
8.3	5.3	Virginica
10.8	3.8	Versicolor
10.4	5.6	Virginica
8.5	5.8	Setosa
10.3	6.5	Virginica
5.4	6.9	Setosa
8.7	4.3	Setosa
7.3	3.3	Versicolor
8.7	5.8	Virginica
7.5	7.0	Setosa
6.5	3.4	Versicolor
8.2	6.8	Virginica
7.0	4.5	Virginica
9.2	5.8	Virginica
8.2	5.6	Versicolor
9.6	5.3	Setosa
7.8	4.1	Setosa
6.3	5.0	Setosa
5.6	5.3	Setosa
10.5	3.5	Virginica
6.7	5.0	Setosa
9.6	7.5	Setosa
7.7	7.9	Virginica
7.6	7.7	Setosa
11.1	7.0	Virginica
10.0	6.9	Versicolor
8.2	5.5	Virginica
5.9	4.6	Setosa
6.1	6.6	Setosa
4.6	7.1	Setosa
5.9	7.0	Setosa
7.7	4.7	Setosa
11.4	5.2	Virginica
6.4	5.1	Setosa
10.9	7.2	Virginica
12.2	5.5	Virginica
6.9	3.9	Setosa
8.4	5.9	Setosa
6.0	4.4	Versicolor
5.8	4.7	Versicolor
10.7	7.3	Virginica
6.7	6.3	Virginica
10.0	4.0	Setosa
7.6	8.3	Setosa
7.4	4.6	Setosa
7.5	6.3	Versicolor
6.7	7.1	Versicolor
11.3	6.3	Versicolor
9.8	7.7	Virginica
