petal.length	variety
8.2	Virginica
3.8	Setosa
2.4	Setosa
9.5	Virginica
3.1	Setosa
2.9	Setosa
7.1	Virginica
6.0	Virginica
10.9	Virginica
1.6	Setosa
2.8	Setosa
3.7	Setosa
6.1	Virginica
1.3	Setosa
10.1	Virginica
5.9	Setosa
7.7	Virginica
7.3	Virginica
5.2	Versicolor
5.1	Versicolor
1.9	Setosa
6.1	Versicolor
7.6	Versicolor
7.5	Virginica
4.4	Setosa
4.9	Setosa
7.5	Versicolor
4.0	Versicolor
4.6	Setosa
7.7	Versicolor
6.9	Versicolor
6.0	Virginica
8.2	Versicolor
9.1	Virginica
4.9	Setosa
8.2	Virginica
6.0	Setosa
4.7	Setosa
3.5	Setosa
6.5	Versicolor
9.3	Virginica
3.2	Setosa
9.1	Virginica
9.0	Virginica
6.3	Versicolor
3.0	Setosa
5.9	Versicolor
7.9	Virginica
4.0	Versicolor
6.6	Versicolor
7.3	Virginica
7.8	Versicolor
6.4	Virginica
1.5	Setosa
4.0	Versicolor
3.5	Setosa
5.0	Virginica
8.7	Versicolor
7.0	Virginica
2.0	Setosa
7.0	Versicolor
4.0	Setosa
7.3	Versicolor
5.3	Setosa
6.2	Virginica
2.0	Setosa
5.7	Versicolor
6.0	Versicolor
6.1	Virginica
10.1	Virginica
7.8	Virginica
5.1	Versicolor
6.7	Virginica
5.2	Setosa
4.7	Versicolor
6.4	Setosa
6.7	Versicolor
8.2	Versicolor
7.5	Versicolor
5.1	Virginica
2.4	Setosa
6.0	Versicolor
7.0	Virginica
2.0	Setosa
8.9	Versicolor
6.0	Versicolor
6.6	Virginica
4.3	Versicolor
3.5	Setosa
8.6	Virginica
2.8	Setosa
1.4	Setosa
8.9	Virginica
8.3	Virginica
7.0	Versicolor
2.4	Setosa
5.6	Virginica
3.9	Setosa
6.8	Versicolor
9.1	Virginica
2.4	Setosa
6.9	Virginica
6.6	Versicolor
4.1	Setosa
7.2	Versicolor
