petal.length	variety
6.1	Virginica
1.5	Setosa
5.1	Virginica
8.0	Versicolor
6.0	Virginica
4.2	Versicolor
3.8	Setosa
7.9	Virginica
8.5	Versicolor
6.0	Virginica
5.0	Setosa
4.5	Versicolor
5.5	Virginica
8.1	Versicolor
9.1	Virginica
6.0	Virginica
4.0	Setosa
6.1	Virginica
3.9	Versicolor
8.2	Versicolor
9.6	Virginica
9.6	Virginica
5.0	Setosa
2.2	Setosa
2.1	Setosa
3.6	Setosa
5.0	Setosa
2.0	Setosa
8.2	Versicolor
6.8	Versicolor
5.4	Setosa
5.4	Setosa
3.7	Setosa
8.6	Versicolor
5.7	Virginica
6.5	Versicolor
5.1	Setosa
2.1	Setosa
8.2	Virginica
4.2	Setosa
5.1	Versicolor
6.5	Virginica
6.2	Setosa
8.4	Virginica
4.9	Setosa
2.3	Setosa
4.9	Setosa
6.0	Versicolor
7.9	Virginica
5.4	Versicolor
6.0	Setosa
1.4	Setosa
7.8	Versicolor
4.8	Versicolor
10.7	Virginica
1.5	Setosa
7.3	Virginica
6.2	Versicolor
7.1	Virginica
6.0	Versicolor
5.9	Setosa
10.2	Virginica
5.9	Virginica
4.8	Setosa
5.5	Virginica
8.6	Virginica
5.9	Versicolor
2.4	Setosa
8.9	Versicolor
1.5	Setosa
3.0	Setosa
8.5	Versicolor
8.0	Versicolor
8.4	Virginica
5.7	Versicolor
6.8	Virginica
6.3	Versicolor
4.9	Setosa
9.8	Virginica
2.1	Setosa
8.1	Virginica
5.6	Versicolor
7.9	Versicolor
6.1	Setosa
8.5	Versicolor
7.2	Versicolor
9.7	Virginica
6.0	Virginica
4.5	Versicolor
4.8	Setosa
8.0	Versicolor
5.7	Versicolor
9.2	Versicolor
9.4	Virginica
6.8	Virginica
10.5	Virginica
5.9	Versicolor
6.9	Versicolor
6.0	Versicolor
8.1	Virginica
8.0	Versicolor
6.6	Virginica
8.5	Versicolor
3.9	Setosa
5.7	Setosa
