sepal.width	petal.length	variety
6.7	1.5	Setosa
4.8	6.0	Versicolor
7.0	4.7	Setosa
4.0	8.0	Virginica
5.8	5.7	Virginica
6.6	8.4	Versicolor
4.9	3.9	Setosa
4.2	7.4	Virginica
6.4	4.0	Setosa
4.2	4.9	Versicolor
3.9	2.5	Setosa
5.2	4.1	Versicolor
6.7	4.2	Versicolor
3.4	5.9	Setosa
7.7	3.9	Setosa
7.6	8.7	Versicolor
5.3	7.5	Versicolor
8.1	6.1	Virginica
4.5	5.7	Versicolor
6.1	5.5	Versicolor
4.1	9.1	Virginica
7.0	10.3	Virginica
3.7	5.1	Virginica
3.5	3.8	Setosa
4.8	5.9	Versicolor
4.5	4.6	Setosa
7.0	1.3	Setosa
8.4	4.7	Setosa
3.4	1.6	Setosa
5.2	9.6	Versicolor
3.9	5.6	Setosa
5.6	7.0	Virginica
6.8	8.2	Versicolor
5.0	4.9	Virginica
7.0	6.0	Virginica
7.1	2.0	Setosa
7.0	5.5	Virginica
3.3	5.7	Versicolor
3.5	3.9	Setosa
6.7	9.6	Virginica
7.3	5.3	Virginica
7.0	4.8	Setosa
7.0	6.9	Virginica
4.8	6.6	Virginica
7.8	5.2	Setosa
5.7	10.2	Virginica
6.4	5.5	Versicolor
4.2	6.8	Versicolor
5.1	7.6	Virginica
6.7	7.0	Virginica
4.8	4.5	Versicolor
4.9	6.4	Virginica
3.4	3.8	Versicolor
3.5	6.0	Versicolor
3.0	4.5	Versicolor
3.2	4.1	Setosa
2.7	5.4	Versicolor
3.8	8.1	Virginica
3.0	6.7	Virginica
7.0	7.1	Virginica
6.0	1.9	Setosa
7.3	10.4	Virginica
4.7	7.0	Versicolor
4.8	5.3	Setosa
4.0	2.1	Setosa
2.9	5.1	Versicolor
4.0	4.9	Setosa
5.3	2.7	Setosa
7.4	8.3	Virginica
4.5	7.7	Versicolor
4.7	7.4	Virginica
5.0	5.9	Setosa
6.3	2.6	Setosa
7.1	3.4	Setosa
6.9	5.0	Setosa
8.2	2.0	Setosa
5.5	8.7	Virginica
4.8	7.1	Virginica
3.2	6.5	Virginica
4.8	8.6	Versicolor
6.5	4.6	Versicolor
4.8	6.1	Virginica
4.9	10.1	Virginica
3.0	5.6	Versicolor
6.3	2.9	Setosa
5.9	7.8	Versicolor
3.0	7.5	Versicolor
6.2	8.3	Virginica
4.1	4.5	Setosa
7.6	1.4	Setosa
4.3	2.0	Setosa
4.1	1.5	Setosa
6.1	5.6	Virginica
7.3	9.2	Virginica
6.3	4.9	Virginica
3.5	5.4	Versicolor
7.0	8.6	Virginica
2.7	5.6	Virginica
3.7	4.0	Versicolor
6.5	9.3	Virginica
6.0	6.5	Virginica
4.4	6.6	Virginica
7.3	10.2	Virginica
7.0	5.4	Setosa
3.6	7.0	Versicolor
