sepal.width	petal.length	variety
6.9	5.0	Setosa
4.0	5.9	Setosa
5.6	6.9	Versicolor
5.4	7.7	Versicolor
4.5	4.8	Setosa
4.7	5.5	Setosa
4.3	10.2	Virginica
2.9	8.7	Versicolor
3.0	6.7	Virginica
5.0	8.5	Virginica
5.0	7.5	Virginica
4.8	6.6	Virginica
7.9	2.6	Setosa
5.0	8.2	Versicolor
3.1	5.0	Versicolor
5.8	1.6	Setosa
6.2	2.0	Setosa
5.3	2.4	Setosa
4.3	6.4	Virginica
5.2	7.2	Versicolor
6.0	5.0	Setosa
5.0	8.4	Versicolor
7.6	4.0	Setosa
6.5	7.3	Virginica
3.4	6.8	Versicolor
7.5	6.6	Versicolor
3.5	4.6	Setosa
8.5	2.7	Setosa
5.8	5.6	Versicolor
3.4	8.1	Versicolor
3.7	4.4	Versicolor
4.9	3.5	Setosa
4.2	8.8	Versicolor
4.6	5.4	Versicolor
6.3	7.7	Virginica
4.9	2.4	Setosa
4.3	7.1	Virginica
2.5	6.5	Versicolor
7.4	8.0	Versicolor
7.1	9.4	Virginica
3.2	1.8	Setosa
7.1	6.7	Versicolor
4.2	7.6	Versicolor
6.9	6.3	Versicolor
3.0	7.8	Virginica
6.1	5.6	Virginica
4.2	5.9	Virginica
3.0	7.4	Virginica
3.3	5.0	Versicolor
4.6	9.4	Virginica
4.6	1.9	Setosa
7.7	5.7	Setosa
3.9	5.8	Versicolor
6.0	5.5	Versicolor
6.9	4.5	Versicolor
7.5	3.9	Setosa
6.8	5.0	Setosa
7.5	8.0	Versicolor
6.8	9.6	Virginica
3.5	9.0	Virginica
4.0	1.3	Setosa
4.9	6.3	Versicolor
3.7	5.4	Virginica
3.4	1.9	Setosa
6.4	4.1	Setosa
4.6	3.0	Setosa
5.0	8.6	Versicolor
4.8	11.2	Virginica
4.4	5.7	Versicolor
7.0	9.0	Versicolor
4.2	2.3	Setosa
4.4	2.7	Setosa
5.0	5.5	Versicolor
6.0	4.6	Setosa
3.2	5.0	Versicolor
6.3	7.6	Versicolor
7.5	4.4	Setosa
4.2	2.4	Setosa
4.5	6.2	Versicolor
5.8	5.2	Versicolor
6.5	6.8	Virginica
2.8	8.4	Versicolor
5.2	7.1	Versicolor
7.2	6.2	Virginica
7.6	6.6	Virginica
7.4	4.5	Setosa
4.7	9.1	Virginica
5.8	7.6	Virginica
7.9	3.8	Setosa
5.5	7.8	Virginica
3.7	9.6	Virginica
3.1	2.0	Setosa
2.8	5.3	Versicolor
4.8	10.9	Virginica
7.1	7.0	Virginica
3.7	5.4	Versicolor
4.6	7.6	Virginica
6.1	1.5	Setosa
4.2	5.7	Versicolor
7.3	8.7	Versicolor
4.2	4.0	Versicolor
3.0	9.1	Virginica
5.4	6.1	Virginica
6.7	4.5	Versicolor
7.4	4.4	Setosa
