sepal.width	petal.length	petal.width	variety
5.3	8.4	2.5	Virginica
6.1	6.9	5.2	Versicolor
5.9	4.8	2.8	Versicolor
3.5	8.4	5.3	Virginica
5.8	7.1	2.9	Virginica
6.5	2.3	1.7	Setosa
6.3	4.5	2.8	Versicolor
4.0	5.9	0.1	Setosa
2.9	5.8	5.3	Versicolor
4.4	2.0	0.4	Setosa
3.0	7.1	2.3	Versicolor
7.7	5.0	0.2	Setosa
6.8	7.6	3.5	Virginica
8.2	1.9	3.2	Setosa
5.2	6.9	2.9	Versicolor
7.7	7.6	2.5	Virginica
4.5	3.0	3.2	Setosa
2.8	8.0	4.3	Versicolor
4.0	5.5	4.1	Virginica
3.4	1.4	2.8	Setosa
6.9	2.8	4.9	Setosa
5.2	5.0	4.5	Versicolor
7.9	4.4	3.2	Setosa
5.2	7.4	1.2	Versicolor
7.6	4.5	0.6	Setosa
6.3	4.3	4.5	Versicolor
4.3	1.5	0.8	Setosa
7.6	4.7	4.0	Versicolor
2.5	8.3	4.8	Virginica
6.0	5.2	5.0	Versicolor
3.0	5.5	1.8	Versicolor
6.6	3.5	3.0	Versicolor
5.7	4.1	1.7	Setosa
6.9	7.6	3.9	Virginica
4.3	9.1	1.9	Virginica
3.3	5.0	1.8	Versicolor
4.5	5.2	3.2	Setosa
6.4	8.2	2.9	Versicolor
7.0	8.5	5.7	Virginica
7.4	5.9	3.8	Virginica
2.3	1.8	4.3	Setosa
5.5	6.8	3.8	Virginica
7.1	1.5	3.2	Setosa
6.7	2.0	3.9	Setosa
5.1	10.4	3.3	Virginica
3.7	5.1	4.4	Virginica
5.9	1.9	2.2	Setosa
7.1	5.4	4.7	Setosa
4.9	7.2	5.8	Versicolor
3.7	4.2	3.7	Setosa
4.0	5.9	3.7	Setosa
5.0	4.5	4.6	Versicolor
6.4	9.1	6.3	Virginica
4.0	4.4	5.4	Versicolor
4.4	2.5	2.4	Setosa
5.6	5.5	1.7	Setosa
4.4	5.7	3.9	Setosa
4.8	3.4	3.2	Setosa
3.5	8.6	6.6	Virginica
3.4	5.8	1.1	Versicolor
6.3	4.6	2.0	Versicolor
6.3	7.7	5.7	Virginica
4.0	7.8	6.2	Virginica
5.0	9.4	5.0	Versicolor
5.9	5.0	1.2	Setosa
5.3	5.2	5.0	Setosa
6.5	3.4	1.2	Setosa
7.5	7.1	5.4	Versicolor
7.9	4.5	5.6	Versicolor
6.9	6.5	4.0	Versicolor
2.6	7.1	5.4	Virginica
3.5	8.0	2.5	Versicolor
6.2	4.0	1.7	Setosa
2.9	6.1	1.8	Versicolor
5.6	6.4	5.5	Versicolor
6.9	6.8	5.5	Versicolor
6.1	6.1	5.3	Virginica
3.5	9.9	4.6	Virginica
7.2	6.2	4.3	Versicolor
4.3	7.5	5.5	Virginica
4.9	6.1	3.3	Versicolor
6.7	4.8	4.7	Setosa
5.0	9.2	4.8	Virginica
4.9	5.9	4.2	Setosa
7.6	8.1	4.4	Virginica
6.2	7.5	2.5	Versicolor
3.5	6.4	1.1	Versicolor
2.8	6.9	4.8	Versicolor
7.8	2.9	3.9	Setosa
2.9	7.3	1.8	Virginica
5.8	4.8	6.3	Virginica
6.0	9.0	5.9	Virginica
6.5	5.1	4.7	Setosa
7.0	4.5	2.5	Versicolor
5.2	9.5	4.5	Virginica
4.8	9.2	3.7	Versicolor
7.7	2.3	3.7	Setosa
7.6	2.1	1.7	Setosa
5.2	8.1	2.5	Versicolor
7.3	5.6	1.3	Versicolor
4.3	6.2	1.6	Versicolor
3.6	9.6	3.5	Virginica
7.6	3.5	1.2	Setosa
7.3	7.6	2.2	Virginica
3.0	9.0	2.0	Virginica
