petal.width	variety
4.2	Setosa
6.0	Versicolor
3.7	Virginica
5.5	Versicolor
5.5	Virginica
2.6	Setosa
3.8	Versicolor
2.9	Setosa
1.5	Versicolor
4.5	Virginica
1.8	Virginica
2.0	Versicolor
4.3	Versicolor
3.6	Virginica
6.8	Virginica
4.5	Versicolor
4.9	Setosa
2.2	Setosa
6.3	Virginica
4.9	Setosa
6.0	Virginica
2.1	Versicolor
3.7	Versicolor
3.0	Versicolor
4.8	Virginica
1.7	Setosa
1.6	Setosa
2.4	Versicolor
2.2	Setosa
5.1	Versicolor
3.1	Versicolor
5.9	Virginica
0.7	Setosa
4.8	Virginica
1.8	Versicolor
4.4	Virginica
4.7	Setosa
2.9	Versicolor
3.8	Versicolor
4.9	Virginica
5.9	Versicolor
1.4	Setosa
1.6	Setosa
6.3	Virginica
2.0	Virginica
3.1	Virginica
5.5	Versicolor
3.8	Versicolor
5.5	Versicolor
0.4	Setosa
5.0	Versicolor
6.0	Virginica
3.2	Versicolor
4.7	Virginica
3.7	Setosa
3.9	Virginica
3.0	Virginica
4.0	Virginica
1.3	Versicolor
3.0	Versicolor
4.2	Setosa
3.6	Setosa
3.3	Versicolor
3.5	Versicolor
1.6	Setosa
6.1	Virginica
0.3	Setosa
2.2	Setosa
3.7	Versicolor
4.3	Virginica
3.2	Setosa
3.9	Setosa
5.0	Versicolor
1.0	Versicolor
1.7	Versicolor
1.3	Setosa
0.7	Setosa
2.6	Versicolor
4.9	Virginica
5.2	Versicolor
3.8	Versicolor
6.4	Virginica
5.5	Versicolor
1.2	Setosa
3.3	Virginica
3.0	Setosa
2.7	Setosa
0.7	Setosa
1.8	Setosa
4.7	Setosa
3.8	Setosa
6.4	Virginica
0.7	Setosa
3.5	Virginica
2.3	Versicolor
4.2	Setosa
5.3	Versicolor
4.2	Setosa
5.3	Versicolor
0.3	Setosa
1.1	Versicolor
4.5	Virginica
1.6	Setosa
2.8	Virginica
3.8	Virginica
