sepal.width	variety
2.2	Versicolor
4.0	Versicolor
6.0	Setosa
5.9	Virginica
2.9	Versicolor
5.3	Setosa
6.7	Virginica
5.5	Setosa
7.7	Setosa
7.9	Setosa
5.8	Virginica
2.4	Versicolor
6.2	Setosa
3.4	Versicolor
4.9	Virginica
3.9	Versicolor
6.4	Setosa
5.5	Versicolor
3.9	Setosa
3.5	Setosa
7.5	Versicolor
2.9	Versicolor
7.7	Setosa
4.8	Versicolor
6.1	Setosa
5.4	Setosa
7.3	Setosa
4.0	Virginica
6.0	Virginica
7.1	Versicolor
6.8	Versicolor
5.5	Virginica
6.5	Setosa
5.2	Virginica
3.8	Virginica
8.0	Setosa
5.1	Virginica
6.0	Setosa
4.3	Virginica
5.3	Versicolor
4.6	Versicolor
3.9	Versicolor
4.6	Virginica
2.8	Virginica
4.9	Setosa
5.4	Setosa
4.2	Setosa
6.0	Setosa
4.7	Virginica
7.9	Virginica
7.5	Versicolor
4.0	Setosa
6.6	Virginica
6.8	Virginica
4.2	Virginica
7.2	Versicolor
6.2	Virginica
5.0	Versicolor
3.7	Virginica
7.0	Virginica
3.5	Virginica
4.2	Virginica
3.7	Setosa
5.8	Virginica
5.5	Versicolor
7.4	Setosa
6.3	Setosa
5.9	Versicolor
6.5	Virginica
7.7	Versicolor
6.5	Virginica
4.9	Setosa
5.0	Setosa
6.5	Versicolor
7.1	Virginica
3.8	Versicolor
5.3	Virginica
2.8	Versicolor
6.5	Setosa
5.5	Virginica
3.3	Versicolor
7.7	Virginica
3.4	Versicolor
6.5	Versicolor
4.2	Setosa
4.8	Versicolor
6.6	Setosa
5.5	Versicolor
3.8	Setosa
7.5	Setosa
6.2	Versicolor
4.3	Virginica
6.4	Versicolor
4.2	Virginica
6.0	Setosa
5.1	Versicolor
6.7	Versicolor
3.1	Versicolor
6.0	Virginica
2.8	Virginica
3.1	Virginica
5.0	Virginica
3.4	Setosa
4.4	Setosa
4.5	Virginica
