sepal.width	petal.length	variety
6.7	8.8	Virginica
4.4	5.7	Setosa
6.7	8.0	Virginica
3.8	5.3	Setosa
5.9	3.4	Setosa
5.3	5.5	Versicolor
3.4	4.6	Setosa
4.7	8.7	Virginica
4.4	9.0	Versicolor
3.1	6.6	Virginica
6.8	4.2	Setosa
5.0	10.0	Virginica
4.5	6.8	Virginica
2.7	5.1	Versicolor
7.4	7.6	Versicolor
4.3	6.5	Versicolor
4.3	4.5	Versicolor
4.3	5.1	Virginica
6.7	8.1	Virginica
8.0	4.2	Setosa
6.7	5.5	Versicolor
3.6	5.0	Setosa
3.7	7.6	Virginica
5.5	7.9	Versicolor
6.7	9.6	Virginica
4.3	10.2	Virginica
4.4	3.0	Setosa
4.4	6.8	Versicolor
7.6	4.5	Setosa
7.0	9.6	Virginica
6.6	5.4	Versicolor
4.5	6.3	Virginica
4.0	7.0	Virginica
5.5	2.3	Setosa
7.3	5.0	Setosa
3.5	4.3	Setosa
4.1	7.0	Versicolor
3.8	4.7	Setosa
3.1	8.0	Virginica
6.9	2.3	Setosa
5.0	5.4	Setosa
2.8	8.1	Versicolor
6.3	8.7	Virginica
5.5	8.6	Virginica
3.3	6.6	Virginica
3.7	7.3	Virginica
4.5	8.7	Versicolor
7.7	2.9	Setosa
5.7	4.5	Setosa
5.1	7.0	Versicolor
5.2	5.1	Versicolor
7.7	3.6	Setosa
5.0	6.6	Virginica
6.5	8.5	Versicolor
4.0	3.0	Setosa
4.4	6.2	Versicolor
7.3	8.3	Versicolor
3.7	4.0	Setosa
5.7	8.5	Versicolor
3.8	5.2	Versicolor
3.0	6.5	Versicolor
3.2	9.3	Versicolor
3.5	5.9	Setosa
3.5	5.4	Virginica
7.9	3.1	Setosa
2.5	7.0	Virginica
5.1	6.9	Versicolor
6.6	2.5	Setosa
6.9	2.0	Setosa
4.4	5.0	Setosa
7.4	8.8	Virginica
4.0	4.0	Versicolor
6.0	5.6	Setosa
6.8	9.0	Virginica
3.0	3.1	Setosa
7.0	1.9	Setosa
5.0	4.2	Versicolor
4.8	9.1	Virginica
5.3	3.1	Setosa
6.3	5.4	Setosa
6.0	5.4	Versicolor
5.0	4.4	Versicolor
7.5	7.4	Virginica
7.5	3.3	Setosa
3.7	1.9	Setosa
7.6	8.4	Virginica
6.5	5.8	Virginica
7.4	6.2	Versicolor
7.9	6.2	Setosa
5.9	3.9	Setosa
6.8	6.7	Virginica
6.7	8.0	Virginica
5.6	5.9	Setosa
7.9	7.1	Virginica
3.5	1.6	Setosa
3.3	7.2	Versicolor
6.5	6.7	Virginica
7.8	9.4	Virginica
6.3	8.1	Virginica
6.4	4.9	Setosa
4.5	6.0	Versicolor
6.6	5.0	Setosa
6.2	6.4	Virginica
2.9	7.3	Versicolor
6.7	5.3	Setosa
