sepal.length	sepal.width	petal.length	petal.width	variety
6.8	7.2	9.1	4.9	Virginica
6.9	4.6	3.5	3.2	Setosa
6.6	4.6	7.1	4.4	Virginica
10.7	6.8	7.2	4.1	Virginica
8.1	5.5	2.4	2.2	Setosa
5.8	4.2	6.9	2.2	Versicolor
7.6	6.0	6.9	5.1	Versicolor
6.8	7.6	3.6	2.2	Setosa
10.2	5.1	4.4	2.4	Versicolor
8.3	7.2	7.9	6.8	Virginica
8.5	2.7	7.0	2.0	Virginica
10.5	4.4	4.5	4.0	Versicolor
10.2	6.0	7.0	2.0	Virginica
7.7	4.0	9.5	5.2	Versicolor
8.1	7.3	2.9	1.9	Setosa
7.1	2.8	8.7	1.7	Versicolor
7.6	5.2	7.2	1.3	Versicolor
10.9	7.3	10.6	4.4	Virginica
6.8	5.2	4.5	1.2	Setosa
6.8	3.9	2.9	4.2	Setosa
9.1	3.6	6.0	4.7	Setosa
10.0	7.5	8.2	6.0	Virginica
6.1	3.0	5.6	2.4	Versicolor
7.5	7.5	3.6	1.6	Setosa
9.0	5.7	8.6	4.1	Versicolor
7.8	7.4	5.6	2.3	Virginica
7.0	6.8	6.1	3.5	Versicolor
9.0	4.2	6.2	1.9	Versicolor
11.7	5.5	10.3	3.6	Virginica
11.2	6.5	9.3	5.8	Virginica
6.1	4.9	5.6	2.3	Versicolor
8.8	4.3	6.5	6.0	Virginica
8.4	4.0	5.7	4.0	Versicolor
5.6	6.4	3.9	1.8	Setosa
12.2	5.3	10.2	5.7	Virginica
10.2	6.6	8.7	5.5	Versicolor
7.4	6.2	5.5	2.2	Setosa
8.7	4.8	5.1	4.8	Versicolor
9.4	6.4	3.0	1.4	Setosa
9.3	5.0	5.9	0.6	Setosa
7.4	7.6	9.0	3.3	Virginica
8.9	7.8	7.4	2.0	Virginica
10.7	5.9	8.4	2.3	Virginica
10.7	4.3	7.7	2.5	Virginica
4.8	3.0	3.6	0.6	Setosa
7.7	6.5	9.2	3.3	Virginica
9.5	6.9	4.3	3.6	Versicolor
9.4	6.2	8.8	2.8	Virginica
9.7	4.1	4.0	2.6	Setosa
7.4	4.1	6.4	5.5	Versicolor
9.2	5.5	2.5	3.7	Setosa
8.3	3.2	4.6	5.5	Versicolor
11.0	5.5	5.8	5.7	Virginica
12.2	6.3	10.2	3.0	Virginica
7.7	4.6	8.1	4.4	Virginica
10.6	7.4	6.1	2.3	Versicolor
10.7	6.7	6.0	5.3	Virginica
7.3	7.3	8.2	5.6	Versicolor
8.3	6.0	6.4	6.0	Versicolor
6.4	8.4	2.8	0.4	Setosa
9.4	6.2	5.8	2.8	Versicolor
5.7	6.3	7.0	2.3	Versicolor
7.5	4.0	8.0	4.8	Versicolor
7.2	4.7	6.0	3.0	Versicolor
10.3	5.3	7.6	5.5	Virginica
8.0	5.9	5.7	3.0	Versicolor
7.9	8.1	1.9	3.1	Setosa
9.3	5.4	7.3	4.3	Virginica
7.9	7.7	8.2	5.8	Virginica
5.5	3.2	4.2	4.2	Setosa
7.5	7.0	4.8	1.7	Setosa
8.0	8.7	5.4	0.2	Setosa
9.2	4.4	7.2	4.8	Versicolor
9.1	6.0	5.6	3.3	Versicolor
7.3	6.1	4.0	2.7	Versicolor
9.9	6.3	10.1	5.6	Virginica
8.8	2.8	7.4	1.8	Versicolor
10.5	3.5	5.8	5.3	Virginica
8.7	7.3	8.3	4.3	Virginica
7.7	4.1	10.4	2.3	Virginica
5.9	6.0	6.0	5.7	Virginica
8.5	5.2	8.0	3.5	Versicolor
9.5	5.0	7.0	5.8	Virginica
7.2	4.6	7.0	3.5	Versicolor
8.9	6.4	7.3	5.8	Versicolor
9.0	4.2	6.6	3.5	Virginica
8.4	5.1	9.6	3.8	Virginica
9.8	7.5	8.0	5.1	Virginica
7.0	6.5	1.8	1.3	Setosa
8.4	6.0	7.1	4.8	Virginica
5.9	6.9	5.7	4.7	Setosa
8.1	7.8	3.0	3.3	Setosa
8.4	4.0	3.8	3.7	Setosa
6.0	5.4	4.0	4.7	Setosa
8.5	4.0	4.5	2.5	Versicolor
5.8	6.3	8.6	3.9	Virginica
7.1	6.3	5.5	2.8	Versicolor
11.7	3.6	6.1	5.0	Virginica
8.4	6.1	1.5	1.6	Setosa
9.7	5.0	9.6	3.8	Virginica
5.1	5.8	4.6	2.2	Setosa
4.8	3.5	2.4	1.8	Setosa
7.3	5.7	6.1	1.9	Virginica
6.8	3.9	4.1	0.7	Setosa
7.5	5.8	4.4	0.7	Setosa
