petal.width	variety
1.1	Setosa
1.4	Versicolor
2.3	Virginica
4.5	Virginica
4.5	Versicolor
1.7	Versicolor
4.5	Virginica
3.2	Virginica
4.2	Setosa
2.3	Versicolor
3.4	Virginica
4.5	Versicolor
1.2	Setosa
1.8	Virginica
6.8	Virginica
3.8	Virginica
3.1	Virginica
0.2	Setosa
1.7	Setosa
2.5	Versicolor
4.4	Setosa
2.6	Virginica
6.3	Virginica
1.8	Versicolor
4.6	Virginica
3.8	Versicolor
3.9	Virginica
4.7	Virginica
0.7	Setosa
2.1	Versicolor
0.9	Setosa
6.3	Virginica
1.1	Versicolor
3.9	Versicolor
2.8	Versicolor
4.7	Setosa
0.2	Setosa
2.7	Setosa
4.3	Virginica
5.3	Versicolor
4.5	Versicolor
5.8	Versicolor
0.3	Setosa
4.4	Virginica
2.3	Setosa
2.9	Versicolor
2.4	Virginica
0.2	Setosa
6.0	Versicolor
4.2	Setosa
2.6	Virginica
5.4	Versicolor
1.2	Versicolor
3.7	Setosa
4.6	Virginica
6.4	Virginica
0.3	Setosa
4.5	Versicolor
6.0	Versicolor
3.3	Versicolor
5.5	Versicolor
2.0	Virginica
2.7	Setosa
3.2	Versicolor
3.4	Versicolor
3.2	Versicolor
5.5	Versicolor
4.1	Setosa
5.0	Versicolor
0.3	Setosa
3.4	Versicolor
5.3	Virginica
3.7	Setosa
5.8	Virginica
3.5	Virginica
5.2	Virginica
2.2	Setosa
2.3	Versicolor
1.7	Setosa
6.5	Virginica
2.7	Setosa
2.8	Virginica
4.9	Setosa
3.3	Virginica
3.3	Virginica
3.3	Versicolor
4.6	Versicolor
0.3	Setosa
0.7	Setosa
3.1	Virginica
3.2	Setosa
5.9	Versicolor
3.9	Setosa
2.5	Versicolor
4.7	Setosa
6.4	Virginica
1.8	Virginica
3.7	Setosa
3.8	Versicolor
2.5	Versicolor
3.8	Versicolor
1.3	Versicolor
1.6	Setosa
5.5	Virginica
2.9	Setosa
