petal.length	variety
5.1	Virginica
6.0	Setosa
5.4	Setosa
6.1	Versicolor
9.5	Virginica
2.8	Setosa
7.6	Versicolor
5.5	Setosa
7.2	Versicolor
5.8	Versicolor
6.9	Versicolor
9.8	Virginica
2.9	Setosa
4.7	Versicolor
2.9	Setosa
7.2	Virginica
5.4	Setosa
2.8	Setosa
8.5	Versicolor
7.7	Versicolor
2.9	Setosa
7.7	Versicolor
3.2	Setosa
6.1	Virginica
3.6	Setosa
5.7	Virginica
7.5	Versicolor
10.0	Virginica
9.4	Virginica
6.7	Versicolor
6.1	Setosa
7.6	Versicolor
1.6	Setosa
5.5	Setosa
8.5	Virginica
3.5	Setosa
7.6	Versicolor
2.4	Setosa
2.9	Setosa
5.6	Virginica
6.8	Versicolor
8.9	Virginica
4.2	Setosa
6.0	Versicolor
5.3	Versicolor
6.9	Virginica
8.1	Virginica
5.6	Versicolor
4.0	Setosa
2.8	Setosa
6.3	Virginica
1.5	Setosa
7.6	Virginica
6.7	Versicolor
2.4	Setosa
6.9	Virginica
8.4	Virginica
4.3	Setosa
8.7	Versicolor
6.0	Virginica
7.9	Versicolor
3.8	Versicolor
3.5	Setosa
5.9	Virginica
5.4	Versicolor
9.4	Virginica
6.4	Versicolor
8.9	Virginica
6.2	Versicolor
8.1	Virginica
1.5	Setosa
5.6	Virginica
5.5	Versicolor
3.4	Setosa
5.7	Virginica
8.8	Virginica
6.5	Virginica
9.4	Versicolor
6.0	Versicolor
5.7	Setosa
7.6	Virginica
1.6	Setosa
6.7	Virginica
2.6	Setosa
6.8	Virginica
9.1	Virginica
4.8	Setosa
5.3	Versicolor
5.8	Virginica
6.5	Virginica
6.0	Versicolor
2.0	Setosa
4.0	Versicolor
8.1	Virginica
5.8	Virginica
7.3	Versicolor
7.9	Versicolor
5.7	Setosa
1.5	Setosa
1.2	Setosa
6.5	Virginica
6.0	Versicolor
4.6	Setosa
5.9	Setosa
9.1	Virginica
