sepal.width	petal.length	petal.width	variety
7.2	3.6	3.7	Setosa
4.2	7.7	2.3	Versicolor
7.9	3.6	4.9	Setosa
5.0	7.5	4.2	Versicolor
3.9	6.0	3.2	Setosa
6.5	9.8	2.2	Virginica
4.4	5.7	1.9	Setosa
3.6	4.9	2.7	Versicolor
3.1	4.5	1.2	Versicolor
7.8	10.4	5.0	Virginica
3.5	1.4	0.3	Setosa
4.8	8.0	1.3	Versicolor
7.1	5.4	3.1	Setosa
3.6	9.5	2.3	Virginica
4.5	4.5	4.3	Versicolor
6.4	10.3	4.3	Virginica
6.5	7.5	5.2	Virginica
6.7	7.4	4.4	Versicolor
4.3	8.7	5.7	Virginica
8.3	2.0	2.3	Setosa
5.0	7.1	5.8	Virginica
6.5	5.9	3.6	Versicolor
7.0	1.3	3.2	Setosa
3.9	7.7	2.8	Versicolor
4.0	2.9	1.8	Setosa
3.8	5.7	6.1	Virginica
6.7	6.0	3.0	Versicolor
6.6	4.5	3.6	Setosa
7.9	3.5	1.9	Setosa
4.7	7.1	1.9	Virginica
4.9	1.7	1.7	Setosa
4.3	2.8	3.8	Setosa
6.4	4.5	2.2	Setosa
2.8	4.8	5.3	Virginica
5.4	7.3	1.0	Versicolor
7.0	9.0	5.9	Virginica
7.4	4.9	0.8	Setosa
5.2	8.0	3.5	Versicolor
7.5	6.6	2.8	Versicolor
2.8	7.1	2.4	Virginica
4.9	3.6	3.2	Setosa
5.5	4.9	4.9	Versicolor
5.5	4.3	0.3	Setosa
3.1	6.0	4.1	Setosa
3.1	9.1	6.4	Virginica
6.9	8.7	1.4	Versicolor
2.7	5.5	4.0	Versicolor
3.8	10.1	2.1	Virginica
5.3	7.0	3.3	Versicolor
5.7	7.1	3.6	Versicolor
3.4	5.0	4.0	Versicolor
6.0	5.4	3.2	Setosa
5.8	7.5	4.8	Versicolor
5.1	6.2	3.0	Versicolor
7.1	8.4	2.0	Versicolor
5.4	7.0	4.6	Versicolor
7.9	3.9	4.7	Setosa
4.1	5.0	1.7	Setosa
6.0	6.2	2.5	Versicolor
3.2	2.7	4.2	Setosa
3.5	8.0	4.5	Versicolor
7.0	8.1	3.6	Virginica
4.2	6.3	2.9	Virginica
3.3	7.8	1.0	Versicolor
5.4	8.9	6.8	Virginica
4.5	6.5	6.6	Virginica
6.3	9.2	4.1	Versicolor
6.6	4.0	0.2	Setosa
4.5	5.5	2.5	Virginica
3.7	7.0	2.3	Virginica
6.0	3.6	2.6	Setosa
3.8	5.1	3.5	Versicolor
5.7	5.1	4.0	Virginica
5.7	3.9	0.7	Setosa
7.4	5.6	5.9	Virginica
7.0	3.5	4.1	Versicolor
4.8	3.4	1.4	Setosa
4.7	5.1	1.5	Versicolor
5.5	8.3	3.8	Virginica
2.8	8.6	3.0	Virginica
3.7	5.0	4.2	Setosa
6.8	7.6	4.2	Virginica
5.5	9.8	3.3	Virginica
4.5	7.6	1.8	Virginica
7.0	4.6	0.2	Setosa
6.4	9.1	2.3	Virginica
3.7	7.9	5.8	Virginica
3.9	3.8	2.9	Setosa
3.4	2.0	3.9	Setosa
7.5	3.9	1.6	Setosa
5.8	6.0	5.0	Virginica
7.0	5.8	1.6	Virginica
7.8	3.6	2.7	Setosa
4.3	5.9	2.5	Virginica
7.3	2.9	3.7	Setosa
5.1	2.1	2.2	Setosa
7.6	7.6	4.3	Virginica
7.3	7.7	4.5	Virginica
2.9	5.2	1.0	Versicolor
4.2	5.4	1.7	Versicolor
3.0	6.5	4.3	Virginica
6.5	2.9	1.7	Setosa
4.0	7.1	3.4	Versicolor
7.5	10.4	4.1	Virginica
4.2	1.5	0.4	Setosa
