sepal.length	sepal.width	variety
6.2	5.9	Versicolor
6.1	6.6	Setosa
6.5	4.5	Setosa
9.0	3.5	Virginica
7.9	6.3	Virginica
9.0	5.9	Versicolor
7.4	5.7	Virginica
9.8	5.8	Versicolor
9.5	7.4	Setosa
8.3	5.2	Setosa
7.1	6.8	Setosa
6.9	5.6	Virginica
10.1	3.9	Versicolor
7.8	7.8	Versicolor
6.6	5.9	Setosa
9.5	4.2	Versicolor
9.4	8.3	Virginica
6.5	3.8	Setosa
6.2	3.9	Virginica
9.8	7.7	Virginica
8.2	6.5	Virginica
5.8	3.7	Virginica
8.7	7.1	Virginica
6.8	7.2	Virginica
10.3	2.8	Versicolor
7.6	3.5	Versicolor
10.2	4.0	Versicolor
11.2	4.1	Versicolor
9.2	7.9	Setosa
7.4	5.9	Setosa
7.0	7.5	Setosa
9.0	7.1	Setosa
10.8	6.2	Virginica
6.1	4.8	Versicolor
5.9	5.0	Setosa
8.7	4.0	Virginica
8.4	6.4	Setosa
6.5	4.7	Versicolor
8.6	6.1	Virginica
8.4	7.5	Versicolor
5.5	7.8	Setosa
7.3	4.4	Virginica
6.0	4.0	Versicolor
9.3	5.0	Versicolor
5.9	6.1	Setosa
7.9	3.7	Versicolor
9.4	5.0	Virginica
8.6	3.5	Versicolor
7.8	5.5	Setosa
10.3	3.3	Virginica
6.5	6.9	Versicolor
6.5	4.7	Setosa
7.1	7.0	Versicolor
6.1	3.9	Versicolor
4.9	7.1	Setosa
8.0	5.5	Virginica
5.2	4.2	Versicolor
11.2	4.6	Virginica
7.2	2.5	Virginica
10.4	6.7	Virginica
10.2	2.7	Versicolor
5.7	3.5	Setosa
6.7	5.2	Setosa
4.8	5.9	Setosa
7.2	3.8	Virginica
7.2	4.4	Versicolor
8.9	4.7	Versicolor
7.7	4.3	Virginica
8.1	4.2	Versicolor
7.4	5.2	Virginica
5.4	3.7	Setosa
7.9	6.2	Setosa
9.0	4.0	Virginica
9.2	5.8	Setosa
7.2	4.5	Versicolor
5.8	4.5	Setosa
5.0	8.0	Setosa
8.0	7.5	Setosa
8.0	5.1	Versicolor
9.6	5.5	Setosa
7.4	7.1	Virginica
10.1	7.5	Versicolor
8.4	6.3	Virginica
8.1	7.5	Virginica
7.1	3.2	Setosa
9.6	8.3	Setosa
9.2	3.8	Virginica
9.5	5.8	Versicolor
8.4	5.3	Virginica
8.3	4.4	Virginica
8.7	3.8	Versicolor
8.2	4.1	Versicolor
6.1	3.5	Virginica
9.7	7.5	Virginica
6.3	6.1	Versicolor
8.8	3.1	Setosa
9.5	4.2	Versicolor
8.5	5.9	Versicolor
6.9	2.9	Versicolor
6.6	3.4	Versicolor
6.1	7.3	Versicolor
9.8	5.0	Virginica
8.2	4.1	Setosa
9.4	6.4	Versicolor
11.4	5.1	Versicolor
