petal.length	variety
3.3	Setosa
2.4	Setosa
5.5	Virginica
1.5	Setosa
7.7	Versicolor
5.5	Setosa
6.9	Virginica
5.0	Setosa
6.3	Virginica
3.9	Setosa
9.8	Virginica
7.4	Versicolor
5.1	Versicolor
4.4	Setosa
1.4	Setosa
5.5	Setosa
5.7	Virginica
7.3	Versicolor
5.4	Setosa
7.1	Virginica
5.4	Setosa
8.4	Versicolor
8.5	Versicolor
3.4	Setosa
6.3	Versicolor
8.5	Versicolor
5.7	Versicolor
9.6	Virginica
9.6	Virginica
1.5	Setosa
5.9	Versicolor
7.0	Virginica
8.5	Virginica
7.6	Versicolor
3.6	Setosa
5.9	Versicolor
9.5	Virginica
2.7	Setosa
7.3	Versicolor
4.1	Versicolor
7.4	Virginica
6.7	Virginica
4.7	Setosa
8.0	Versicolor
5.5	Virginica
8.1	Virginica
5.1	Setosa
5.0	Versicolor
2.9	Setosa
9.6	Virginica
7.7	Versicolor
9.0	Virginica
8.8	Virginica
2.0	Setosa
2.3	Setosa
5.7	Virginica
4.0	Setosa
7.7	Versicolor
3.5	Setosa
3.1	Setosa
5.0	Versicolor
5.4	Versicolor
2.8	Setosa
2.4	Setosa
5.6	Versicolor
8.9	Virginica
2.9	Setosa
5.5	Versicolor
7.7	Virginica
8.6	Virginica
4.2	Setosa
9.7	Virginica
3.7	Setosa
6.1	Virginica
7.4	Virginica
5.5	Versicolor
6.1	Setosa
1.5	Setosa
7.0	Versicolor
5.8	Versicolor
7.2	Virginica
6.8	Versicolor
5.2	Setosa
7.1	Virginica
2.4	Setosa
2.0	Setosa
8.1	Virginica
2.3	Setosa
4.1	Versicolor
2.0	Setosa
8.7	Versicolor
5.3	Virginica
5.7	Versicolor
7.0	Versicolor
2.1	Setosa
5.9	Versicolor
8.5	Virginica
3.6	Setosa
7.1	Versicolor
9.6	Versicolor
3.8	Setosa
8.0	Versicolor
8.7	Versicolor
5.8	Virginica
9.3	Versicolor
