sepal.width	variety
3.6	Virginica
6.3	Virginica
7.5	Setosa
6.0	Virginica
3.1	Versicolor
5.8	Setosa
4.0	Versicolor
4.2	Setosa
5.5	Versicolor
2.9	Virginica
6.3	Virginica
5.3	Setosa
4.6	Setosa
5.3	Versicolor
6.4	Setosa
4.9	Setosa
7.9	Setosa
4.1	Setosa
7.4	Setosa
6.5	Setosa
6.0	Virginica
5.8	Versicolor
2.8	Versicolor
7.3	Setosa
3.0	Virginica
6.0	Setosa
7.2	Versicolor
4.5	Virginica
6.7	Setosa
6.5	Setosa
7.5	Virginica
3.7	Versicolor
6.1	Virginica
6.2	Virginica
7.9	Setosa
5.4	Virginica
5.2	Virginica
3.0	Setosa
6.7	Setosa
5.9	Setosa
3.8	Versicolor
4.6	Virginica
2.8	Versicolor
6.2	Versicolor
7.4	Setosa
5.7	Virginica
2.8	Virginica
3.1	Virginica
6.2	Versicolor
5.2	Setosa
6.1	Versicolor
5.2	Virginica
6.0	Virginica
6.6	Virginica
7.5	Virginica
4.0	Versicolor
6.0	Setosa
6.5	Virginica
6.8	Virginica
6.3	Versicolor
4.0	Virginica
5.9	Setosa
3.4	Versicolor
4.5	Virginica
5.6	Versicolor
5.8	Virginica
4.5	Versicolor
5.9	Setosa
7.0	Virginica
5.0	Virginica
6.5	Versicolor
5.2	Versicolor
5.0	Versicolor
2.9	Versicolor
4.8	Virginica
6.2	Virginica
5.8	Virginica
3.9	Setosa
4.3	Virginica
7.5	Versicolor
4.4	Virginica
4.8	Setosa
5.2	Virginica
7.9	Setosa
4.6	Setosa
5.2	Setosa
5.0	Setosa
8.6	Setosa
4.0	Virginica
4.5	Setosa
7.4	Versicolor
4.7	Versicolor
3.8	Virginica
6.8	Virginica
5.9	Virginica
7.5	Setosa
7.3	Setosa
6.4	Versicolor
5.8	Setosa
6.2	Versicolor
5.2	Setosa
6.0	Virginica
6.0	Versicolor
2.7	Virginica
5.8	Versicolor
