petal.length	petal.width	variety
5.0	2.1	Versicolor
6.5	1.5	Versicolor
4.4	2.7	Setosa
3.8	1.7	Setosa
8.2	2.9	Versicolor
5.5	4.2	Setosa
3.0	2.6	Versicolor
8.0	5.2	Versicolor
5.5	3.7	Virginica
3.4	3.7	Setosa
1.9	3.7	Setosa
4.7	4.8	Setosa
5.6	4.3	Virginica
4.6	0.6	Setosa
10.3	2.3	Virginica
5.5	1.2	Setosa
3.5	4.4	Setosa
10.4	3.3	Virginica
4.9	6.3	Virginica
7.1	5.4	Virginica
7.0	4.3	Virginica
7.7	1.7	Versicolor
4.5	3.0	Versicolor
8.1	3.6	Versicolor
2.5	3.2	Setosa
2.0	0.7	Setosa
5.4	2.8	Setosa
9.6	2.1	Virginica
5.3	2.4	Setosa
9.2	3.8	Virginica
6.1	1.2	Setosa
5.9	4.9	Setosa
8.4	1.5	Versicolor
8.9	4.0	Virginica
9.2	5.2	Virginica
6.2	5.4	Versicolor
2.7	2.4	Setosa
7.0	1.8	Versicolor
3.5	4.4	Setosa
7.6	3.8	Versicolor
4.9	4.7	Versicolor
7.9	2.6	Virginica
2.9	2.2	Setosa
8.7	4.0	Virginica
3.4	3.2	Setosa
4.6	4.9	Setosa
8.8	4.3	Virginica
4.4	0.7	Setosa
6.5	5.8	Versicolor
5.9	3.3	Setosa
6.6	5.1	Virginica
9.3	3.3	Virginica
6.1	3.3	Versicolor
9.1	6.0	Virginica
5.3	4.6	Versicolor
7.6	4.0	Virginica
10.0	2.6	Virginica
1.2	1.7	Setosa
8.1	3.8	Versicolor
5.4	5.0	Versicolor
8.7	5.1	Versicolor
5.9	2.8	Virginica
4.7	4.0	Versicolor
5.8	5.3	Versicolor
5.2	3.2	Setosa
5.1	0.2	Setosa
10.5	2.3	Virginica
4.6	5.9	Versicolor
7.9	3.8	Versicolor
5.0	2.0	Virginica
7.8	5.3	Virginica
4.6	2.7	Setosa
5.0	2.0	Versicolor
4.5	3.6	Setosa
4.8	3.7	Setosa
7.1	2.5	Versicolor
4.8	2.3	Versicolor
5.2	1.5	Versicolor
9.6	2.9	Virginica
8.6	4.4	Virginica
7.5	1.8	Versicolor
6.0	1.2	Setosa
5.9	4.8	Virginica
7.5	4.2	Versicolor
1.4	3.7	Setosa
6.6	5.9	Virginica
8.2	6.6	Virginica
8.7	4.3	Virginica
2.1	4.6	Setosa
8.4	2.4	Versicolor
3.5	0.6	Setosa
7.0	2.0	Versicolor
4.3	0.8	Setosa
4.5	4.3	Setosa
8.6	5.2	Virginica
5.6	1.8	Virginica
7.3	3.3	Versicolor
4.7	1.7	Versicolor
3.9	3.2	Setosa
7.5	4.5	Virginica
5.0	2.2	Setosa
8.1	6.3	Virginica
5.0	4.7	Setosa
5.3	0.2	Setosa
8.9	2.9	Versicolor
