petal.width	variety
6.2	Virginica
4.1	Versicolor
4.4	Versicolor
3.3	Virginica
4.2	Virginica
3.5	Versicolor
1.8	Versicolor
5.1	Versicolor
1.3	Versicolor
3.0	Versicolor
4.3	Virginica
0.4	Setosa
3.8	Virginica
4.7	Versicolor
1.6	Setosa
4.2	Setosa
2.2	Setosa
1.3	Versicolor
4.0	Versicolor
1.7	Versicolor
2.8	Virginica
3.8	Setosa
2.9	Setosa
1.8	Virginica
3.0	Versicolor
4.7	Setosa
4.7	Setosa
5.0	Virginica
5.3	Versicolor
3.7	Setosa
4.0	Versicolor
4.5	Setosa
1.8	Versicolor
3.4	Setosa
1.8	Virginica
2.2	Setosa
1.3	Versicolor
5.4	Virginica
3.2	Virginica
4.2	Setosa
5.1	Virginica
4.7	Setosa
3.8	Setosa
3.3	Versicolor
3.8	Setosa
2.3	Virginica
3.0	Versicolor
0.7	Setosa
1.2	Versicolor
3.7	Setosa
0.3	Setosa
2.8	Virginica
2.5	Virginica
3.7	Setosa
0.7	Setosa
2.4	Versicolor
4.9	Versicolor
2.4	Setosa
1.7	Versicolor
2.4	Virginica
3.0	Virginica
2.8	Setosa
1.2	Setosa
3.7	Setosa
2.2	Setosa
6.3	Virginica
3.8	Virginica
5.9	Virginica
3.0	Versicolor
5.1	Virginica
5.5	Versicolor
4.0	Virginica
0.6	Setosa
0.2	Setosa
3.2	Setosa
6.0	Versicolor
3.7	Setosa
4.5	Versicolor
1.3	Setosa
2.4	Virginica
2.7	Virginica
3.1	Virginica
5.8	Versicolor
2.6	Versicolor
5.8	Virginica
1.8	Versicolor
1.8	Virginica
2.7	Setosa
2.3	Virginica
3.0	Versicolor
3.7	Setosa
2.5	Versicolor
0.6	Setosa
5.5	Versicolor
4.3	Virginica
2.5	Versicolor
1.7	Setosa
4.3	Versicolor
3.3	Versicolor
5.3	Virginica
4.2	Setosa
5.5	Versicolor
5.7	Versicolor
1.1	Versicolor
4.7	Setosa
