sepal.width	petal.length	variety
6.2	8.4	Versicolor
2.8	4.9	Versicolor
6.5	5.2	Setosa
5.5	5.2	Virginica
7.3	7.1	Virginica
7.1	7.1	Virginica
6.9	9.1	Virginica
8.9	3.5	Setosa
4.2	6.0	Versicolor
7.2	2.5	Setosa
5.2	4.3	Setosa
4.4	6.0	Setosa
5.0	8.6	Versicolor
5.3	8.0	Versicolor
3.5	8.0	Versicolor
6.8	8.2	Virginica
7.2	4.9	Versicolor
4.4	2.9	Setosa
5.9	9.6	Virginica
6.2	3.5	Setosa
5.8	9.6	Virginica
2.6	5.0	Versicolor
5.4	1.9	Setosa
7.0	7.9	Virginica
4.0	4.9	Versicolor
3.7	7.0	Versicolor
5.8	8.7	Versicolor
4.5	10.1	Virginica
5.5	9.0	Virginica
7.3	7.0	Versicolor
8.0	5.8	Setosa
6.3	2.7	Setosa
7.6	1.6	Setosa
7.6	6.9	Versicolor
8.0	4.9	Setosa
5.0	5.1	Virginica
3.0	7.9	Versicolor
4.0	6.0	Versicolor
6.4	6.6	Versicolor
6.9	5.6	Versicolor
3.3	3.9	Setosa
6.7	5.1	Virginica
6.5	6.4	Versicolor
7.2	5.2	Setosa
8.6	4.5	Setosa
5.4	8.7	Versicolor
3.7	3.6	Setosa
4.1	1.9	Setosa
5.3	4.8	Virginica
7.3	2.7	Setosa
3.5	4.5	Setosa
3.9	7.5	Versicolor
3.8	6.1	Virginica
7.6	10.6	Virginica
7.0	7.0	Virginica
7.2	4.8	Versicolor
4.0	2.1	Setosa
4.2	6.5	Versicolor
5.5	8.8	Virginica
4.0	8.0	Virginica
6.0	5.8	Virginica
2.6	7.4	Versicolor
4.8	7.1	Versicolor
5.8	7.8	Versicolor
6.7	5.0	Setosa
4.5	2.9	Setosa
7.6	1.0	Setosa
7.2	8.1	Versicolor
2.9	5.8	Versicolor
6.8	7.7	Virginica
7.4	3.5	Setosa
5.1	1.5	Setosa
4.0	5.6	Versicolor
6.0	5.3	Setosa
5.5	9.6	Virginica
8.3	3.5	Setosa
3.2	2.3	Setosa
4.9	4.1	Setosa
7.4	6.9	Virginica
6.5	5.2	Versicolor
5.7	6.1	Versicolor
5.2	10.2	Virginica
3.8	6.9	Virginica
5.8	3.3	Setosa
4.5	5.5	Versicolor
7.3	5.1	Virginica
3.9	3.2	Setosa
3.5	9.0	Versicolor
2.6	9.6	Virginica
4.4	1.9	Setosa
6.0	4.1	Setosa
7.9	5.7	Setosa
6.3	10.2	Virginica
7.0	6.5	Virginica
4.8	6.1	Setosa
6.4	2.4	Setosa
5.0	5.8	Setosa
4.0	8.7	Versicolor
5.7	6.3	Virginica
5.7	5.4	Virginica
3.7	8.1	Virginica
7.5	7.3	Virginica
6.6	2.9	Setosa
4.9	4.8	Versicolor
5.0	6.5	Virginica
