sepal.width	variety
4.1	Versicolor
4.0	Setosa
4.9	Setosa
4.9	Versicolor
7.6	Setosa
3.7	Versicolor
3.7	Virginica
6.3	Setosa
4.6	Versicolor
3.2	Virginica
4.8	Setosa
4.3	Virginica
6.1	Versicolor
3.0	Virginica
3.3	Virginica
4.3	Versicolor
6.7	Virginica
7.9	Setosa
7.2	Versicolor
6.9	Versicolor
7.5	Versicolor
5.8	Versicolor
5.5	Versicolor
8.3	Virginica
3.4	Versicolor
4.8	Virginica
4.8	Virginica
2.9	Versicolor
3.6	Virginica
8.1	Virginica
6.0	Versicolor
5.5	Virginica
4.3	Versicolor
6.6	Versicolor
3.3	Setosa
6.2	Setosa
4.5	Virginica
4.4	Virginica
7.9	Setosa
6.3	Virginica
3.7	Setosa
2.7	Versicolor
7.2	Setosa
4.8	Versicolor
4.4	Setosa
5.3	Setosa
4.4	Setosa
3.7	Setosa
7.3	Setosa
6.6	Setosa
7.3	Virginica
6.0	Virginica
5.4	Setosa
7.8	Setosa
7.1	Virginica
2.5	Versicolor
2.8	Versicolor
2.9	Virginica
6.6	Setosa
5.3	Virginica
7.9	Setosa
7.3	Virginica
6.0	Virginica
4.0	Virginica
7.0	Virginica
4.8	Versicolor
7.4	Setosa
7.6	Versicolor
7.6	Setosa
3.2	Virginica
4.0	Virginica
7.1	Virginica
7.9	Setosa
5.0	Virginica
6.0	Setosa
3.9	Versicolor
5.9	Setosa
3.5	Setosa
8.2	Setosa
6.3	Virginica
4.8	Versicolor
8.0	Setosa
5.4	Virginica
3.2	Setosa
3.5	Versicolor
6.8	Versicolor
7.8	Setosa
6.1	Virginica
4.0	Versicolor
6.2	Versicolor
6.9	Setosa
5.4	Versicolor
8.2	Setosa
6.7	Virginica
4.7	Virginica
5.9	Versicolor
3.7	Virginica
8.0	Setosa
7.5	Setosa
4.7	Virginica
6.5	Virginica
5.0	Virginica
5.3	Virginica
7.4	Versicolor
4.0	Setosa
