petal.length	petal.width	variety
7.6	1.8	Versicolor
3.6	3.7	Setosa
10.2	5.8	Virginica
8.4	3.2	Versicolor
5.9	2.7	Setosa
7.5	5.6	Versicolor
7.7	3.0	Virginica
7.5	5.5	Versicolor
5.5	0.4	Setosa
4.4	0.6	Setosa
2.9	4.3	Setosa
5.4	5.0	Virginica
1.9	4.1	Setosa
5.6	2.9	Virginica
3.1	4.1	Setosa
3.2	3.2	Setosa
6.5	1.5	Versicolor
7.7	3.6	Virginica
5.4	2.2	Setosa
5.0	6.2	Virginica
1.4	0.7	Setosa
5.0	2.2	Versicolor
5.1	1.9	Virginica
8.9	5.3	Virginica
7.6	2.5	Virginica
4.3	0.7	Setosa
8.7	4.9	Versicolor
8.5	3.5	Versicolor
6.4	3.9	Versicolor
5.7	2.2	Setosa
9.5	2.8	Virginica
7.8	2.3	Versicolor
5.3	2.5	Versicolor
7.5	3.5	Versicolor
7.9	3.0	Virginica
2.9	4.7	Setosa
3.0	4.2	Setosa
1.5	3.2	Setosa
5.8	1.5	Versicolor
1.7	5.0	Setosa
7.1	5.5	Virginica
7.8	3.3	Virginica
4.8	2.8	Setosa
6.9	2.0	Versicolor
5.8	4.9	Virginica
8.4	5.3	Virginica
8.7	5.8	Versicolor
2.4	2.2	Setosa
5.9	1.8	Setosa
8.4	5.1	Virginica
4.9	1.2	Setosa
9.6	5.3	Virginica
6.1	3.9	Virginica
9.2	5.3	Virginica
1.4	0.2	Setosa
1.5	2.8	Setosa
1.5	2.7	Setosa
8.4	3.2	Versicolor
7.9	5.8	Versicolor
1.5	0.2	Setosa
6.3	3.8	Versicolor
8.3	6.3	Virginica
8.4	4.9	Versicolor
6.0	3.0	Versicolor
6.0	6.3	Virginica
6.1	3.9	Virginica
8.6	6.0	Virginica
8.3	1.4	Versicolor
6.3	4.7	Virginica
2.3	0.7	Setosa
5.1	0.7	Setosa
7.7	5.2	Virginica
5.7	4.8	Versicolor
3.0	0.7	Setosa
7.0	3.3	Versicolor
2.1	3.4	Setosa
4.1	0.2	Setosa
4.0	4.2	Versicolor
8.4	4.9	Versicolor
5.0	1.2	Setosa
7.0	5.9	Virginica
2.2	3.4	Setosa
7.4	2.6	Virginica
8.4	2.8	Virginica
5.8	2.8	Virginica
1.6	4.7	Setosa
4.6	1.3	Versicolor
2.0	3.7	Setosa
5.2	5.2	Versicolor
9.0	6.1	Virginica
8.3	6.8	Virginica
9.6	4.3	Virginica
3.5	0.2	Setosa
6.7	3.5	Versicolor
4.9	2.2	Setosa
9.4	5.5	Versicolor
4.7	5.0	Versicolor
7.5	4.3	Versicolor
8.1	3.6	Versicolor
3.8	4.8	Setosa
9.1	5.4	Virginica
5.6	3.9	Virginica
6.5	7.0	Virginica
2.7	2.3	Setosa
10.1	3.9	Virginica
