sepal.length	sepal.width	petal.length	variety
6.5	4.2	4.0	Versicolor
6.6	5.0	7.4	Virginica
10.7	6.5	5.8	Virginica
6.5	5.0	4.1	Setosa
8.7	4.5	6.2	Virginica
7.0	5.5	6.5	Virginica
7.7	7.9	1.5	Setosa
8.9	6.1	5.5	Setosa
11.5	6.2	8.7	Versicolor
9.8	6.7	6.9	Versicolor
8.3	3.2	6.1	Virginica
6.4	3.0	5.0	Virginica
7.3	5.4	5.4	Setosa
6.6	6.1	5.6	Virginica
6.2	4.6	4.0	Setosa
8.7	7.4	7.7	Versicolor
8.7	6.0	7.5	Versicolor
9.9	5.5	4.2	Versicolor
7.1	6.4	6.0	Setosa
9.6	4.8	3.5	Setosa
6.7	7.9	5.4	Virginica
6.0	4.2	6.1	Versicolor
7.2	4.1	6.2	Versicolor
8.6	4.0	4.1	Versicolor
10.2	2.6	7.5	Versicolor
6.7	5.0	7.7	Versicolor
6.9	3.0	5.3	Setosa
7.3	8.0	3.2	Setosa
9.2	5.3	8.6	Versicolor
5.4	6.0	4.5	Versicolor
7.9	7.7	8.7	Virginica
6.5	3.9	2.5	Setosa
9.9	6.9	4.2	Setosa
8.3	7.4	6.6	Virginica
8.9	3.9	1.3	Setosa
9.4	4.5	7.6	Virginica
7.0	7.9	1.6	Setosa
9.6	4.0	7.1	Versicolor
10.7	6.0	6.3	Virginica
9.8	6.7	4.1	Versicolor
6.9	5.7	9.8	Virginica
5.4	6.6	5.5	Setosa
7.6	3.5	11.1	Virginica
6.7	3.2	7.9	Versicolor
6.8	7.0	6.5	Virginica
7.6	4.8	5.1	Setosa
6.3	5.5	3.9	Setosa
10.8	2.8	6.1	Virginica
11.4	8.3	7.4	Virginica
7.4	6.1	5.4	Setosa
8.5	6.8	7.1	Versicolor
9.3	5.6	7.0	Versicolor
9.1	3.6	4.5	Setosa
4.9	2.9	2.9	Setosa
7.7	5.7	1.3	Setosa
8.9	3.4	6.0	Setosa
7.8	3.2	9.6	Virginica
6.9	5.9	3.8	Versicolor
7.1	5.0	3.4	Setosa
10.5	6.2	6.1	Virginica
6.8	3.2	9.4	Virginica
7.6	7.8	6.4	Setosa
7.6	7.6	5.5	Setosa
8.8	4.5	1.4	Setosa
6.5	2.9	4.3	Versicolor
7.1	4.5	9.4	Virginica
7.5	3.5	2.3	Setosa
8.0	5.5	5.6	Setosa
5.5	2.6	6.4	Versicolor
5.4	6.7	1.3	Setosa
6.9	6.1	5.6	Virginica
8.5	4.4	5.7	Versicolor
7.6	5.7	8.7	Versicolor
10.9	4.6	5.4	Versicolor
10.5	2.9	6.5	Versicolor
5.1	7.9	4.9	Setosa
10.3	2.8	5.8	Versicolor
8.1	4.2	1.9	Setosa
10.0	2.8	5.0	Versicolor
7.0	5.0	8.8	Virginica
7.2	4.5	7.5	Virginica
8.7	4.1	6.1	Virginica
9.7	7.5	6.1	Virginica
7.5	5.8	5.3	Setosa
10.8	2.9	8.8	Virginica
5.8	4.9	5.6	Setosa
7.5	7.5	3.8	Setosa
7.7	8.3	3.2	Setosa
6.9	4.4	4.7	Setosa
9.1	7.4	3.6	Versicolor
9.5	4.2	9.0	Virginica
9.6	4.5	5.0	Versicolor
7.2	6.7	10.0	Virginica
10.4	4.8	8.6	Virginica
9.2	4.8	7.5	Versicolor
7.9	7.6	6.5	Virginica
10.7	3.6	4.4	Versicolor
8.6	6.4	6.6	Versicolor
9.5	6.0	4.5	Versicolor
10.1	3.0	5.5	Versicolor
5.1	4.7	6.0	Setosa
7.5	5.0	7.2	Virginica
8.9	7.4	5.3	Versicolor
8.4	5.2	5.0	Setosa
5.2	5.9	5.9	Setosa
