petal.length	variety
4.6	Setosa
5.3	Virginica
10.2	Virginica
4.0	Setosa
7.2	Virginica
8.3	Versicolor
2.5	Setosa
2.4	Setosa
6.3	Virginica
7.6	Versicolor
7.8	Virginica
1.8	Setosa
4.3	Versicolor
8.6	Virginica
4.4	Setosa
10.1	Virginica
8.9	Versicolor
9.1	Versicolor
9.2	Virginica
2.5	Setosa
2.4	Setosa
7.3	Versicolor
4.9	Setosa
7.1	Virginica
9.3	Virginica
7.2	Versicolor
9.1	Virginica
6.1	Virginica
7.9	Versicolor
4.2	Setosa
5.1	Versicolor
7.2	Versicolor
1.5	Setosa
6.0	Setosa
4.0	Setosa
5.1	Setosa
8.2	Versicolor
8.5	Versicolor
6.4	Virginica
4.3	Setosa
8.4	Versicolor
6.1	Virginica
7.0	Versicolor
9.0	Versicolor
3.6	Setosa
6.0	Versicolor
7.3	Virginica
8.1	Virginica
10.8	Virginica
5.9	Virginica
4.5	Setosa
5.0	Versicolor
8.0	Versicolor
5.4	Virginica
6.0	Setosa
5.6	Virginica
4.4	Setosa
10.4	Virginica
6.0	Setosa
9.4	Virginica
11.1	Virginica
6.0	Versicolor
4.7	Versicolor
8.9	Versicolor
7.4	Virginica
1.8	Setosa
5.3	Versicolor
3.8	Setosa
2.4	Setosa
4.7	Setosa
7.5	Versicolor
5.3	Versicolor
5.4	Setosa
6.0	Virginica
4.5	Versicolor
3.9	Setosa
4.4	Setosa
1.4	Setosa
5.2	Setosa
6.4	Versicolor
1.4	Setosa
7.7	Versicolor
4.0	Setosa
7.5	Versicolor
7.4	Versicolor
7.5	Virginica
9.8	Virginica
5.6	Virginica
8.2	Versicolor
7.6	Versicolor
7.7	Virginica
1.2	Setosa
6.7	Versicolor
9.6	Virginica
6.5	Versicolor
5.3	Setosa
6.0	Setosa
6.8	Versicolor
6.0	Versicolor
8.0	Virginica
1.2	Setosa
4.5	Setosa
5.7	Virginica
8.5	Virginica
9.3	Virginica
