sepal.length	sepal.width	petal.length	petal.width	variety
9.2	6.0	1.5	0.2	Setosa
6.7	6.5	7.7	5.7	Versicolor
10.0	6.0	7.3	3.8	Virginica
6.1	7.0	4.6	3.3	Versicolor
8.8	3.5	9.0	2.6	Virginica
9.7	6.6	8.6	3.9	Virginica
6.5	2.6	6.4	5.2	Versicolor
6.6	5.4	5.6	5.3	Versicolor
6.2	6.1	6.0	1.5	Versicolor
9.1	5.5	7.9	3.3	Virginica
11.1	5.5	10.1	5.1	Virginica
9.3	3.1	5.0	3.7	Versicolor
9.2	5.8	10.2	4.6	Virginica
6.9	5.4	2.9	4.7	Setosa
9.0	3.0	6.8	3.2	Virginica
6.8	5.2	9.1	2.9	Virginica
5.4	3.7	4.0	3.2	Setosa
7.3	5.8	10.0	3.0	Virginica
6.5	5.2	9.1	6.1	Versicolor
10.9	6.7	6.5	1.5	Versicolor
7.0	5.7	5.6	5.5	Virginica
4.5	5.8	5.8	4.3	Setosa
4.3	5.0	3.1	0.6	Setosa
7.7	3.5	5.7	5.8	Virginica
7.7	3.4	6.4	2.3	Virginica
6.4	5.6	4.9	4.6	Setosa
10.2	6.5	10.1	3.3	Virginica
6.8	7.1	5.6	3.2	Setosa
12.2	6.1	7.9	2.3	Virginica
10.4	6.5	5.7	2.0	Versicolor
10.6	2.8	5.0	4.8	Versicolor
8.2	6.6	7.6	2.5	Virginica
11.3	6.2	10.4	4.3	Virginica
6.7	6.6	8.4	3.4	Versicolor
9.8	2.7	5.6	1.5	Versicolor
4.6	6.1	1.5	1.7	Setosa
9.5	6.5	6.5	2.0	Versicolor
7.8	7.2	4.9	1.7	Versicolor
8.1	3.5	2.9	3.7	Setosa
9.3	6.5	1.4	0.8	Setosa
8.2	6.8	6.2	3.3	Setosa
7.1	4.0	6.9	2.4	Versicolor
9.2	3.9	8.2	5.3	Versicolor
6.3	3.8	7.6	4.0	Virginica
5.9	6.4	4.2	4.9	Setosa
5.7	7.4	3.4	1.7	Setosa
7.1	7.5	1.9	0.3	Setosa
7.4	7.1	9.4	1.5	Versicolor
9.1	2.8	9.2	1.2	Versicolor
7.0	4.0	4.3	1.7	Setosa
8.0	5.6	4.4	1.7	Setosa
10.2	6.9	4.3	2.3	Versicolor
7.9	7.6	4.0	3.2	Setosa
7.1	6.5	5.0	1.5	Versicolor
7.4	3.4	4.8	5.0	Versicolor
8.8	4.7	3.5	0.7	Setosa
9.9	3.1	5.9	6.6	Virginica
6.8	4.3	5.4	3.3	Versicolor
5.6	5.3	3.7	2.5	Setosa
10.9	7.2	5.3	4.9	Virginica
9.2	5.2	5.9	4.4	Versicolor
10.2	5.8	4.1	4.8	Versicolor
8.1	3.8	2.4	1.4	Setosa
6.5	4.0	4.5	5.3	Versicolor
8.9	6.9	3.7	3.7	Setosa
8.1	4.9	8.1	2.3	Versicolor
8.9	3.1	5.5	0.1	Setosa
10.8	3.4	8.1	2.9	Virginica
5.6	5.9	6.0	3.2	Setosa
8.9	3.5	2.8	4.2	Setosa
7.8	6.5	6.4	1.5	Versicolor
12.2	5.8	8.2	5.5	Virginica
7.5	6.8	5.3	2.0	Versicolor
8.0	6.9	7.0	5.5	Versicolor
9.2	6.8	9.2	2.7	Virginica
6.9	6.6	10.0	4.3	Virginica
7.5	5.8	5.4	1.7	Setosa
9.2	6.4	2.0	2.4	Setosa
7.9	5.2	9.7	4.3	Virginica
7.4	7.6	9.6	2.3	Virginica
6.2	4.3	6.5	4.3	Versicolor
8.3	5.7	9.1	5.9	Virginica
8.1	7.5	8.9	6.6	Virginica
6.7	5.2	3.1	4.7	Setosa
5.2	3.7	1.8	3.2	Setosa
7.0	5.2	8.5	4.5	Versicolor
11.2	3.0	7.0	5.2	Versicolor
12.4	6.3	8.9	3.0	Virginica
8.3	3.5	8.5	5.4	Virginica
8.0	6.2	1.9	2.7	Setosa
8.2	4.5	6.8	6.1	Virginica
10.2	6.7	7.0	3.8	Virginica
7.0	4.5	3.6	1.1	Setosa
5.1	3.7	2.5	1.9	Setosa
7.6	5.5	7.9	5.1	Versicolor
7.9	6.0	7.0	5.7	Virginica
5.8	3.9	3.9	2.7	Setosa
9.9	4.8	6.1	5.1	Virginica
9.7	6.6	8.7	3.0	Versicolor
8.8	4.4	7.3	2.8	Virginica
6.0	6.0	5.3	4.3	Setosa
5.0	3.4	6.1	3.9	Setosa
8.4	5.5	8.6	3.3	Virginica
6.6	5.0	8.1	4.9	Versicolor
5.9	5.7	9.3	5.8	Versicolor
