sepal.length	sepal.width	variety
8.8	4.3	Virginica
5.6	3.4	Versicolor
6.6	6.8	Setosa
9.7	4.4	Virginica
7.4	3.8	Virginica
9.9	5.9	Setosa
4.9	7.2	Setosa
9.2	2.8	Virginica
9.2	5.2	Setosa
5.1	8.3	Setosa
10.4	6.1	Versicolor
8.3	5.4	Setosa
10.6	4.5	Virginica
7.4	4.6	Setosa
6.3	3.2	Virginica
5.0	7.4	Setosa
6.9	5.0	Setosa
7.2	4.5	Virginica
9.9	3.8	Virginica
5.1	5.3	Setosa
7.0	7.0	Setosa
9.4	4.3	Virginica
9.2	4.5	Virginica
7.9	4.1	Virginica
7.9	6.4	Versicolor
6.2	6.4	Setosa
9.0	5.4	Versicolor
4.4	5.4	Setosa
8.0	3.5	Setosa
10.4	5.2	Versicolor
10.9	5.9	Versicolor
8.2	3.0	Virginica
8.4	5.7	Virginica
7.2	6.3	Versicolor
9.0	5.2	Virginica
5.6	4.7	Versicolor
9.4	6.7	Versicolor
9.1	4.9	Setosa
5.8	6.2	Setosa
5.8	3.7	Virginica
8.8	3.6	Setosa
7.1	6.0	Versicolor
6.8	4.0	Setosa
8.2	4.3	Virginica
10.3	4.7	Virginica
7.9	3.6	Virginica
6.5	8.2	Setosa
10.5	2.7	Versicolor
8.1	5.5	Versicolor
6.8	3.7	Versicolor
7.5	4.8	Setosa
5.0	6.8	Setosa
9.2	6.7	Versicolor
5.5	2.4	Versicolor
9.0	2.8	Versicolor
5.6	7.4	Setosa
5.9	4.2	Setosa
7.8	4.4	Setosa
7.7	7.5	Setosa
11.2	4.3	Virginica
8.5	7.2	Setosa
5.5	4.4	Setosa
11.5	3.2	Versicolor
11.0	6.2	Virginica
9.3	6.5	Versicolor
10.8	4.8	Virginica
8.6	6.5	Versicolor
8.4	5.5	Versicolor
7.2	4.8	Virginica
6.6	4.6	Virginica
7.8	6.6	Versicolor
9.8	3.9	Virginica
10.3	3.9	Virginica
9.0	3.5	Virginica
9.4	6.5	Virginica
9.5	5.3	Versicolor
9.8	5.5	Virginica
9.8	3.9	Virginica
10.4	6.5	Virginica
9.8	5.7	Virginica
9.8	3.0	Virginica
9.0	5.6	Versicolor
8.7	5.0	Versicolor
5.6	5.1	Setosa
7.7	5.4	Setosa
6.9	5.7	Virginica
9.2	4.1	Versicolor
6.7	4.0	Virginica
8.9	4.9	Setosa
8.6	3.9	Versicolor
7.1	6.8	Virginica
6.1	8.0	Setosa
9.0	7.6	Setosa
8.1	6.5	Virginica
9.1	6.5	Virginica
7.6	5.4	Versicolor
10.2	5.9	Versicolor
5.8	4.5	Setosa
6.1	7.8	Setosa
7.4	6.6	Setosa
8.4	4.9	Setosa
9.4	6.8	Virginica
6.7	7.3	Versicolor
10.2	7.6	Versicolor
5.5	3.5	Versicolor
