sepal.length	variety
9.5	Setosa
7.4	Virginica
7.6	Versicolor
7.5	Virginica
12.4	Virginica
11.4	Versicolor
8.3	Virginica
6.9	Versicolor
9.2	Virginica
8.9	Versicolor
5.4	Setosa
10.0	Versicolor
9.5	Setosa
6.8	Virginica
10.5	Versicolor
8.2	Versicolor
5.6	Setosa
5.0	Versicolor
7.8	Virginica
6.2	Versicolor
6.8	Virginica
6.0	Versicolor
6.1	Setosa
10.7	Virginica
9.2	Virginica
10.7	Versicolor
9.7	Versicolor
7.5	Versicolor
10.0	Virginica
8.5	Virginica
7.2	Versicolor
6.6	Virginica
8.4	Virginica
8.0	Versicolor
6.3	Virginica
8.1	Setosa
6.0	Virginica
5.0	Setosa
10.2	Virginica
8.6	Versicolor
5.4	Virginica
7.1	Versicolor
9.9	Setosa
8.4	Setosa
9.6	Versicolor
9.3	Versicolor
8.1	Versicolor
10.0	Virginica
7.1	Setosa
7.3	Virginica
6.9	Setosa
6.5	Setosa
7.5	Versicolor
6.6	Versicolor
5.7	Setosa
6.4	Versicolor
4.8	Setosa
10.7	Virginica
7.5	Versicolor
6.6	Virginica
6.5	Virginica
7.8	Setosa
8.5	Setosa
10.3	Versicolor
9.9	Virginica
9.5	Setosa
6.6	Virginica
10.7	Versicolor
6.7	Setosa
6.5	Versicolor
8.1	Setosa
9.4	Virginica
6.7	Setosa
6.3	Setosa
5.1	Setosa
5.1	Setosa
6.8	Virginica
6.6	Setosa
11.7	Virginica
10.4	Virginica
10.4	Virginica
6.3	Setosa
9.7	Virginica
8.3	Versicolor
7.1	Virginica
7.8	Versicolor
9.4	Versicolor
7.0	Setosa
10.7	Virginica
5.8	Virginica
8.0	Setosa
9.9	Setosa
10.1	Versicolor
8.1	Versicolor
9.4	Setosa
9.2	Versicolor
7.4	Virginica
5.7	Setosa
10.5	Versicolor
7.0	Setosa
4.9	Setosa
5.4	Setosa
6.7	Versicolor
7.8	Virginica
6.6	Versicolor
