petal.width	variety
0.7	Setosa
0.8	Setosa
3.5	Versicolor
3.8	Setosa
4.2	Setosa
2.3	Virginica
3.8	Setosa
4.1	Setosa
2.7	Versicolor
1.5	Versicolor
6.0	Versicolor
4.5	Virginica
1.0	Versicolor
4.3	Virginica
4.2	Setosa
4.3	Virginica
2.4	Versicolor
5.3	Virginica
2.0	Versicolor
3.6	Virginica
0.7	Setosa
3.9	Virginica
2.3	Virginica
1.5	Setosa
3.7	Virginica
1.6	Versicolor
1.8	Versicolor
4.0	Virginica
5.7	Virginica
1.8	Virginica
6.1	Virginica
3.3	Versicolor
0.2	Setosa
2.3	Virginica
3.0	Virginica
5.1	Virginica
3.2	Setosa
2.9	Versicolor
2.9	Virginica
3.8	Versicolor
4.2	Setosa
3.8	Virginica
5.1	Versicolor
3.8	Versicolor
3.9	Virginica
3.1	Virginica
0.9	Setosa
3.0	Virginica
2.8	Versicolor
2.2	Setosa
2.9	Virginica
4.5	Versicolor
0.2	Setosa
3.6	Versicolor
2.8	Setosa
4.7	Setosa
3.3	Setosa
4.9	Virginica
3.9	Virginica
4.9	Setosa
2.8	Setosa
3.0	Versicolor
1.3	Versicolor
6.0	Versicolor
1.4	Versicolor
0.7	Setosa
3.3	Virginica
1.2	Versicolor
3.3	Virginica
5.3	Virginica
3.8	Versicolor
4.3	Virginica
3.2	Setosa
3.7	Setosa
5.1	Virginica
4.7	Setosa
2.8	Versicolor
3.2	Setosa
3.0	Versicolor
5.8	Virginica
4.4	Versicolor
6.8	Virginica
0.2	Setosa
4.5	Versicolor
5.2	Virginica
2.8	Virginica
0.1	Setosa
3.1	Setosa
4.0	Virginica
1.0	Versicolor
3.1	Setosa
0.4	Setosa
3.2	Setosa
3.2	Versicolor
5.4	Virginica
4.3	Versicolor
4.9	Versicolor
1.5	Versicolor
0.7	Setosa
3.4	Setosa
2.1	Versicolor
0.2	Setosa
3.7	Virginica
6.0	Virginica
2.6	Virginica
