sepal.width	petal.length	variety
5.7	1.9	Setosa
7.4	6.2	Versicolor
3.0	7.5	Versicolor
5.0	9.8	Virginica
5.8	3.1	Setosa
5.0	6.7	Versicolor
6.5	3.4	Setosa
4.9	2.6	Setosa
6.7	8.8	Versicolor
4.6	5.4	Setosa
3.2	3.9	Versicolor
4.4	4.3	Versicolor
4.5	5.5	Versicolor
3.8	6.8	Versicolor
2.9	9.8	Virginica
7.4	5.3	Versicolor
5.4	5.7	Setosa
4.1	5.4	Virginica
6.7	8.2	Versicolor
4.9	2.4	Setosa
6.2	3.8	Setosa
5.0	8.4	Versicolor
3.0	8.0	Virginica
4.3	8.2	Virginica
5.0	5.1	Versicolor
5.1	6.9	Versicolor
3.0	2.1	Setosa
4.1	10.1	Virginica
4.7	5.1	Virginica
4.9	2.0	Setosa
2.5	6.0	Versicolor
6.7	4.9	Virginica
3.9	1.9	Setosa
3.2	5.5	Versicolor
3.0	7.5	Versicolor
2.5	5.9	Versicolor
2.5	5.9	Versicolor
5.5	8.1	Virginica
6.3	6.9	Versicolor
4.5	7.6	Virginica
4.3	6.4	Virginica
3.0	7.5	Versicolor
6.0	4.7	Setosa
5.5	6.0	Virginica
3.5	4.7	Versicolor
4.0	8.2	Virginica
5.6	5.5	Versicolor
3.7	3.0	Setosa
3.2	1.6	Setosa
6.2	3.3	Setosa
3.2	7.8	Virginica
7.6	4.5	Setosa
6.6	5.1	Setosa
3.4	7.3	Versicolor
4.6	5.9	Versicolor
4.3	4.0	Setosa
7.0	8.1	Virginica
6.3	1.9	Setosa
6.7	8.5	Virginica
3.9	5.2	Setosa
2.8	9.1	Virginica
5.8	2.7	Setosa
3.8	10.1	Virginica
3.9	2.4	Setosa
4.6	6.6	Virginica
3.9	4.1	Versicolor
6.0	8.0	Versicolor
2.5	7.0	Virginica
5.3	5.8	Setosa
5.8	7.0	Virginica
7.6	8.0	Virginica
7.5	1.6	Setosa
4.9	8.2	Versicolor
7.0	6.8	Virginica
4.7	8.5	Versicolor
2.5	5.5	Virginica
3.2	6.6	Virginica
7.3	8.1	Versicolor
5.8	8.1	Virginica
6.8	3.4	Setosa
5.6	5.5	Setosa
6.8	9.2	Virginica
4.5	7.8	Virginica
4.6	5.0	Versicolor
7.7	6.6	Virginica
7.5	2.9	Setosa
5.5	4.9	Setosa
6.2	8.8	Virginica
6.2	5.7	Virginica
7.3	5.6	Virginica
4.3	5.3	Virginica
6.8	4.5	Versicolor
3.5	5.9	Setosa
6.9	6.2	Versicolor
7.1	3.5	Setosa
7.5	9.4	Virginica
7.1	7.2	Versicolor
3.8	6.8	Versicolor
6.4	9.0	Versicolor
3.2	8.4	Virginica
6.0	5.4	Setosa
6.3	9.7	Virginica
6.7	6.9	Versicolor
4.0	4.8	Setosa
5.7	4.0	Setosa
