sepal.width	variety
6.9	Versicolor
4.7	Virginica
7.1	Setosa
5.0	Setosa
3.5	Versicolor
3.0	Virginica
3.3	Versicolor
6.0	Virginica
5.8	Versicolor
6.0	Versicolor
4.9	Versicolor
7.2	Versicolor
3.2	Versicolor
3.7	Versicolor
5.3	Virginica
5.6	Virginica
7.1	Virginica
3.0	Virginica
7.0	Versicolor
3.8	Virginica
6.2	Setosa
4.0	Versicolor
3.7	Virginica
4.5	Versicolor
6.1	Setosa
7.2	Versicolor
5.3	Virginica
7.4	Setosa
5.9	Setosa
4.8	Virginica
3.2	Setosa
3.4	Versicolor
6.4	Setosa
3.5	Virginica
3.7	Versicolor
7.1	Virginica
3.6	Setosa
5.2	Versicolor
2.3	Versicolor
6.4	Versicolor
5.9	Setosa
7.0	Virginica
6.7	Versicolor
4.3	Versicolor
5.6	Setosa
6.8	Versicolor
3.7	Virginica
3.7	Versicolor
3.1	Versicolor
7.5	Virginica
3.3	Versicolor
7.1	Setosa
7.0	Setosa
7.2	Setosa
8.6	Setosa
8.9	Setosa
5.3	Setosa
6.2	Setosa
4.0	Virginica
4.6	Virginica
4.5	Setosa
6.3	Virginica
3.5	Virginica
3.0	Virginica
3.8	Setosa
6.4	Setosa
7.5	Versicolor
5.5	Versicolor
5.7	Versicolor
6.2	Virginica
8.0	Setosa
7.3	Virginica
6.0	Versicolor
4.9	Setosa
4.4	Setosa
6.0	Virginica
6.9	Versicolor
2.5	Virginica
5.9	Setosa
5.9	Versicolor
6.8	Virginica
7.8	Setosa
4.5	Virginica
3.6	Versicolor
4.2	Virginica
3.7	Setosa
6.0	Versicolor
3.4	Versicolor
5.2	Setosa
7.5	Virginica
5.6	Setosa
6.7	Virginica
6.3	Versicolor
5.7	Versicolor
6.4	Virginica
5.4	Virginica
3.4	Versicolor
4.8	Virginica
3.0	Setosa
4.8	Setosa
6.4	Virginica
7.2	Setosa
5.4	Setosa
6.5	Virginica
4.9	Virginica
